sgRNA	readcount	timepoint	induction	sample
slr0033_14	12	32d	i	6
murG_105	22	32d	i	6
sll1437_264	3	32d	i	6
csgA_18	71	32d	i	6
Entry1050_70	62	32d	i	6
slr0624_3	2	32d	i	6
sll1340_64	2	32d	i	6
slr0535_52	12	32d	i	6
sll1373_29	74	32d	i	6
glgP_31	12	32d	i	6
Entry2119_6	61	32d	i	6
napA_8	198	32d	i	6
slr1566_7	102	32d	i	6
sll1291_9	89	32d	i	6
slr0895_39	91	32d	i	6
slr1409_202	36	32d	i	6
Entry1318_40	34	32d	i	6
slr0383_54	2	32d	i	6
sll1681_103	48	32d	i	6
cytM_4	10	32d	i	6
slr1140_70	1	32d	i	6
Entry158_10	120	32d	i	6
Entry1734_73	154	32d	i	6
Entry579_70	63	32d	i	6
Entry162_37	35	32d	i	6
slr0615_4	88	32d	i	6
amt1_45	12	32d	i	6
Entry974_40	38	32d	i	6
slr1113_46	3	32d	i	6
sll1201_52	155	32d	i	6
Entry850_23	201	32d	i	6
slr1098_26	5	32d	i	6
Entry697_68	228	32d	i	6
nifS3_77	19	32d	i	6
sll1543_168	57	32d	i	6
slr1762_123	163	32d	i	6
apcA_56	1	32d	i	6
slr0487_55	61	32d	i	6
Entry418_63	57	32d	i	6
slr1501_34	111	32d	i	6
Entry489_1	33	32d	i	6
sll1858_40	10	32d	i	6
hliA_18	19	32d	i	6
slr1258_27	40	32d	i	6
moxR_20	42	32d	i	6
ssl0242_9	1	32d	i	6
Entry616_117	3	32d	i	6
sll1973_62	122	32d	i	6
Entry2110_2	28	32d	i	6
Entry133_1	27	32d	i	6
Entry1670_29	35	32d	i	6
hisB_35	1	32d	i	6
Entry951_63	104	32d	i	6
Entry1884_72	140	32d	i	6
Entry1066_14	2	32d	i	6
slr7083_95	5	32d	i	6
cydB_80	90	32d	i	6
slr0086_83	225	32d	i	6
minD_58	39	32d	i	6
slr1717_50	23	32d	i	6
ssr7093_19	121	32d	i	6
hlyD_103	57	32d	i	6
Entry1334_35	33	32d	i	6
Entry795_4	33	32d	i	6
Entry2090_3	32	32d	i	6
slr1019_21	92	32d	i	6
sll1147_10	57	32d	i	6
Entry913_31	25	32d	i	6
sll0371_215	8	32d	i	6
slr0812_31	36	32d	i	6
slr0904_43	33	32d	i	6
Entry695_20	45	32d	i	6
slr0757_53	17	32d	i	6
Entry607_115	101	32d	i	6
lacG_57	39	32d	i	6
slr1070_57	1	32d	i	6
Entry1819_75	48	32d	i	6
sll0412_100	32	32d	i	6
slr2084_174	66	32d	i	6
sll0931_31	92	32d	i	6
ssl0564_21	98	32d	i	6
ssl3549_52	36	32d	i	6
Entry1119_132	25	32d	i	6
slr5012_156	16	32d	i	6
sll0528_44	55	32d	i	6
rps19_41	1	32d	i	6
suhB2_100	88	32d	i	6
slr0681_33	6	32d	i	6
natA_29	27	32d	i	6
Entry1233_61	125	32d	i	6
Entry654_0	41	32d	i	6
Entry1149_26	124	32d	i	6
slr1871_115	54	32d	i	6
ski2_24	4	32d	i	6
Entry1116_38	95	32d	i	6
speA_64	58	32d	i	6
slr6025_8	159	32d	i	6
prsA_14	7	32d	i	6
slr1324_36	84	32d	i	6
Entry1116_37	56	32d	i	6
sll1860_451	1	32d	i	6
Entry1239_93	8	32d	i	6
sll8009_34	81	32d	i	6
Entry262_67	113	32d	i	6
slr0639_217	47	32d	i	6
Entry1733_52	44	32d	i	6
Entry1733_53	42	32d	i	6
drgA_7	1043	32d	i	6
Entry779_15	17	32d	i	6
slr0867_80	3	32d	i	6
Entry1071_55	121	32d	i	6
slr1736_43	49	32d	i	6
Entry1612_0	38	32d	i	6
Entry515_42	30	32d	i	6
Entry445_69	4	32d	i	6
ssl2874_72	57	32d	i	6
sll0754_7	112	32d	i	6
slr1243_172	17	32d	i	6
sll5104_33	183	32d	i	6
Entry675_32	98	32d	i	6
rbcS_12	1	32d	i	6
Entry1684_40	6	32d	i	6
Entry1863_23	38	32d	i	6
slr1261_34	62	32d	i	6
dnaJ3_120	30	32d	i	6
slr0449_41	24	32d	i	6
sll1495_7	63	32d	i	6
slr0945_4	142	32d	i	6
rpl6_20	9	32d	i	6
Entry1964_28	346	32d	i	6
gspE2_10	55	32d	i	6
clpB2_6	1	32d	i	6
pyrH_22	2	32d	i	6
sll0658_25	1	32d	i	6
nblA2_25	48	32d	i	6
Entry904_1	116	32d	i	6
sll1380_31	18	32d	i	6
slr0091_163	11	32d	i	6
Entry984_56	59	32d	i	6
Entry329_35	32	32d	i	6
merR2_115	59	32d	i	6
glnH/glnP_37	51	32d	i	6
mscL_85	118	32d	i	6
hypA_59	54	32d	i	6
slr0609_14	37	32d	i	6
sll1418_13	52	32d	i	6
Entry1126_97	1	32d	i	6
ddh_59	83	32d	i	6
slr0665_214	14	32d	i	6
sll1860_212	1078	32d	i	6
gltB2_15	26	32d	i	6
slr0333_63	4	32d	i	6
slr0870_50	1	32d	i	6
petF4_29	28	32d	i	6
sll1738_41	81	32d	i	6
sll0384_22	3	32d	i	6
rpl31_20	1	32d	i	6
ssl2717_33	72	32d	i	6
pntB_19	54	32d	i	6
Entry319_3	71	32d	i	6
murG_57	1	32d	i	6
sll0064_37	63	32d	i	6
Entry1297_6	33	32d	i	6
clpP4_10	1	32d	i	6
Entry2020_57	134	32d	i	6
malQ_43	1	32d	i	6
slr2053_50	43	32d	i	6
slr0374_112	1	32d	i	6
ssr2786_19	41	32d	i	6
Entry147_39	51	32d	i	6
Entry234_20	155	32d	i	6
sll0445_73	91	32d	i	6
ssr5121_111	61	32d	i	6
ssr1499_20	1	32d	i	6
sll1257_264	3	32d	i	6
rfbM2_14	180	32d	i	6
Entry969_29	54	32d	i	6
Entry936_26	108	32d	i	6
Entry1781_89	116	32d	i	6
slr1565_26	12	32d	i	6
ssr2781_26	24	32d	i	6
feoB_14	79	32d	i	6
Entry236_21	71	32d	i	6
Entry1591_78	74	32d	i	6
ssr3467_19	23	32d	i	6
SyR7_92	202	32d	i	6
rpl29_67	2	32d	i	6
sll0837_89	26	32d	i	6
Entry2022_7	22	32d	i	6
Entry721_1	44	32d	i	6
pcr_34	2	32d	i	6
prfA_46	1	32d	i	6
lpxB_31	60	32d	i	6
fabG_73	18	32d	i	6
slr0445_21	109	32d	i	6
Entry1806_0	33	32d	i	6
cpcB_28	3	32d	i	6
Entry706_61	140	32d	i	6
ssr2062_22	648	32d	i	6
Entry931_109	62	32d	i	6
Entry1978_71	99	32d	i	6
Entry1756_120	35	32d	i	6
secF_11	11	32d	i	6
Entry1748_38	71	32d	i	6
Entry1909_24	30	32d	i	6
sll1769_40	6947	32d	i	6
aroH_68	470	32d	i	6
sll1749_66	102	32d	i	6
ssl5103_104	126	32d	i	6
Entry1643_19	161	32d	i	6
Entry556_66	2	32d	i	6
recQ_66	102	32d	i	6
sll1307_106	20	32d	i	6
sll1053_76	22	32d	i	6
Entry656_15	42	32d	i	6
slr1246_317	91	32d	i	6
sll0550_10	54	32d	i	6
slr0813_48	32	32d	i	6
ssr3467_191	40	32d	i	6
Entry2081_57	177	32d	i	6
ndhD4_68	10	32d	i	6
Entry532_28	129	32d	i	6
Entry1794_23	2	32d	i	6
Entry211_3	36	32d	i	6
slr1674_4	12	32d	i	6
TU2529_59	25	32d	i	6
rps5_65	3	32d	i	6
Entry1307_64	64	32d	i	6
slr0180_48	3	32d	i	6
sll1665_70	5	32d	i	6
Entry143_35	1	32d	i	6
slr0700_29	58	32d	i	6
slr2144_21	121	32d	i	6
Entry74_52	119	32d	i	6
srrA_97	163	32d	i	6
Entry1610_30	146	32d	i	6
sll1849_88	14	32d	i	6
Entry1305_26	86	32d	i	6
Entry1152_6	58	32d	i	6
slr7060_90	45	32d	i	6
Entry219_31	53	32d	i	6
slr0181_13	40	32d	i	6
sll1084_19	7	32d	i	6
ffh_23	5	32d	i	6
ssl7042_34	3	32d	i	6
Entry1292_96	38	32d	i	6
gyrB_28	6	32d	i	6
sll0096_68	66	32d	i	6
Entry1618_101	96	32d	i	6
ribG_67	49	32d	i	6
ssl5001_7	30	32d	i	6
sll0264_59	91	32d	i	6
slr2105_85	43	32d	i	6
sll1274_44	61	32d	i	6
panC/kcy_67	14	32d	i	6
sll1511_20	14	32d	i	6
slr1940_78	85	32d	i	6
slr2059_48	87	32d	i	6
sll0787_73	184	32d	i	6
Entry1376_43	54	32d	i	6
gad_61	60	32d	i	6
Entry257_30	69	32d	i	6
Entry2056_69	1	32d	i	6
Entry1588_36	55	32d	i	6
sll0556_16	3	32d	i	6
ssr2317_3	47	32d	i	6
sll0445_130	20	32d	i	6
slr1207_16	11	32d	i	6
Entry394_29	50	32d	i	6
slr0316_111	28	32d	i	6
slr1909_95	86	32d	i	6
Entry189_21	302	32d	i	6
sll5057_136	96	32d	i	6
slr1512_88	91	32d	i	6
slr2024_7	1	32d	i	6
Entry1904_11	25	32d	i	6
Entry876_20	45	32d	i	6
rpoC2_32	1	32d	i	6
yibO_19	2	32d	i	6
ribC_17	3	32d	i	6
gltD_42	11	32d	i	6
Entry1988_11	69	32d	i	6
Entry51_47	38	32d	i	6
Entry188_38	137	32d	i	6
sll1414_60	15	32d	i	6
Entry1777_35	83	32d	i	6
glgP_59	48	32d	i	6
Entry929_63	25	32d	i	6
sll1905_4	2	32d	i	6
Entry2112_61	47	32d	i	6
napC_124	389	32d	i	6
slr6037_21	183	32d	i	6
slr7092_19	73	32d	i	6
Entry1337_8	36	32d	i	6
slr1393_76	162	32d	i	6
norB_23	116	32d	i	6
Entry274_50	86	32d	i	6
cysC_136	1	32d	i	6
Entry390_1	45	32d	i	6
sll1516_11	37	32d	i	6
sll1040_14	59	32d	i	6
sll0606_31	63	32d	i	6
slr0625_108	21	32d	i	6
sll5047_39	44	32d	i	6
slr5077_323	46	32d	i	6
sll5080_63	25	32d	i	6
Entry935_68	39	32d	i	6
eda_25	43	32d	i	6
slr7058_11	54	32d	i	6
sll7062_3	74	32d	i	6
Entry1727_100	63	32d	i	6
Entry379_36	1	32d	i	6
kpsM_69	67	32d	i	6
nifS3_11	22	32d	i	6
sll1202_168	93	32d	i	6
sll0943_47	436	32d	i	6
sll0596_24	84	32d	i	6
ssl7004_46	36	32d	i	6
ssr5092_8	58	32d	i	6
rps9_47	7	32d	i	6
slr0896_40	27	32d	i	6
slr1927_136	14	32d	i	6
slr8044_13	355	32d	i	6
Entry1068_33	14	32d	i	6
slr0299_29	30	32d	i	6
Entry1109_40	54	32d	i	6
sll1367_36	9	32d	i	6
Entry567_26	82	32d	i	6
rps32_47	5	32d	i	6
Entry1884_59	88	32d	i	6
chlB_29	135	32d	i	6
sll5026_69	41	32d	i	6
sll1289_12	158	32d	i	6
Entry1059_61	51	32d	i	6
slr0305_4	37	32d	i	6
slr0897_11	104	32d	i	6
Entry123_0	36	32d	i	6
sll1524_37	54	32d	i	6
apqZ_88	27	32d	i	6
Entry1134_31	81	32d	i	6
Entry312_22	6	32d	i	6
slr1928_56	10	32d	i	6
Entry1729_1	20	32d	i	6
Entry906_69	130	32d	i	6
ssr3189_70	11	32d	i	6
sll1757_68	2	32d	i	6
ssr7093_30	98	32d	i	6
Entry1681_82	66	32d	i	6
Entry764_8	2	32d	i	6
sll7031_25	96	32d	i	6
slr0355_21	6	32d	i	6
phoH_4	80	32d	i	6
Entry1339_115	92	32d	i	6
slr6014_9	245	32d	i	6
ssl5129_108	54	32d	i	6
slr8023_49	8	32d	i	6
Entry1294_90	92	32d	i	6
slr1208_20	51	32d	i	6
sll1151_59	90	32d	i	6
Entry935_6	21	32d	i	6
sms_10	2	32d	i	6
slr2099_16	126	32d	i	6
ssl0352_31	11	32d	i	6
Entry860_79	88	32d	i	6
sll1960_58	27	32d	i	6
ssl7019_128	82	32d	i	6
apcE_39	4	32d	i	6
sll0507_3	64	32d	i	6
Entry42_29	69	32d	i	6
slr1992_17	60	32d	i	6
slr1659_10	53	32d	i	6
Entry392_100	72	32d	i	6
sll1477_40	13	32d	i	6
Entry1745_10	40	32d	i	6
ssl8028_116	58	32d	i	6
slr1912_14	275	32d	i	6
sll1241_304	60	32d	i	6
sll0862_96	1	32d	i	6
slr1827_22	43	32d	i	6
slr0967_53	106	32d	i	6
hypF_26	120	32d	i	6
purE_7	1	32d	i	6
Entry1542_43	67	32d	i	6
sll1924_248	27	32d	i	6
slr1535_37	41	32d	i	6
Entry606_192	196	32d	i	6
Entry1944_65	123	32d	i	6
Entry1071_38	28	32d	i	6
ftsZ_94	3	32d	i	6
slr1168_7	21	32d	i	6
Entry999_51	4	32d	i	6
slr1243_112	5	32d	i	6
slr0386_45	45	32d	i	6
rffM_58	107	32d	i	6
Entry1067_73	68	32d	i	6
Entry3_0	88	32d	i	6
slr0953_37	67	32d	i	6
slr1261_19	20	32d	i	6
Entry690_27	38	32d	i	6
sll1272_52	64	32d	i	6
Entry690_23	130	32d	i	6
slr1693_89	46	32d	i	6
Entry512_55	4	32d	i	6
Entry1600_52	59	32d	i	6
trpG_74	20	32d	i	6
Entry2122_67	38	32d	i	6
trxM_43	37	32d	i	6
Entry1137_47	10	32d	i	6
slr0769_18	71	32d	i	6
Entry535_40	6	32d	i	6
erg6_8	74	32d	i	6
rpl35_44	1	32d	i	6
Entry99_81	129	32d	i	6
thiE_193	178	32d	i	6
slr1980_266	32	32d	i	6
sll2007_74	44	32d	i	6
slr0400_109	105	32d	i	6
Entry1299_21	30	32d	i	6
thdF_84	21	32d	i	6
Entry1096_41	2	32d	i	6
ftsH4_10	2	32d	i	6
psbX_4	12	32d	i	6
Entry625_3	57	32d	i	6
Entry1612_29	90	32d	i	6
Entry129_35	10	32d	i	6
ssl7020_127	35	32d	i	6
slr7054_63	68	32d	i	6
pntB_34	31	32d	i	6
hglK_13	143	32d	i	6
sll1169_44	85	32d	i	6
putA_148	201	32d	i	6
Entry722_42	45	32d	i	6
slr1263_18	32	32d	i	6
sll0252_16	61	32d	i	6
Entry1459_30	1	32d	i	6
ssl2920_146	63	32d	i	6
rpiA_19	222	32d	i	6
Entry2005_66	102	32d	i	6
sll8043_134	125	32d	i	6
slr1210_31	13	32d	i	6
ssr6086_56	186	32d	i	6
Entry710_1	27	32d	i	6
cydB_6	1	32d	i	6
Entry1974_0	1	32d	i	6
sll1232_51	123	32d	i	6
slr6004_88	90	32d	i	6
Entry1287_1	3	32d	i	6
bioF_145	5	32d	i	6
slr1273_67	41	32d	i	6
Entry793_24	62	32d	i	6
Entry35_30	247	32d	i	6
sll1142_51	107	32d	i	6
slr1949_7	1	32d	i	6
slr1616_124	54	32d	i	6
Entry346_0	56	32d	i	6
Entry2074_7	50	32d	i	6
purC_80	11	32d	i	6
Entry1936_102	76	32d	i	6
Entry1460_2	79	32d	i	6
Entry145_19	78	32d	i	6
glcE_3	67	32d	i	6
sll1488_77	48	32d	i	6
Entry1855_44	10	32d	i	6
slr1068_129	17	32d	i	6
Entry1668_29	34	32d	i	6
rpoA_145	29	32d	i	6
sll0986_263	1	32d	i	6
prfC_27	121	32d	i	6
feoB_34	62	32d	i	6
minE_32	16	32d	i	6
Entry1718_52	55	32d	i	6
Entry1592_7	90	32d	i	6
Entry1976_53	36	32d	i	6
sll1241_85	53	32d	i	6
sll0552_6	248	32d	i	6
ssr1951_31	12	32d	i	6
slr0484_10	90	32d	i	6
sll1280_74	8	32d	i	6
glyQ_71	14	32d	i	6
sll0696_40	3	32d	i	6
slr1814_275	30	32d	i	6
sll0688_22	111	32d	i	6
Entry190_2	29	32d	i	6
slr1082_44	39	32d	i	6
sll1160_74	64	32d	i	6
lacF_23	18	32d	i	6
fecC_54	1	32d	i	6
ssr0336_131	6	32d	i	6
slr1819_7	1	32d	i	6
lexA_64	72	32d	i	6
cysG_57	3	32d	i	6
sll1087_67	50	32d	i	6
slr1472_17	31	32d	i	6
sll0982_64	30	32d	i	6
slr0656_61	89	32d	i	6
fhuA3_96	49	32d	i	6
Entry399_38	45	32d	i	6
Entry52_9	42	32d	i	6
slr1594_60	42	32d	i	6
Entry1902_30	14	32d	i	6
frdA_40	23	32d	i	6
Entry1130_4	55	32d	i	6
pstA_13	46	32d	i	6
slr2078_12	34	32d	i	6
Entry374_18	59	32d	i	6
purL2_26	8	32d	i	6
rps6_65	40	32d	i	6
slr6095_141	63	32d	i	6
clpX_3	4	32d	i	6
slr2077_44	41	32d	i	6
Entry1849_9	36	32d	i	6
Entry1164_64	79	32d	i	6
sll1496_34	1251	32d	i	6
bhy_49	15	32d	i	6
slr0482_12	32	32d	i	6
slr7037_49	76	32d	i	6
glpX_55	8	32d	i	6
slr2052_31	4	32d	i	6
Entry1923_60	21	32d	i	6
sll1186_115	93	32d	i	6
Entry676_0	24	32d	i	6
slr0315_61	53	32d	i	6
sll1956_108	41	32d	i	6
ssr6026_64	108	32d	i	6
sll0489_103	19	32d	i	6
slr7023_79	15	32d	i	6
psbU_13	1	32d	i	6
Entry1018_30	44	32d	i	6
Entry2038_176	60	32d	i	6
Entry1445_29	97	32d	i	6
slr1410_59	1	32d	i	6
Entry883_21	37	32d	i	6
epsB_35	12	32d	i	6
cbiT_3	33	32d	i	6
slr0599_94	11	32d	i	6
Entry1286_61	9	32d	i	6
Entry466_20	1	32d	i	6
slr5071_225	7	32d	i	6
gspD_70	65	32d	i	6
leuA2_37	4	32d	i	6
nplT_58	18	32d	i	6
slr1687_23	74	32d	i	6
slr1524_134	879	32d	i	6
slr1542_35	3	32d	i	6
pfkA_49	17	32d	i	6
ndhF2_105	40	32d	i	6
rpoC2_19	1	32d	i	6
slr1579_76	74	32d	i	6
psaF_23	9	32d	i	6
hisI_28	7	32d	i	6
Entry204_34	25	32d	i	6
Entry1679_85	50	32d	i	6
Entry1426_0	1	32d	i	6
sll0781_18	30	32d	i	6
Entry1906_31	201	32d	i	6
sll1853_36	1	32d	i	6
slr1570_40	88	32d	i	6
ssr1513_24	58	32d	i	6
Entry15_3	18	32d	i	6
slr0109_59	1	32d	i	6
Entry2101_37	122	32d	i	6
pcnB2_20	33	32d	i	6
rlpA_31	1	32d	i	6
sll0485_4	8	32d	i	6
slr1715_97	4	32d	i	6
Entry858_0	717	32d	i	6
ssl8039_67	35	32d	i	6
pheS_31	11	32d	i	6
sll7002_252	27	32d	i	6
Entry16_43	2	32d	i	6
Entry2066_20	55	32d	i	6
rpl16_26	5	32d	i	6
ssr6019_6	189	32d	i	6
sll5034_96	82	32d	i	6
sll0168_60	75	32d	i	6
Entry1841_39	132	32d	i	6
Entry451_62	152	32d	i	6
Entry1763_36	57	32d	i	6
sll0577_22	24	32d	i	6
slr0271_11	104	32d	i	6
slr0896_66	55	32d	i	6
slr1652_21	2	32d	i	6
Entry849_34	201	32d	i	6
Entry696_3	130	32d	i	6
slr1854_84	42	32d	i	6
slr1859_166	48	32d	i	6
phoU_16	51	32d	i	6
Entry1774_1	137	32d	i	6
glpK_115	140	32d	i	6
Entry1064_59	36	32d	i	6
slr0053_67	64	32d	i	6
dnaE_122	56	32d	i	6
amt3_91	5	32d	i	6
slr1229_61	56	32d	i	6
sll1628_89	5	32d	i	6
sll0238_85	34	32d	i	6
slr0929_43	113	32d	i	6
Entry195_0	61	32d	i	6
slr0168_32	60	32d	i	6
Entry1652_52	57	32d	i	6
map3, pepM_59	30	32d	i	6
ssr5106_67	73	32d	i	6
slr0852_29	603	32d	i	6
slr0846_50	29	32d	i	6
ntpJ_46	35	32d	i	6
rub_26	27	32d	i	6
slr0531_94	63	32d	i	6
slr1050_8	58	32d	i	6
slr1715_134	879	32d	i	6
slr1980_90	1	32d	i	6
ssl7045_112	35	32d	i	6
slr1098_63	8	32d	i	6
slr1152_82	1	32d	i	6
Entry578_3	66	32d	i	6
slr1357_97	232	32d	i	6
Entry881_1	41	32d	i	6
slr2115_75	56	32d	i	6
slr0300_27	14	32d	i	6
nifS_25	161	32d	i	6
pmbA_34	65	32d	i	6
Entry1827_39	24	32d	i	6
Entry1109_21	1	32d	i	6
ziaA_61	82	32d	i	6
slr1738_60	42	32d	i	6
adk2_55	2	32d	i	6
Entry700_37	44	32d	i	6
Entry2099_43	128	32d	i	6
slr6087_22	66	32d	i	6
spoU_6	790	32d	i	6
hemN2_15	33	32d	i	6
Entry1659_28	102	32d	i	6
ssr2998_47	18	32d	i	6
sll1178_49	1	32d	i	6
Entry309_14	40	32d	i	6
slr1197_19	110	32d	i	6
Entry1118_31	104	32d	i	6
sll0994_3	65	32d	i	6
lim17_37	30	32d	i	6
Entry1489_41	69	32d	i	6
sll0740_53	54	32d	i	6
recN_167	143	32d	i	6
rfbD2_118	1	32d	i	6
Entry233_5	54	32d	i	6
sll1752_14	264	32d	i	6
ssr1114_25	7	32d	i	6
Entry504_23	282	32d	i	6
slr0709_37	196	32d	i	6
Entry545_8	122	32d	i	6
gcvH_40	1	32d	i	6
ssr2754_75	18	32d	i	6
ssl2920_28	37	32d	i	6
ssr6030_40	65	32d	i	6
slr6029_26	110	32d	i	6
Entry828_44	5	32d	i	6
slr0245_66	124	32d	i	6
pykF2_3	41	32d	i	6
sll0101_107	29	32d	i	6
Entry597_52	1	32d	i	6
Entry16_1	20	32d	i	6
Entry459_23	66	32d	i	6
Entry265_58	85	32d	i	6
slr1110_6	136	32d	i	6
slr0144_34	78	32d	i	6
sll0371_72	28	32d	i	6
pcnB_17	32	32d	i	6
sll0668_87	132	32d	i	6
slr0386_67	73	32d	i	6
ssl5008_73	55	32d	i	6
glbN_34	24	32d	i	6
slr1113_19	53	32d	i	6
slr0147_23	44	32d	i	6
gcpE_13	2	32d	i	6
Entry493_21	125	32d	i	6
slr0698_58	54	32d	i	6
sll1473_118	16	32d	i	6
slr0878_31	38	32d	i	6
pilJ_70	19	32d	i	6
Entry126_39	69	32d	i	6
dnaK3_98	135	32d	i	6
Entry194_21	123	32d	i	6
slr6022_58	180	32d	i	6
slr2080_70	94	32d	i	6
slr0112_64	102	32d	i	6
slr1042_29	12	32d	i	6
Entry1006_63	35	32d	i	6
sgl0002_47	191	32d	i	6
slr0795_148	119	32d	i	6
ssr0761_27	60	32d	i	6
ssl0294_28	80	32d	i	6
slr0582_35	91	32d	i	6
pyrD_13	3	32d	i	6
sll2007_56	62	32d	i	6
slr1339_96	46	32d	i	6
slr1342_38	73	32d	i	6
slr1692_70	95	32d	i	6
Entry670_41	31	32d	i	6
nucH_53	109	32d	i	6
sll1081_10	24	32d	i	6
Entry1015_172	1	32d	i	6
Entry1223_83	99	32d	i	6
Entry1202_57	152	32d	i	6
sll1886_12	1	32d	i	6
slr1692_7	21	32d	i	6
Entry689_36	130	32d	i	6
Entry609_29	52	32d	i	6
rbcX_56	3	32d	i	6
Entry1861_29	111	32d	i	6
Entry677_36	36	32d	i	6
slr1718_36	75	32d	i	6
Entry1139_93	56	32d	i	6
rps13_23	6	32d	i	6
Entry1506_23	34	32d	i	6
tgt_41	44	32d	i	6
sll0888_15	60	32d	i	6
Entry1205_41	3	32d	i	6
nadE_30	56	32d	i	6
sll0563_8	2	32d	i	6
slr1495_21	114	32d	i	6
slr1740_15	51	32d	i	6
cysQ_55	28	32d	i	6
slr1273_46	27	32d	i	6
sll1708_13	45	32d	i	6
Entry1231_45	15	32d	i	6
Entry632_47	278	32d	i	6
slr1593_12	31	32d	i	6
slr0439_14	258	32d	i	6
IAP75_58	1	32d	i	6
Entry1524_66	75	32d	i	6
ubiA_22	2	32d	i	6
Entry1943_1	125	32d	i	6
Entry1492_7	61	32d	i	6
Entry835_69	61	32d	i	6
ssl0483_71	5	32d	i	6
Entry1877_1	23	32d	i	6
Entry1961_43	33	32d	i	6
purB_49	1	32d	i	6
sll1739_24	31	32d	i	6
sll0218_39	73	32d	i	6
Entry430_41	54	32d	i	6
Entry289_59	86	32d	i	6
Entry146_27	11	32d	i	6
metS_28	464	32d	i	6
sll6098_63	105	32d	i	6
Entry275_8	30	32d	i	6
slr1415_37	1	32d	i	6
Entry1374_116	52	32d	i	6
Entry1697_37	9	32d	i	6
secE_85	1	32d	i	6
murC_47	2	32d	i	6
slr1855_91	72	32d	i	6
slr0120_37	54	32d	i	6
Entry1022_33	123	32d	i	6
sll1280_52	58	32d	i	6
chlD_15	2	32d	i	6
slr1493_5	1	32d	i	6
Entry1674_82	147	32d	i	6
Entry2003_76	47	32d	i	6
sll7103_176	43	32d	i	6
Entry1038_97	131	32d	i	6
sll0191_43	35	32d	i	6
pgsA_45	40	32d	i	6
slr6031_368	53	32d	i	6
slr7100_4	62	32d	i	6
Entry1498_67	356	32d	i	6
cbiE_71	15	32d	i	6
Entry945_93	153	32d	i	6
ppsA_56	125	32d	i	6
Entry251_37	52	32d	i	6
Entry1826_1	1	32d	i	6
sll1864_13	111	32d	i	6
slr1407_144	101	32d	i	6
uvrD_17	46	32d	i	6
Entry20_34	262	32d	i	6
ssl0312_45	166	32d	i	6
sll2002_111	20	32d	i	6
sll1162_19	121	32d	i	6
Entry1021_22	123	32d	i	6
Entry509_30	54	32d	i	6
sll0243_92	43	32d	i	6
recF_5	76	32d	i	6
slr1805_27	6	32d	i	6
Entry1925_40	77	32d	i	6
slr1970_22	5	32d	i	6
Entry141_35	22	32d	i	6
ssr5009_61	35	32d	i	6
sll0529_4	6	32d	i	6
Entry1621_114	33	32d	i	6
Entry601_69	45	32d	i	6
slr0350_451	1	32d	i	6
recR_36	36	32d	i	6
Entry1226_19	36	32d	i	6
sll7064_14	38	32d	i	6
sll0096_22	63	32d	i	6
Entry756_14	101	32d	i	6
Entry28_3	75	32d	i	6
fecB_74	76	32d	i	6
ssr2087_85	51	32d	i	6
sll1170_72	1	32d	i	6
Entry864_67	72	32d	i	6
Entry1367_80	46	32d	i	6
Entry385_55	2	32d	i	6
gad_26	152	32d	i	6
Entry754_15	32	32d	i	6
sll0372_158	100	32d	i	6
slr0981_24	11	32d	i	6
Entry1710_61	2	32d	i	6
mgtC_80	222	32d	i	6
infB_115	1	32d	i	6
Entry1864_2	86	32d	i	6
pntA_15	53	32d	i	6
Entry20_6	100	32d	i	6
Entry1898_19	50	32d	i	6
slr5005_25	72	32d	i	6
slr1540_50	85	32d	i	6
slr1344_5	73	32d	i	6
slr0358_28	2068	32d	i	6
cdsA_128	87	32d	i	6
ssl6082_105	39	32d	i	6
agp_91	53	32d	i	6
slr1512_49	1	32d	i	6
Entry816_8	23	32d	i	6
slr1235_77	68	32d	i	6
slr1508_67	94	32d	i	6
Entry727_70	32	32d	i	6
Entry603_29	14	32d	i	6
slr0317_132	43	32d	i	6
Entry2050_43	35	32d	i	6
cytM_24	11	32d	i	6
cyaA_10	38	32d	i	6
sll6017_52	130	32d	i	6
Entry1720_53	1	32d	i	6
Entry1253_8	26	32d	i	6
Entry208_1	55	32d	i	6
menE_248	12	32d	i	6
slr0208_29	1	32d	i	6
sll0319_29	37	32d	i	6
Entry1630_34	46	32d	i	6
Entry447_70	38	32d	i	6
sll1853_59	49	32d	i	6
slr0957_35	12	32d	i	6
slr7014_360	61	32d	i	6
sll0703_5	146	32d	i	6
sll0142_44	68	32d	i	6
cydA_217	91	32d	i	6
ssr1698_10	4	32d	i	6
sll2013_51	98	32d	i	6
mom72_61	77	32d	i	6
slr0421_26	120	32d	i	6
slr0913_12	213	32d	i	6
sll0282_148	46	32d	i	6
Entry1155_43	24	32d	i	6
lipA2_31	13	32d	i	6
ndhI_88	16	32d	i	6
sll0354_72	37	32d	i	6
slr1840_87	184	32d	i	6
moeB_8	3	32d	i	6
ssl2009_103	16	32d	i	6
sll7063_233	61	32d	i	6
Entry1497_0	144	32d	i	6
Entry2069_15	151	32d	i	6
nrtC2_71	36	32d	i	6
Entry1585_0	1	32d	i	6
clcD_22	5	32d	i	6
ssl1792_60	48	32d	i	6
sll0672_56	33	32d	i	6
Entry1186_10	38	32d	i	6
lgt_97	36	32d	i	6
slr1419_24	1	32d	i	6
