batchtime_h,channel_id,value,cultivation,strain,replicate
73,6,0.0292690547,20190815_MC1,aroH,2
74,6,0.0283764108,20190815_MC1,aroH,2
75,6,0.0279266792,20190815_MC1,aroH,2
76,6,0.0291657509,20190815_MC1,aroH,2
77,6,0.0286074166,20190815_MC1,aroH,2
78,6,0.0281481709,20190815_MC1,aroH,2
79,6,0.0275168039,20190815_MC1,aroH,2
80,6,0.0258610431,20190815_MC1,aroH,2
81,6,0.0241894133,20190815_MC1,aroH,2
82,6,0.0235932942,20190815_MC1,aroH,2
83,6,0.0223262316,20190815_MC1,aroH,2
84,6,0.021272972,20190815_MC1,aroH,2
85,6,0.0202001077,20190815_MC1,aroH,2
86,6,0.018404646,20190815_MC1,aroH,2
87,6,0.0175753734,20190815_MC1,aroH,2
88,6,0.018171038,20190815_MC1,aroH,2
89,6,0.0183002085,20190815_MC1,aroH,2
90,6,0.0179938269,20190815_MC1,aroH,2
91,6,0.0182454318,20190815_MC1,aroH,2
92,6,0.0176922228,20190815_MC1,aroH,2
93,6,0.0175258641,20190815_MC1,aroH,2
94,6,0.0186640145,20190815_MC1,aroH,2
95,6,0.0175110104,20190815_MC1,aroH,2
0,7,0.0236325599,20190815_MC1,spoT,1
1,7,0.027439593,20190815_MC1,spoT,1
2,7,0.0234255542,20190815_MC1,spoT,1
3,7,0.022323031,20190815_MC1,spoT,1
4,7,0.0216763447,20190815_MC1,spoT,1
5,7,0.0203137022,20190815_MC1,spoT,1
6,7,0.0210458623,20190815_MC1,spoT,1
7,7,0.0247679064,20190815_MC1,spoT,1
8,7,0.0251110382,20190815_MC1,spoT,1
9,7,0.0291307386,20190815_MC1,spoT,1
10,7,0.0321271736,20190815_MC1,spoT,1
11,7,0.0343066304,20190815_MC1,spoT,1
12,7,0.0382276841,20190815_MC1,spoT,1
13,7,0.0341482023,20190815_MC1,spoT,1
14,7,0.0338799153,20190815_MC1,spoT,1
15,7,0.0338243855,20190815_MC1,spoT,1
16,7,0.0282295727,20190815_MC1,spoT,1
17,7,0.0286123059,20190815_MC1,spoT,1
18,7,0.0335754068,20190815_MC1,spoT,1
19,7,0.0305993498,20190815_MC1,spoT,1
20,7,0.0306238767,20190815_MC1,spoT,1
21,7,0.0318909126,20190815_MC1,spoT,1
22,7,0.0251543623,20190815_MC1,spoT,1
23,7,0.0236931149,20190815_MC1,spoT,1
24,7,0.0244566708,20190815_MC1,spoT,1
25,7,0.0253851356,20190815_MC1,spoT,1
26,7,0.0251290703,20190815_MC1,spoT,1
27,7,0.0275046854,20190815_MC1,spoT,1
28,7,0.0252584597,20190815_MC1,spoT,1
29,7,0.0254486552,20190815_MC1,spoT,1
30,7,0.027157795,20190815_MC1,spoT,1
31,7,0.0289221621,20190815_MC1,spoT,1
32,7,0.0337754099,20190815_MC1,spoT,1
33,7,0.0367294212,20190815_MC1,spoT,1
34,7,0.0374920906,20190815_MC1,spoT,1
35,7,0.0385372544,20190815_MC1,spoT,1
36,7,0.0397546639,20190815_MC1,spoT,1
37,7,0.0393679652,20190815_MC1,spoT,1
38,7,0.0423079804,20190815_MC1,spoT,1
39,7,0.0412927573,20190815_MC1,spoT,1
40,7,0.0390018885,20190815_MC1,spoT,1
41,7,0.0382172111,20190815_MC1,spoT,1
42,7,0.0366291506,20190815_MC1,spoT,1
43,7,0.0351312188,20190815_MC1,spoT,1
44,7,0.0344618165,20190815_MC1,spoT,1
45,7,0.0334022487,20190815_MC1,spoT,1
46,7,0.0318224627,20190815_MC1,spoT,1
47,7,0.0300971969,20190815_MC1,spoT,1
48,7,0.0283071807,20190815_MC1,spoT,1
49,7,0.0275809959,20190815_MC1,spoT,1
50,7,0.0253649199,20190815_MC1,spoT,1
51,7,0.0258008329,20190815_MC1,spoT,1
52,7,0.0259331721,20190815_MC1,spoT,1
53,7,0.0258662135,20190815_MC1,spoT,1
54,7,0.0263418815,20190815_MC1,spoT,1
55,7,0.0288723563,20190815_MC1,spoT,1
56,7,0.0297592006,20190815_MC1,spoT,1
57,7,0.0319765261,20190815_MC1,spoT,1
58,7,0.0330278342,20190815_MC1,spoT,1
59,7,0.0330588222,20190815_MC1,spoT,1
60,7,0.0329464626,20190815_MC1,spoT,1
61,7,0.0347259319,20190815_MC1,spoT,1
62,7,0.035640191,20190815_MC1,spoT,1
63,7,0.034867691,20190815_MC1,spoT,1
64,7,0.0351264519,20190815_MC1,spoT,1
65,7,0.0330588417,20190815_MC1,spoT,1
66,7,0.0298854355,20190815_MC1,spoT,1
67,7,0.0287394386,20190815_MC1,spoT,1
68,7,0.0276750576,20190815_MC1,spoT,1
69,7,0.0247131756,20190815_MC1,spoT,1
70,7,0.0243426444,20190815_MC1,spoT,1
71,7,0.0239325506,20190815_MC1,spoT,1
72,7,0.0225368491,20190815_MC1,spoT,1
73,7,0.0222551692,20190815_MC1,spoT,1
74,7,0.0218124613,20190815_MC1,spoT,1
75,7,0.0209681106,20190815_MC1,spoT,1
76,7,0.0202729878,20190815_MC1,spoT,1
77,7,0.0219083243,20190815_MC1,spoT,1
78,7,0.0220831706,20190815_MC1,spoT,1
79,7,0.0232730596,20190815_MC1,spoT,1
80,7,0.0248445946,20190815_MC1,spoT,1
81,7,0.0267997033,20190815_MC1,spoT,1
82,7,0.0273292661,20190815_MC1,spoT,1
83,7,0.0291266054,20190815_MC1,spoT,1
84,7,0.028552625,20190815_MC1,spoT,1
85,7,0.028905527,20190815_MC1,spoT,1
86,7,0.0290018387,20190815_MC1,spoT,1
87,7,0.0296686498,20190815_MC1,spoT,1
88,7,0.0287767102,20190815_MC1,spoT,1
89,7,0.0273210224,20190815_MC1,spoT,1
90,7,0.0247090893,20190815_MC1,spoT,1
91,7,0.0232062184,20190815_MC1,spoT,1
92,7,0.0213675879,20190815_MC1,spoT,1
93,7,0.0201692946,20190815_MC1,spoT,1
94,7,0.0191688466,20190815_MC1,spoT,1
95,7,0.0169467026,20190815_MC1,spoT,1
0,8,0.0278868015,20190815_MC1,spoT,2
1,8,0.0258001526,20190815_MC1,spoT,2
2,8,0.0184743789,20190815_MC1,spoT,2
3,8,0.0165337676,20190815_MC1,spoT,2
4,8,0.0152105159,20190815_MC1,spoT,2
5,8,0.0159327657,20190815_MC1,spoT,2
6,8,0.0175966989,20190815_MC1,spoT,2
7,8,0.021446134,20190815_MC1,spoT,2
8,8,0.0231961176,20190815_MC1,spoT,2
9,8,0.0272367875,20190815_MC1,spoT,2
10,8,0.0268297679,20190815_MC1,spoT,2
11,8,0.0309666555,20190815_MC1,spoT,2
12,8,0.031898036,20190815_MC1,spoT,2
13,8,0.0344087333,20190815_MC1,spoT,2
14,8,0.0324978398,20190815_MC1,spoT,2
15,8,0.023117245,20190815_MC1,spoT,2
16,8,0.0225204609,20190815_MC1,spoT,2
17,8,0.0255699527,20190815_MC1,spoT,2
18,8,0.0282291046,20190815_MC1,spoT,2
19,8,0.0305376118,20190815_MC1,spoT,2
20,8,0.0375944406,20190815_MC1,spoT,2
21,8,0.0262480672,20190815_MC1,spoT,2
22,8,0.0275902999,20190815_MC1,spoT,2
23,8,0.0255442688,20190815_MC1,spoT,2
24,8,0.022191075,20190815_MC1,spoT,2
25,8,0.0166469923,20190815_MC1,spoT,2
26,8,0.0199160861,20190815_MC1,spoT,2
27,8,0.020082057,20190815_MC1,spoT,2
28,8,0.0241189234,20190815_MC1,spoT,2
29,8,0.0280947771,20190815_MC1,spoT,2
30,8,0.0275833212,20190815_MC1,spoT,2
31,8,0.0269704423,20190815_MC1,spoT,2
32,8,0.0281612902,20190815_MC1,spoT,2
33,8,0.0298102212,20190815_MC1,spoT,2
34,8,0.0310172538,20190815_MC1,spoT,2
35,8,0.0326448276,20190815_MC1,spoT,2
36,8,0.0328133518,20190815_MC1,spoT,2
37,8,0.0318829731,20190815_MC1,spoT,2
38,8,0.0363454734,20190815_MC1,spoT,2
39,8,0.038654756,20190815_MC1,spoT,2
40,8,0.0401067947,20190815_MC1,spoT,2
41,8,0.0382110899,20190815_MC1,spoT,2
42,8,0.0356379144,20190815_MC1,spoT,2
43,8,0.03155845,20190815_MC1,spoT,2
44,8,0.0323156067,20190815_MC1,spoT,2
45,8,0.029929888,20190815_MC1,spoT,2
46,8,0.0276856694,20190815_MC1,spoT,2
47,8,0.0253081547,20190815_MC1,spoT,2
48,8,0.0228441656,20190815_MC1,spoT,2
49,8,0.0187860123,20190815_MC1,spoT,2
50,8,0.0192355311,20190815_MC1,spoT,2
51,8,0.0190141737,20190815_MC1,spoT,2
52,8,0.0204568447,20190815_MC1,spoT,2
53,8,0.0232315856,20190815_MC1,spoT,2
54,8,0.028160706,20190815_MC1,spoT,2
55,8,0.0309562093,20190815_MC1,spoT,2
56,8,0.0327865389,20190815_MC1,spoT,2
57,8,0.0318618683,20190815_MC1,spoT,2
58,8,0.0327244212,20190815_MC1,spoT,2
59,8,0.0343631078,20190815_MC1,spoT,2
60,8,0.0353609342,20190815_MC1,spoT,2
61,8,0.0363703563,20190815_MC1,spoT,2
62,8,0.0360017908,20190815_MC1,spoT,2
63,8,0.0333892811,20190815_MC1,spoT,2
64,8,0.0314273958,20190815_MC1,spoT,2
65,8,0.0295058284,20190815_MC1,spoT,2
66,8,0.0268121179,20190815_MC1,spoT,2
67,8,0.0245747283,20190815_MC1,spoT,2
68,8,0.0217389409,20190815_MC1,spoT,2
69,8,0.0201537479,20190815_MC1,spoT,2
70,8,0.0198113794,20190815_MC1,spoT,2
71,8,0.0189913979,20190815_MC1,spoT,2
72,8,0.0186141181,20190815_MC1,spoT,2
73,8,0.0185951036,20190815_MC1,spoT,2
74,8,0.018981735,20190815_MC1,spoT,2
75,8,0.0199296618,20190815_MC1,spoT,2
76,8,0.0219262065,20190815_MC1,spoT,2
77,8,0.0238371841,20190815_MC1,spoT,2
78,8,0.0255725132,20190815_MC1,spoT,2
79,8,0.0276763782,20190815_MC1,spoT,2
80,8,0.0300787602,20190815_MC1,spoT,2
81,8,0.0313603168,20190815_MC1,spoT,2
82,8,0.0322757202,20190815_MC1,spoT,2
83,8,0.0323871195,20190815_MC1,spoT,2
84,8,0.0311141502,20190815_MC1,spoT,2
85,8,0.0303506237,20190815_MC1,spoT,2
86,8,0.0299619143,20190815_MC1,spoT,2
87,8,0.0288283404,20190815_MC1,spoT,2
88,8,0.0267857155,20190815_MC1,spoT,2
89,8,0.0242341146,20190815_MC1,spoT,2
90,8,0.0220790435,20190815_MC1,spoT,2
91,8,0.0204023768,20190815_MC1,spoT,2
92,8,0.0190205125,20190815_MC1,spoT,2
93,8,0.0173058416,20190815_MC1,spoT,2
94,8,0.0156484993,20190815_MC1,spoT,2
95,8,0.0132747199,20190815_MC1,spoT,2
0,1,0.0456726546,20190815_MC2,NT0,1
1,1,0.0466509054,20190815_MC2,NT0,1
2,1,0.0375350128,20190815_MC2,NT0,1
3,1,0.032047652,20190815_MC2,NT0,1
4,1,0.0241948051,20190815_MC2,NT0,1
5,1,0.0162749183,20190815_MC2,NT0,1
6,1,0.0124747216,20190815_MC2,NT0,1
7,1,0.0099724077,20190815_MC2,NT0,1
8,1,0.0061417311,20190815_MC2,NT0,1
9,1,0.0105485164,20190815_MC2,NT0,1
10,1,0.0164006579,20190815_MC2,NT0,1
11,1,0.0216826007,20190815_MC2,NT0,1
12,1,0.028305383,20190815_MC2,NT0,1
13,1,0.0315776656,20190815_MC2,NT0,1
14,1,0.0304524011,20190815_MC2,NT0,1
15,1,0.0272956948,20190815_MC2,NT0,1
16,1,0.0230369706,20190815_MC2,NT0,1
17,1,0.0223451838,20190815_MC2,NT0,1
18,1,0.0235783443,20190815_MC2,NT0,1
19,1,0.02463554,20190815_MC2,NT0,1
20,1,0.0242396949,20190815_MC2,NT0,1
21,1,0.0255268437,20190815_MC2,NT0,1
22,1,0.022644354,20190815_MC2,NT0,1
23,1,0.023658965,20190815_MC2,NT0,1
24,1,0.0266309187,20190815_MC2,NT0,1
25,1,0.0269588224,20190815_MC2,NT0,1
26,1,0.0224608998,20190815_MC2,NT0,1
27,1,0.0216750708,20190815_MC2,NT0,1
28,1,0.0199383708,20190815_MC2,NT0,1
29,1,0.0178715754,20190815_MC2,NT0,1
30,1,0.0169159146,20190815_MC2,NT0,1
31,1,0.016573406,20190815_MC2,NT0,1
32,1,0.0142948415,20190815_MC2,NT0,1
33,1,0.0171790726,20190815_MC2,NT0,1
34,1,0.0204297104,20190815_MC2,NT0,1
35,1,0.0224741076,20190815_MC2,NT0,1
36,1,0.0230757614,20190815_MC2,NT0,1
37,1,0.0241489596,20190815_MC2,NT0,1
38,1,0.0242636694,20190815_MC2,NT0,1
39,1,0.0280146923,20190815_MC2,NT0,1
40,1,0.0307503084,20190815_MC2,NT0,1
41,1,0.0322698644,20190815_MC2,NT0,1
42,1,0.0338103424,20190815_MC2,NT0,1
43,1,0.0357488223,20190815_MC2,NT0,1
44,1,0.0341230147,20190815_MC2,NT0,1
45,1,0.0333332434,20190815_MC2,NT0,1
46,1,0.0321815693,20190815_MC2,NT0,1
47,1,0.0288900588,20190815_MC2,NT0,1
48,1,0.0268896683,20190815_MC2,NT0,1
49,1,0.0269235964,20190815_MC2,NT0,1
50,1,0.0238640355,20190815_MC2,NT0,1
51,1,0.0214115447,20190815_MC2,NT0,1
52,1,0.019861056,20190815_MC2,NT0,1
53,1,0.0168870612,20190815_MC2,NT0,1
54,1,0.0171547139,20190815_MC2,NT0,1
55,1,0.0178690234,20190815_MC2,NT0,1
56,1,0.0175781624,20190815_MC2,NT0,1
57,1,0.0181414225,20190815_MC2,NT0,1
58,1,0.020215264,20190815_MC2,NT0,1
59,1,0.0203876805,20190815_MC2,NT0,1
60,1,0.0243169519,20190815_MC2,NT0,1
61,1,0.0267795785,20190815_MC2,NT0,1
62,1,0.0273982921,20190815_MC2,NT0,1
63,1,0.0290146575,20190815_MC2,NT0,1
64,1,0.02992408,20190815_MC2,NT0,1
65,1,0.0297692202,20190815_MC2,NT0,1
66,1,0.0308919132,20190815_MC2,NT0,1
67,1,0.0312109222,20190815_MC2,NT0,1
68,1,0.0302864793,20190815_MC2,NT0,1
69,1,0.029916141,20190815_MC2,NT0,1
70,1,0.0287721071,20190815_MC2,NT0,1
71,1,0.0268066318,20190815_MC2,NT0,1
72,1,0.0247299025,20190815_MC2,NT0,1
73,1,0.0220856713,20190815_MC2,NT0,1
74,1,0.019149294,20190815_MC2,NT0,1
75,1,0.0170254818,20190815_MC2,NT0,1
76,1,0.0161226299,20190815_MC2,NT0,1
77,1,0.0146235386,20190815_MC2,NT0,1
78,1,0.0134739981,20190815_MC2,NT0,1
79,1,0.0128081765,20190815_MC2,NT0,1
80,1,0.0127291296,20190815_MC2,NT0,1
81,1,0.0142749347,20190815_MC2,NT0,1
82,1,0.015931541,20190815_MC2,NT0,1
83,1,0.0188201048,20190815_MC2,NT0,1
84,1,0.0205468941,20190815_MC2,NT0,1
85,1,0.0213177924,20190815_MC2,NT0,1
86,1,0.0216937468,20190815_MC2,NT0,1
87,1,0.023762743,20190815_MC2,NT0,1
88,1,0.0236303781,20190815_MC2,NT0,1
89,1,0.0244306532,20190815_MC2,NT0,1
90,1,0.0251082695,20190815_MC2,NT0,1
91,1,0.0249000302,20190815_MC2,NT0,1
92,1,0.0228031856,20190815_MC2,NT0,1
93,1,0.0226255102,20190815_MC2,NT0,1
94,1,0.0209426162,20190815_MC2,NT0,1
95,1,0.019066717,20190815_MC2,NT0,1
0,2,0.0358196058,20190815_MC2,NT0,2
1,2,0.0431485796,20190815_MC2,NT0,2
2,2,0.03851018,20190815_MC2,NT0,2
3,2,0.0350478462,20190815_MC2,NT0,2
4,2,0.0298718646,20190815_MC2,NT0,2
5,2,0.0274993654,20190815_MC2,NT0,2
6,2,0.0203197551,20190815_MC2,NT0,2
7,2,0.0181894733,20190815_MC2,NT0,2
8,2,0.0175309943,20190815_MC2,NT0,2
9,2,0.0187071147,20190815_MC2,NT0,2
10,2,0.0165361079,20190815_MC2,NT0,2
11,2,0.0176818597,20190815_MC2,NT0,2
12,2,0.016999079,20190815_MC2,NT0,2
13,2,0.0189536071,20190815_MC2,NT0,2
14,2,0.0215634663,20190815_MC2,NT0,2
15,2,0.0229080788,20190815_MC2,NT0,2
16,2,0.0207945325,20190815_MC2,NT0,2
17,2,0.0233318916,20190815_MC2,NT0,2
18,2,0.0262533407,20190815_MC2,NT0,2
19,2,0.0270846648,20190815_MC2,NT0,2
20,2,0.0282897427,20190815_MC2,NT0,2
21,2,0.0273516567,20190815_MC2,NT0,2
22,2,0.024385402,20190815_MC2,NT0,2
23,2,0.0248521007,20190815_MC2,NT0,2
24,2,0.025820682,20190815_MC2,NT0,2
25,2,0.0230026419,20190815_MC2,NT0,2
26,2,0.0220132225,20190815_MC2,NT0,2
27,2,0.0195612454,20190815_MC2,NT0,2
28,2,0.0193883288,20190815_MC2,NT0,2
29,2,0.0189978387,20190815_MC2,NT0,2
30,2,0.0197308655,20190815_MC2,NT0,2
31,2,0.018530682,20190815_MC2,NT0,2
32,2,0.017206382,20190815_MC2,NT0,2
33,2,0.0147390706,20190815_MC2,NT0,2
34,2,0.0124629604,20190815_MC2,NT0,2
35,2,0.0154580653,20190815_MC2,NT0,2
36,2,0.0200469753,20190815_MC2,NT0,2
37,2,0.0233975044,20190815_MC2,NT0,2
38,2,0.0276744415,20190815_MC2,NT0,2
39,2,0.0304775923,20190815_MC2,NT0,2
40,2,0.0303319038,20190815_MC2,NT0,2
41,2,0.0337254109,20190815_MC2,NT0,2
42,2,0.0341489131,20190815_MC2,NT0,2
43,2,0.0355423073,20190815_MC2,NT0,2
44,2,0.0343854602,20190815_MC2,NT0,2
45,2,0.0336772753,20190815_MC2,NT0,2
46,2,0.034313212,20190815_MC2,NT0,2
47,2,0.0334379572,20190815_MC2,NT0,2
48,2,0.0307018531,20190815_MC2,NT0,2
49,2,0.0283704144,20190815_MC2,NT0,2
50,2,0.0233851976,20190815_MC2,NT0,2
51,2,0.0206468973,20190815_MC2,NT0,2
52,2,0.0198106264,20190815_MC2,NT0,2
53,2,0.0179266686,20190815_MC2,NT0,2
54,2,0.0194435937,20190815_MC2,NT0,2
55,2,0.0193027573,20190815_MC2,NT0,2
56,2,0.017120876,20190815_MC2,NT0,2
57,2,0.0178759946,20190815_MC2,NT0,2
58,2,0.0200965535,20190815_MC2,NT0,2
59,2,0.0210861296,20190815_MC2,NT0,2
60,2,0.0227484094,20190815_MC2,NT0,2
61,2,0.025532804,20190815_MC2,NT0,2
62,2,0.0282854382,20190815_MC2,NT0,2
63,2,0.0312113324,20190815_MC2,NT0,2
64,2,0.0333020391,20190815_MC2,NT0,2
65,2,0.0339960008,20190815_MC2,NT0,2
66,2,0.0333539486,20190815_MC2,NT0,2
67,2,0.032118715,20190815_MC2,NT0,2
68,2,0.0326735721,20190815_MC2,NT0,2
69,2,0.0312494865,20190815_MC2,NT0,2
70,2,0.029936499,20190815_MC2,NT0,2
71,2,0.0277715321,20190815_MC2,NT0,2
72,2,0.0257802754,20190815_MC2,NT0,2
73,2,0.0233946647,20190815_MC2,NT0,2
74,2,0.0215568065,20190815_MC2,NT0,2
75,2,0.019304033,20190815_MC2,NT0,2
76,2,0.0175282369,20190815_MC2,NT0,2
77,2,0.0154001838,20190815_MC2,NT0,2
78,2,0.0142033771,20190815_MC2,NT0,2
79,2,0.014131496,20190815_MC2,NT0,2
80,2,0.0141432117,20190815_MC2,NT0,2
81,2,0.014704711,20190815_MC2,NT0,2
82,2,0.0160700648,20190815_MC2,NT0,2
83,2,0.0170122937,20190815_MC2,NT0,2
84,2,0.0193915869,20190815_MC2,NT0,2
85,2,0.0221107903,20190815_MC2,NT0,2
86,2,0.0242706038,20190815_MC2,NT0,2
87,2,0.0256801228,20190815_MC2,NT0,2
88,2,0.0273115405,20190815_MC2,NT0,2
89,2,0.027241477,20190815_MC2,NT0,2
90,2,0.0280714667,20190815_MC2,NT0,2
91,2,0.0283302956,20190815_MC2,NT0,2
92,2,0.0275233372,20190815_MC2,NT0,2
93,2,0.0266473682,20190815_MC2,NT0,2
94,2,0.0256888713,20190815_MC2,NT0,2
95,2,0.0217904036,20190815_MC2,NT0,2
0,3,0.0900404881,20190815_MC2,ilvA,1
1,3,0.0521824295,20190815_MC2,ilvA,1
2,3,0.0414550708,20190815_MC2,ilvA,1
3,3,0.0344749011,20190815_MC2,ilvA,1
4,3,0.0282623628,20190815_MC2,ilvA,1
5,3,0.0262223696,20190815_MC2,ilvA,1
6,3,0.0274895192,20190815_MC2,ilvA,1
7,3,0.0299780297,20190815_MC2,ilvA,1
8,3,0.0304852225,20190815_MC2,ilvA,1
9,3,0.0313966622,20190815_MC2,ilvA,1
10,3,0.0308642629,20190815_MC2,ilvA,1
11,3,0.0309221713,20190815_MC2,ilvA,1
12,3,0.0398128398,20190815_MC2,ilvA,1
13,3,0.0460735027,20190815_MC2,ilvA,1
14,3,0.050029491,20190815_MC2,ilvA,1
15,3,0.0515139727,20190815_MC2,ilvA,1
16,3,0.0491164428,20190815_MC2,ilvA,1
17,3,0.0446694421,20190815_MC2,ilvA,1
18,3,0.0461655611,20190815_MC2,ilvA,1
19,3,0.0468163834,20190815_MC2,ilvA,1
20,3,0.0471349249,20190815_MC2,ilvA,1
21,3,0.0459168579,20190815_MC2,ilvA,1
22,3,0.0426447215,20190815_MC2,ilvA,1
23,3,0.040383594,20190815_MC2,ilvA,1
24,3,0.0375489757,20190815_MC2,ilvA,1
25,3,0.0356651422,20190815_MC2,ilvA,1
26,3,0.0348661116,20190815_MC2,ilvA,1
27,3,0.0338565712,20190815_MC2,ilvA,1
28,3,0.0328647669,20190815_MC2,ilvA,1
29,3,0.0324602976,20190815_MC2,ilvA,1
30,3,0.0315953536,20190815_MC2,ilvA,1
31,3,0.0319757079,20190815_MC2,ilvA,1
32,3,0.031960923,20190815_MC2,ilvA,1
33,3,0.0330278763,20190815_MC2,ilvA,1
34,3,0.0336296246,20190815_MC2,ilvA,1
35,3,0.0350500828,20190815_MC2,ilvA,1
36,3,0.0354404949,20190815_MC2,ilvA,1
37,3,0.0366662693,20190815_MC2,ilvA,1
38,3,0.0371664149,20190815_MC2,ilvA,1
39,3,0.0373240845,20190815_MC2,ilvA,1
40,3,0.0373781823,20190815_MC2,ilvA,1
41,3,0.0374840981,20190815_MC2,ilvA,1
42,3,0.0370008844,20190815_MC2,ilvA,1
43,3,0.0361187191,20190815_MC2,ilvA,1
44,3,0.0348749744,20190815_MC2,ilvA,1
45,3,0.0330819407,20190815_MC2,ilvA,1
46,3,0.0313942496,20190815_MC2,ilvA,1
47,3,0.0297676308,20190815_MC2,ilvA,1
48,3,0.0286926098,20190815_MC2,ilvA,1
49,3,0.0275302478,20190815_MC2,ilvA,1
50,3,0.0263502142,20190815_MC2,ilvA,1
51,3,0.0253209709,20190815_MC2,ilvA,1
52,3,0.0247195575,20190815_MC2,ilvA,1
53,3,0.0241357914,20190815_MC2,ilvA,1
54,3,0.0237636604,20190815_MC2,ilvA,1
55,3,0.0235344762,20190815_MC2,ilvA,1
56,3,0.0237920686,20190815_MC2,ilvA,1
57,3,0.0243580279,20190815_MC2,ilvA,1
58,3,0.0254244841,20190815_MC2,ilvA,1
59,3,0.0268263922,20190815_MC2,ilvA,1
60,3,0.0281437658,20190815_MC2,ilvA,1
61,3,0.0287933571,20190815_MC2,ilvA,1
62,3,0.0292397294,20190815_MC2,ilvA,1
63,3,0.0293702265,20190815_MC2,ilvA,1
64,3,0.0291651434,20190815_MC2,ilvA,1
65,3,0.0287844374,20190815_MC2,ilvA,1
66,3,0.0282899754,20190815_MC2,ilvA,1
67,3,0.0274745093,20190815_MC2,ilvA,1
68,3,0.026538581,20190815_MC2,ilvA,1
69,3,0.025214688,20190815_MC2,ilvA,1
70,3,0.0237546708,20190815_MC2,ilvA,1
71,3,0.0224641056,20190815_MC2,ilvA,1
72,3,0.0211243887,20190815_MC2,ilvA,1
73,3,0.020058657,20190815_MC2,ilvA,1
74,3,0.0193662647,20190815_MC2,ilvA,1
75,3,0.0187772412,20190815_MC2,ilvA,1
76,3,0.0183216948,20190815_MC2,ilvA,1
77,3,0.0182007277,20190815_MC2,ilvA,1
78,3,0.0181230288,20190815_MC2,ilvA,1
79,3,0.0182234533,20190815_MC2,ilvA,1
80,3,0.0186426456,20190815_MC2,ilvA,1
81,3,0.0192676446,20190815_MC2,ilvA,1
82,3,0.0200751452,20190815_MC2,ilvA,1
83,3,0.0209175612,20190815_MC2,ilvA,1
84,3,0.0221665576,20190815_MC2,ilvA,1
85,3,0.0244817295,20190815_MC2,ilvA,1
86,3,0.0301846972,20190815_MC2,ilvA,1
87,3,0.0331986333,20190815_MC2,ilvA,1
88,3,0.0335291583,20190815_MC2,ilvA,1
89,3,0.0308232185,20190815_MC2,ilvA,1
90,3,0.0229139868,20190815_MC2,ilvA,1
91,3,0.0142943161,20190815_MC2,ilvA,1
92,3,0.0115766108,20190815_MC2,ilvA,1
93,3,0.0107421807,20190815_MC2,ilvA,1
94,3,0.0120453652,20190815_MC2,ilvA,1
95,3,0.014210555,20190815_MC2,ilvA,1
0,4,0.04839515,20190815_MC2,ilvA,2
1,4,0.0501776642,20190815_MC2,ilvA,2
2,4,0.0425472391,20190815_MC2,ilvA,2
3,4,0.0382808107,20190815_MC2,ilvA,2
4,4,0.0347577403,20190815_MC2,ilvA,2
5,4,0.0328774793,20190815_MC2,ilvA,2
6,4,0.0318875774,20190815_MC2,ilvA,2
7,4,0.0304732681,20190815_MC2,ilvA,2
8,4,0.0289220023,20190815_MC2,ilvA,2
9,4,0.0288268401,20190815_MC2,ilvA,2
10,4,0.0290285154,20190815_MC2,ilvA,2
11,4,0.0297403488,20190815_MC2,ilvA,2
12,4,0.0300280022,20190815_MC2,ilvA,2
13,4,0.0302024799,20190815_MC2,ilvA,2
14,4,0.0303748134,20190815_MC2,ilvA,2
15,4,0.030501116,20190815_MC2,ilvA,2
16,4,0.0301519661,20190815_MC2,ilvA,2
17,4,0.0290784937,20190815_MC2,ilvA,2
18,4,0.0278549998,20190815_MC2,ilvA,2
19,4,0.0269937816,20190815_MC2,ilvA,2
20,4,0.0261733104,20190815_MC2,ilvA,2
21,4,0.0245317806,20190815_MC2,ilvA,2
22,4,0.0225971379,20190815_MC2,ilvA,2
23,4,0.0200404264,20190815_MC2,ilvA,2
24,4,0.016560284,20190815_MC2,ilvA,2
25,4,0.0144829288,20190815_MC2,ilvA,2
26,4,0.012221274,20190815_MC2,ilvA,2
27,4,0.0096169042,20190815_MC2,ilvA,2
28,4,0.0075510726,20190815_MC2,ilvA,2
29,4,0.0062942038,20190815_MC2,ilvA,2
30,4,0.004700957,20190815_MC2,ilvA,2
31,4,0.0045313334,20190815_MC2,ilvA,2
32,4,0.0050572442,20190815_MC2,ilvA,2
33,4,0.0058707429,20190815_MC2,ilvA,2
34,4,0.0069946243,20190815_MC2,ilvA,2
35,4,0.0082805335,20190815_MC2,ilvA,2
36,4,0.0092302136,20190815_MC2,ilvA,2
37,4,0.0108408828,20190815_MC2,ilvA,2
38,4,0.0129211606,20190815_MC2,ilvA,2
39,4,0.0156160347,20190815_MC2,ilvA,2
40,4,0.0175939042,20190815_MC2,ilvA,2
41,4,0.0195248098,20190815_MC2,ilvA,2
42,4,0.0211387461,20190815_MC2,ilvA,2
43,4,0.0219384566,20190815_MC2,ilvA,2
44,4,0.0223126648,20190815_MC2,ilvA,2
45,4,0.0229610236,20190815_MC2,ilvA,2
46,4,0.0229989041,20190815_MC2,ilvA,2
47,4,0.0222080481,20190815_MC2,ilvA,2
48,4,0.0215438092,20190815_MC2,ilvA,2
49,4,0.0207765996,20190815_MC2,ilvA,2
50,4,0.0197678837,20190815_MC2,ilvA,2
51,4,0.01865286,20190815_MC2,ilvA,2
