batchtime_h,channel_id,value,cultivation,strain,replicate
27,8,0.0270199757,20190826_MC4,slr2070,2
28,8,0.0278460042,20190826_MC4,slr2070,2
29,8,0.0273879716,20190826_MC4,slr2070,2
30,8,0.0281757611,20190826_MC4,slr2070,2
31,8,0.0281805925,20190826_MC4,slr2070,2
32,8,0.0283166619,20190826_MC4,slr2070,2
33,8,0.0285693593,20190826_MC4,slr2070,2
34,8,0.0292853417,20190826_MC4,slr2070,2
35,8,0.0280752333,20190826_MC4,slr2070,2
36,8,0.0281042403,20190826_MC4,slr2070,2
37,8,0.0284919579,20190826_MC4,slr2070,2
38,8,0.0283588947,20190826_MC4,slr2070,2
39,8,0.0287194984,20190826_MC4,slr2070,2
40,8,0.0288053894,20190826_MC4,slr2070,2
41,8,0.0279388644,20190826_MC4,slr2070,2
42,8,0.026574419,20190826_MC4,slr2070,2
43,8,0.0259296676,20190826_MC4,slr2070,2
44,8,0.024711304,20190826_MC4,slr2070,2
45,8,0.024719197,20190826_MC4,slr2070,2
46,8,0.0252057998,20190826_MC4,slr2070,2
47,8,0.0256038243,20190826_MC4,slr2070,2
48,8,0.025355156,20190826_MC4,slr2070,2
49,8,0.0251980112,20190826_MC4,slr2070,2
50,8,0.0236060221,20190826_MC4,slr2070,2
51,8,0.0236856108,20190826_MC4,slr2070,2
52,8,0.0250046441,20190826_MC4,slr2070,2
53,8,0.0261095275,20190826_MC4,slr2070,2
54,8,0.0275053631,20190826_MC4,slr2070,2
55,8,0.0290013723,20190826_MC4,slr2070,2
56,8,0.0291985893,20190826_MC4,slr2070,2
57,8,0.0288284822,20190826_MC4,slr2070,2
58,8,0.0293028325,20190826_MC4,slr2070,2
59,8,0.0287489395,20190826_MC4,slr2070,2
60,8,0.028121831,20190826_MC4,slr2070,2
61,8,0.0282688729,20190826_MC4,slr2070,2
62,8,0.0275614778,20190826_MC4,slr2070,2
63,8,0.0266828277,20190826_MC4,slr2070,2
64,8,0.0264313501,20190826_MC4,slr2070,2
65,8,0.0258469369,20190826_MC4,slr2070,2
66,8,0.0247800125,20190826_MC4,slr2070,2
67,8,0.0243552965,20190826_MC4,slr2070,2
68,8,0.0227983199,20190826_MC4,slr2070,2
69,8,0.0221539925,20190826_MC4,slr2070,2
70,8,0.0222460462,20190826_MC4,slr2070,2
71,8,0.0225109778,20190826_MC4,slr2070,2
72,8,0.0229209545,20190826_MC4,slr2070,2
73,8,0.0230190699,20190826_MC4,slr2070,2
74,8,0.0228253937,20190826_MC4,slr2070,2
75,8,0.0237122417,20190826_MC4,slr2070,2
76,8,0.024560458,20190826_MC4,slr2070,2
77,8,0.0249039518,20190826_MC4,slr2070,2
78,8,0.0255661936,20190826_MC4,slr2070,2
79,8,0.0258158167,20190826_MC4,slr2070,2
80,8,0.0253089801,20190826_MC4,slr2070,2
81,8,0.0256679333,20190826_MC4,slr2070,2
82,8,0.0257708557,20190826_MC4,slr2070,2
83,8,0.025288853,20190826_MC4,slr2070,2
84,8,0.0250705723,20190826_MC4,slr2070,2
85,8,0.0247006172,20190826_MC4,slr2070,2
86,8,0.024139384,20190826_MC4,slr2070,2
87,8,0.0231517409,20190826_MC4,slr2070,2
88,8,0.0220323641,20190826_MC4,slr2070,2
89,8,0.0210955637,20190826_MC4,slr2070,2
90,8,0.0208696288,20190826_MC4,slr2070,2
91,8,0.0205365405,20190826_MC4,slr2070,2
92,8,0.0201086867,20190826_MC4,slr2070,2
93,8,0.0199224707,20190826_MC4,slr2070,2
94,8,0.0191614748,20190826_MC4,slr2070,2
95,8,0.0173542947,20190826_MC4,slr2070,2
