sgRNA	readcount	timepoint	induction	sample
Entry1639_9	209	12d	i	1
Entry1603_62	163	12d	i	1
sll1549_14	142	12d	i	1
cyaA_46	276	12d	i	1
clpP4_30	8	12d	i	1
sll0749_37	130	12d	i	1
ggtA_213	7	12d	i	1
sll1138_56	375	12d	i	1
slr0104_37	612	12d	i	1
sll1447_78	207	12d	i	1
Entry974_1	2	12d	i	1
slr6034_37	630	12d	i	1
Entry1122_63	137	12d	i	1
sll1681_6	187	12d	i	1
sppA2_10	58	12d	i	1
slr0912_134	384	12d	i	1
slr1253_10	7	12d	i	1
Entry1569_43	564	12d	i	1
slr0263_136	3	12d	i	1
ssr7072_111	199	12d	i	1
sll1004_40	18	12d	i	1
Entry1141_104	3	12d	i	1
ssr1176_63	129	12d	i	1
Entry164_12	197	12d	i	1
slr1572_53	526	12d	i	1
Entry1243_32	220	12d	i	1
slr1024_78	221	12d	i	1
aspC2_10	18	12d	i	1
Entry1302_21	2	12d	i	1
cyp2_33	2	12d	i	1
rfbJ_45	558	12d	i	1
sll1267_36	97	12d	i	1
sll1344_50	270	12d	i	1
slr0784_92	11	12d	i	1
gcvT_14	19	12d	i	1
slr1400_36	246	12d	i	1
Entry819_35	148	12d	i	1
Entry396_28	427	12d	i	1
Entry1645_113	42	12d	i	1
gltX_8	41	12d	i	1
Entry38_55	61	12d	i	1
rnc2_13	252	12d	i	1
Entry17_2	316	12d	i	1
Entry1578_9	108	12d	i	1
slr1537_12	89	12d	i	1
Entry830_50	142	12d	i	1
gpmB_19	2	12d	i	1
slr0904_94	389	12d	i	1
slr0612_73	314	12d	i	1
sll1442_20	316	12d	i	1
Entry58_7	156	12d	i	1
Entry1597_30	268	12d	i	1
rfbB3_62	307	12d	i	1
slr1107_49	4	12d	i	1
Entry194_48	10	12d	i	1
Entry818_20	150	12d	i	1
Entry242_40	242	12d	i	1
slr7068_65	60	12d	i	1
slr1579_61	6	12d	i	1
Entry869_18	284	12d	i	1
Entry1301_4	147	12d	i	1
ilvC_45	1	12d	i	1
phoA_70	10	12d	i	1
slr2011_112	342	12d	i	1
slr0230_134	500	12d	i	1
sll7089_35	19	12d	i	1
ssl7007_72	460	12d	i	1
Entry952_42	7	12d	i	1
sll1411_100	134	12d	i	1
slr0945_46	66	12d	i	1
sll1925_92	323	12d	i	1
slr0383_23	158	12d	i	1
fbp2_24	372	12d	i	1
ssl2595_92	231	12d	i	1
slr1618_144	327	12d	i	1
sll1250_47	364	12d	i	1
nylA_151	286	12d	i	1
Entry1247_61	38	12d	i	1
Entry496_68	406	12d	i	1
Entry1905_3	248	12d	i	1
Entry1762_91	227	12d	i	1
ycf45_32	4	12d	i	1
xerC_38	80	12d	i	1
slr0732_6	2	12d	i	1
sll0779_34	300	12d	i	1
Entry973_56	310	12d	i	1
sll0177_13	167	12d	i	1
Entry1531_22	422	12d	i	1
rnd_3	133	12d	i	1
slr0980_191	469	12d	i	1
ssr3129_39	210	12d	i	1
Entry861_39	196	12d	i	1
slr7100_44	247	12d	i	1
alaS_4	8	12d	i	1
Entry673_3	202	12d	i	1
Entry1744_159	174	12d	i	1
sll5084_296	59	12d	i	1
Entry1179_43	19	12d	i	1
slr1647_10	578	12d	i	1
dacB2_179	208	12d	i	1
slr1485_26	8	12d	i	1
slr1052_127	721	12d	i	1
ssl6092_160	383	12d	i	1
slr0151_52	1039	12d	i	1
vapC2_9	100	12d	i	1
slr1937_211	86	12d	i	1
ndbC_50	215	12d	i	1
slr6094_236	333	12d	i	1
Entry1546_89	16	12d	i	1
slr8046_211	86	12d	i	1
hisA_68	17	12d	i	1
sll1961_21	409	12d	i	1
Entry151_1	345	12d	i	1
slr1547_66	7	12d	i	1
Entry1534_10	180	12d	i	1
Entry1957_21	960	12d	i	1
hemF_45	7	12d	i	1
sll7085_24	147	12d	i	1
sll0860_52	141	12d	i	1
ntcB_124	4	12d	i	1
sll0043_10	245	12d	i	1
ssl1707_5	48	12d	i	1
slr1421_62	172	12d	i	1
psbB_35	9	12d	i	1
sll0265_30	480	12d	i	1
slr6008_59	794	12d	i	1
slr0347_25	126	12d	i	1
rfbW2_43	7	12d	i	1
Entry2116_52	7	12d	i	1
sll0990_7	448	12d	i	1
slr0317_31	3	12d	i	1
deoC_23	11	12d	i	1
sll7087_25	213	12d	i	1
ksgA_12	143	12d	i	1
slr0350_212	1226	12d	i	1
Entry1417_1	49	12d	i	1
Entry643_42	122	12d	i	1
sll1155_19	4	12d	i	1
Entry1417_2	5	12d	i	1
nth_77	470	12d	i	1
Entry1827_1	13	12d	i	1
Entry1779_1	254	12d	i	1
Entry1661_43	60	12d	i	1
Entry802_2	642	12d	i	1
sll0744_13	4	12d	i	1
Entry588_6	261	12d	i	1
Entry866_24	324	12d	i	1
acs_23	838	12d	i	1
sll1049_67	3	12d	i	1
slr0971_37	146	12d	i	1
ndhA_124	17	12d	i	1
Entry653_38	3	12d	i	1
sll1157_17	14	12d	i	1
Entry192_41	181	12d	i	1
Entry708_0	61	12d	i	1
slr1063_4	348	12d	i	1
slr8030_56	4	12d	i	1
slr0400_36	74	12d	i	1
prlC_49	761	12d	i	1
Entry549_0	12	12d	i	1
Entry490_5	142	12d	i	1
nusB_3	145	12d	i	1
slr6044_14	324	12d	i	1
sll5132_156	16	12d	i	1
Entry1946_86	86	12d	i	1
Entry910_31	8	12d	i	1
sll5032_76	240	12d	i	1
slr0818_49	166	12d	i	1
slr1938_84	98	12d	i	1
Entry1139_29	382	12d	i	1
Entry1755_102	4	12d	i	1
Entry1172_35	148	12d	i	1
sll0242_115	13	12d	i	1
slr5017_28	4	12d	i	1
sll1213_43	2	12d	i	1
Entry764_28	4	12d	i	1
Entry1766_35	5	12d	i	1
slr1737_12	174	12d	i	1
sll0833_32	641	12d	i	1
Entry1895_86	6	12d	i	1
Entry1973_94	339	12d	i	1
sll1384_50	296	12d	i	1
slr1586_34	9	12d	i	1
slr1097_7	19	12d	i	1
Entry1952_40	10	12d	i	1
cysQ_21	74	12d	i	1
sll1785_123	697	12d	i	1
sll1675_4	84	12d	i	1
slr0519_21	10	12d	i	1
Entry2015_79	124	12d	i	1
Entry926_8	41	12d	i	1
Entry1445_8	119	12d	i	1
ccmK5_29	11	12d	i	1
mrcA_7	18	12d	i	1
fus3_22	4	12d	i	1
slr0262_112	40	12d	i	1
Entry1865_5	9	12d	i	1
slr1302_3	49	12d	i	1
sll0659_54	9	12d	i	1
Entry513_21	54	12d	i	1
guaB_70	1	12d	i	1
tyrS_103	172	12d	i	1
Entry430_38	23	12d	i	1
Entry1473_21	316	12d	i	1
sll1892_28	134	12d	i	1
slr0468_8	109	12d	i	1
Entry118_52	346	12d	i	1
slr0616_144	146	12d	i	1
purM_53	249	12d	i	1
Entry92_41	218	12d	i	1
sll0687_83	288	12d	i	1
Entry1760_77	222	12d	i	1
hofG_55	423	12d	i	1
slr1278_29	1	12d	i	1
sll0201_211	86	12d	i	1
slr1787_27	28	12d	i	1
slr0530_10	123	12d	i	1
slr1638_112	30	12d	i	1
ssl7048_52	238	12d	i	1
Entry106_27	75	12d	i	1
sll1353_200	17	12d	i	1
sll1062_64	134	12d	i	1
Entry501_59	181	12d	i	1
Entry1810_53	34	12d	i	1
Entry1835_85	7	12d	i	1
Entry1017_32	433	12d	i	1
Entry1108_2	3	12d	i	1
Entry409_6	158	12d	i	1
slr1063_18	163	12d	i	1
Entry784_43	2	12d	i	1
psbV_85	3	12d	i	1
slr0006_70	157	12d	i	1
rps16_11	32	12d	i	1
slr0265_212	1434	12d	i	1
Entry1520_88	19	12d	i	1
Entry1920_131	17	12d	i	1
Entry598_62	360	12d	i	1
ureE_34	173	12d	i	1
slr0610_118	4	12d	i	1
sll0540_49	49	12d	i	1
slr1624_39	177	12d	i	1
Entry993_64	151	12d	i	1
Entry186_61	451	12d	i	1
sll7009_41	268	12d	i	1
ssr8013_42	6	12d	i	1
ycf39_2_65	723	12d	i	1
ssl2733_30	411	12d	i	1
dapF_23	11	12d	i	1
Entry1817_102	14	12d	i	1
Entry1817_103	37	12d	i	1
sll5042_13	201	12d	i	1
Entry495_73	104	12d	i	1
slr7041_10	11	12d	i	1
Entry1046_26	262	12d	i	1
slr0626_9	30	12d	i	1
Entry1510_24	140	12d	i	1
slr0509_27	209	12d	i	1
slr0039_43	5	12d	i	1
int_31	147	12d	i	1
morR_4	488	12d	i	2
slr0149_9	310	12d	i	2
slr1732_16	579	12d	i	2
slr1222_35	459	12d	i	2
Entry1551_57	222	12d	i	2
ruvB_16	294	12d	i	2
Entry1_40	707	12d	i	2
sll1716_212	1717	12d	i	2
Entry1134_42	719	12d	i	2
Entry1873_23	772	12d	i	2
sll8020_22	440	12d	i	2
pma1_29	509	12d	i	2
Entry410_75	4	12d	i	2
sll0872_118	440	12d	i	2
slr1464_29	209	12d	i	2
slr0023_27	4	12d	i	2
Entry2106_51	8	12d	i	2
Entry1887_32	50	12d	i	2
Entry1887_33	22	12d	i	2
ppsA_25	232	12d	i	2
Entry235_51	817	12d	i	2
Entry536_46	8	12d	i	2
Entry896_27	132	12d	i	2
slr0505_68	157	12d	i	2
slr1194_13	144	12d	i	2
slr1104_101	6	12d	i	2
ssl2162_7	609	12d	i	2
slr1075_134	4117	12d	i	2
apcF_59	11	12d	i	2
Entry1220_22	4	12d	i	2
sll0424_34	15	12d	i	2
Entry2115_5	8	12d	i	2
sll1880_52	8	12d	i	2
Entry2084_8	101	12d	i	2
cynS_142	148	12d	i	2
slr1071_54	143	12d	i	2
Entry1632_1	2	12d	i	2
Entry511_37	306	12d	i	2
sll0154_5	1	12d	i	2
ssr3465_37	252	12d	i	2
slr1503_26	108	12d	i	2
Entry202_66	79	12d	i	2
Entry398_23	343	12d	i	2
sll1330_35	166	12d	i	2
cmpB_4	25	12d	i	2
yefA_79	430	12d	i	2
sll1654_98	183	12d	i	2
ndbA_7	82	12d	i	2
moeA_64	3	12d	i	2
sll0669_50	19	12d	i	2
slr2006_131	13	12d	i	2
sll1052_61	282	12d	i	2
ndhF_43	17	12d	i	2
smpB_250	286	12d	i	2
ssl2138_17	76	12d	i	2
ssr6026_5	22	12d	i	2
Entry1255_40	286	12d	i	2
Entry125_33	3	12d	i	2
Entry1621_73	9	12d	i	2
menD_31	18	12d	i	2
ssr6062_81	241	12d	i	2
slr6040_335	169	12d	i	2
sll1673_59	235	12d	i	2
slr0583_64	147	12d	i	2
slr0230_97	185	12d	i	2
sll1334_149	5	12d	i	2
rpiA_19	57	12d	i	2
sll1965_76	223	12d	i	2
slr7094_34	9	12d	i	2
ssl5114_23	304	12d	i	2
Entry1113_32	194	12d	i	2
dnaN_64	489	12d	i	2
slr0356_153	7	12d	i	2
Entry1198_28	2	12d	i	2
Entry1888_38	50	12d	i	2
sll1664_44	1	12d	i	2
accB_46	5	12d	i	2
pepP_6	28	12d	i	2
Entry218_29	149	12d	i	2
slr0238_88	341	12d	i	2
rbcR_61	608	12d	i	2
Entry202_4	9	12d	i	2
slr1902_118	158	12d	i	2
slr1520_88	6	12d	i	2
rfbD2_86	950	12d	i	2
sll1268_11	178	12d	i	2
Entry406_69	9	12d	i	2
slr0780_9	375	12d	i	2
sll1407_138	560	12d	i	2
Entry861_6	1	12d	i	2
sll1780_48	92	12d	i	2
sll0843_58	248	12d	i	2
Entry245_34	76	12d	i	2
Entry2092_38	198	12d	i	2
ssr1766_74	12	12d	i	2
ackA_8	269	12d	i	2
Entry1194_6	12	12d	i	2
Entry1518_69	677	12d	i	2
msrA_34	293	12d	i	2
Entry1747_30	3	12d	i	2
sll1304_11	97	12d	i	2
Entry1308_35	420	12d	i	2
Entry1912_59	308	12d	i	2
Entry2030_65	4	12d	i	2
Entry755_47	202	12d	i	2
menD_17	54	12d	i	2
Entry422_35	4	12d	i	2
sll0797_143	324	12d	i	2
Entry1625_21	65	12d	i	2
Entry788_101	324	12d	i	2
Entry268_41	60	12d	i	2
hoxF_139	162	12d	i	2
Entry1879_104	4	12d	i	2
ho1_19	1	12d	i	2
ssl5114_7	71	12d	i	2
Entry1878_21	1047	12d	i	2
Entry1169_57	4	12d	i	2
Entry1030_14	2	12d	i	2
Entry167_20	39	12d	i	2
ssr2016_62	24	12d	i	2
ssr2439_32	419	12d	i	2
slr5040_74	1717	12d	i	2
Entry1281_31	12	12d	i	2
Entry1359_47	195	12d	i	2
sll1485_27	184	12d	i	2
ssl1918_80	122	12d	i	2
ycf34_20	411	12d	i	2
psaK_22	24	12d	i	2
Entry553_34	25	12d	i	2
Entry1539_41	274	12d	i	2
sll1033_14	181	12d	i	2
sll5033_125	285	12d	i	2
ssr2723_59	266	12d	i	2
Entry801_55	130	12d	i	2
bfr_137	2	12d	i	2
Entry2010_38	163	12d	i	2
slr1928_80	238	12d	i	2
slr0517_12	104	12d	i	2
Entry446_20	83	12d	i	2
sll1663_62	312	12d	i	2
slr0280_5	527	12d	i	2
serA_43	1	12d	i	2
Entry1553_53	2	12d	i	2
slr1866_95	1	12d	i	2
Entry178_50	95	12d	i	2
uvrA_20	202	12d	i	2
Entry1665_5	263	12d	i	2
slr1450_61	11	12d	i	2
sll1147_114	261	12d	i	2
Entry1456_31	14	12d	i	2
sll8004_30	2	12d	i	2
sll0676_37	423	12d	i	2
rne_82	152	12d	i	2
slr7059_23	351	12d	i	2
Entry1595_26	188	12d	i	2
Entry734_47	11	12d	i	2
slr1079_44	45	12d	i	2
sll1848_39	11	12d	i	2
sll0912_127	90	12d	i	2
slr1736_31	2	12d	i	2
Entry472_0	145	12d	i	2
Entry995_33	5	12d	i	2
cpcE_9	26	12d	i	2
Entry1406_2	175	12d	i	2
Entry1723_82	311	12d	i	2
slr1567_31	65	12d	i	2
Entry1931_45	232	12d	i	2
Entry2096_32	713	12d	i	2
Entry2040_42	9	12d	i	2
sdhB_26	12	12d	i	2
Entry307_82	16	12d	i	2
slr1930_118	984	12d	i	2
Entry1770_37	18	12d	i	2
slr0244_38	221	12d	i	2
Entry254_35	4	12d	i	2
sll0742_41	68	12d	i	2
Entry2051_9	3	12d	i	2
Entry1715_47	8	12d	i	2
Entry198_98	10	12d	i	2
sll0484_40	536	12d	i	2
sll1192_6	174	12d	i	2
ycf45_14	7	12d	i	2
slr1376_31	11	12d	i	2
Entry272_37	2	12d	i	2
Entry1760_61	472	12d	i	2
ccmA_64	26	12d	i	2
ssl1533_8	173	12d	i	2
nrtD_171	6	12d	i	2
apqZ_172	121	12d	i	2
sll1265_12	81	12d	i	2
nusA_66	7	12d	i	2
sll8020_5	384	12d	i	2
Entry1541_4	3	12d	i	2
sll1905_15	13	12d	i	2
sll0576_55	285	12d	i	2
sll0177_32	314	12d	i	2
slr1629_8	121	12d	i	2
slr6102_90	150	12d	i	2
slr0634_10	154	12d	i	2
slr1708_26	806	12d	i	2
slr1302_17	62	12d	i	2
sll1366_28	72	12d	i	2
sll0855_49	580	12d	i	2
ssr3129_17	94	12d	i	2
Entry947_29	876	12d	i	2
ftsH_89	1	12d	i	2
sll1263_16	178	12d	i	2
slr5111_27	11	12d	i	2
slr1800_19	299	12d	i	2
Entry788_25	23	12d	i	2
slr0318_38	200	12d	i	2
ssr1562_30	194	12d	i	2
fhuA2_70	202	12d	i	2
slr1886_13	264	12d	i	2
sll0630_52	13	12d	i	2
sll1319_158	2	12d	i	2
sms_34	250	12d	i	2
gabD_32	168	12d	i	2
sll1169_103	431	12d	i	2
gyrA_38	12	12d	i	2
sll2008_85	751	12d	i	2
Entry704_74	252	12d	i	2
Entry2056_0	2	12d	i	2
desC(des9)_141	4	12d	i	2
sll0263_10	87	12d	i	2
exsB_60	811	12d	i	2
sll0564_37	213	12d	i	2
Entry387_48	105	12d	i	2
sll7078_79	175	12d	i	2
sll0141_67	291	12d	i	2
Entry1132_59	394	12d	i	2
slr0254_31	138	12d	i	2
sll1542_37	259	12d	i	2
rpl12_149	43	12d	i	2
lysC_124	110	12d	i	2
petC2_136	268	12d	i	2
Entry1062_156	430	12d	i	2
sll0981_97	56	12d	i	2
Entry862_46	263	12d	i	2
sll1300_7	9	12d	i	2
sll1200_86	166	12d	i	2
sll0888_15	309	12d	i	2
slr1066_147	51	12d	i	2
slr1870_3	306	12d	i	2
slr1073_7	204	12d	i	2
fmu/fmv_73	67	12d	i	2
sll7028_34	615	12d	i	2
psbH_29	1	12d	i	2
sll5042_139	11	12d	i	2
Entry1990_9	73	12d	i	2
slr1908_13	2	12d	i	2
Entry105_22	20	12d	i	2
atpG_16	2	12d	i	2
sll8035_19	7	12d	i	2
fabZ_15	1	12d	i	2
Entry442_38	111	12d	i	2
slr1992_3	233	12d	i	2
cobN2_75	237	12d	i	2
slr2012_14	6	12d	i	2
sll0595_14	636	12d	i	2
Entry53_30	170	12d	i	2
sll0922_6	1	12d	i	2
Entry636_23	352	12d	i	2
sll0426_8	18	12d	i	2
atpI_11	3	12d	i	2
Entry1989_57	135	12d	i	2
Entry170_45	642	12d	i	2
sll1571_8	7	12d	i	2
sll0103_52	186	12d	i	2
lepB2_58	3	12d	i	2
slr6042_35	219	12d	i	2
sll5050_12	338	12d	i	2
slr2010_11	408	12d	i	2
slr0241_55	499	12d	i	2
Entry814_6	1	12d	i	2
pheA_30	4	12d	i	2
slr1152_82	8	12d	i	2
folD_7	6	12d	i	2
dacB_30	163	12d	i	2
slr1117_56	411	12d	i	2
Entry1254_90	180	12d	i	2
slr1760_15	28	12d	i	2
sll5032_50	183	12d	i	2
codA_21	11	12d	i	2
ssr5074_149	2	12d	i	2
slr1708_8	217	12d	i	2
sll0257_70	12	12d	i	2
pyrR_41	589	12d	i	2
Entry1142_1	116	12d	i	2
sll1851_60	197	12d	i	2
sll2006_20	367	12d	i	2
sll0267_15	249	12d	i	2
slr1668_76	439	12d	i	2
slr0341_45	6031	12d	i	2
Entry855_66	49	12d	i	2
Entry1368_5	2	12d	i	2
Entry1450_9	9	12d	i	2
aat_58	278	12d	i	2
sll0175_27	278	12d	i	2
groES_135	172	12d	i	2
hsp17_44	4	12d	i	2
Entry1952_25	233	12d	i	2
Entry444_37	204	12d	i	2
sll1786_59	7	12d	i	2
Entry1735_52	545	12d	i	2
sll0996_10	6	12d	i	2
sll1710_260	110	12d	i	2
pstB3_21	5	12d	i	2
slr0168_32	297	12d	i	2
slr0496_31	80	12d	i	2
icsA_27	292	12d	i	2
sll1271_26	8	12d	i	2
Entry821_16	65	12d	i	2
sll1157_154	78	12d	i	2
ssl2250_17	212	12d	i	2
gltX_22	14	12d	i	2
sll1595_84	15	12d	i	2
menA_4	16	12d	i	2
slr0169_29	277	12d	i	2
gshB_24	285	12d	i	2
sll1273_68	368	12d	i	2
slr0951_15	16	12d	i	2
cpcG_89	5	12d	i	2
ape2_22	245	12d	i	2
sll1848_7	6	12d	i	2
ccmK2_38	7	12d	i	2
slr2038_3	1	12d	i	2
slr0800_20	19	12d	i	2
icfA2_25	7	12d	i	2
Entry1007_3	163	12d	i	2
slr1520_68	6	12d	i	2
sll0173_22	6	12d	i	2
Entry658_27	309	12d	i	2
ureC_17	8	12d	i	2
Entry533_36	197	12d	i	2
Entry103_38	19	12d	i	2
sll1386_124	10	12d	i	2
hemK_19	220	12d	i	2
slr0612_73	261	12d	i	2
slr0196_4	274	12d	i	2
Entry2070_2	4	12d	i	2
Entry1825_84	235	12d	i	2
Entry1124_73	1425	12d	i	2
Entry1842_7	7	12d	i	2
slr1384_81	4	12d	i	2
sll0191_25	267	12d	i	2
tar_27	7	12d	i	2
slr6084_25	8	12d	i	2
Entry186_48	339	12d	i	2
slr0114_8	10	12d	i	2
slr0073_37	672	12d	i	2
slr1077_79	121	12d	i	2
proC_4	209	12d	i	2
sll0280_19	291	12d	i	2
slr0589_98	4	12d	i	2
slr1045_146	8	12d	i	2
purE_55	12	12d	i	2
Entry827_0	44	12d	i	2
ilvN_42	5	12d	i	2
nifS_36	284	12d	i	2
Entry1699_41	416	12d	i	2
ssl2733_51	4	12d	i	2
Entry1027_2	5	12d	i	2
clpB_15	99	12d	i	2
slr1462_22	14	12d	i	2
sll0816_10	329	12d	i	2
Entry733_7	4	12d	i	2
Entry123_14	108	12d	i	2
slr1082_44	239	12d	i	2
Entry1516_45	10	12d	i	2
rps18_45	19	12d	i	2
ssr6032_73	107	12d	i	2
slr0427_76	16	12d	i	2
apcD_31	339	12d	i	2
slr0686_17	72	12d	i	2
Entry773_65	438	12d	i	2
sdhB2_78	18	12d	i	2
sll7065_103	10	12d	i	2
hlyB_10	212	12d	i	2
Entry1713_3	198	12d	i	2
ssl0832_70	135	12d	i	2
ams1_43	188	12d	i	2
slr6063_4	306	12d	i	2
Entry781_65	431	12d	i	2
Entry1893_69	7	12d	i	2
slr1203_46	16	12d	i	2
sll7065_55	253	12d	i	2
Entry508_41	7	12d	i	2
slr2044_12	512	12d	i	2
sll1950_14	16	12d	i	2
sll1783_144	7	12d	i	2
im30_14	1	12d	i	2
Entry2024_39	140	12d	i	2
ssl0350_60	5	12d	i	2
ESI3_24	4	12d	i	2
hypB2_83	169	12d	i	2
ureG_12	371	12d	i	2
Entry793_3	237	12d	i	2
Entry398_46	194	12d	i	2
Entry1869_141	1	12d	i	2
Entry730_47	182	12d	i	2
hisC2_32	6	12d	i	2
slr1327_17	126	12d	i	2
gltS_26	8	12d	i	2
Entry778_9	110	12d	i	2
petF2_35	12	12d	i	2
smpB_233	1	12d	i	2
Entry225_55	84	12d	i	2
Entry12_77	224	12d	i	2
slr0583_44	7	12d	i	2
lepB2_44	2	12d	i	2
Entry1085_23	323	12d	i	2
Entry1487_37	482	12d	i	2
slr0398_20	14	12d	i	2
sll1892_7	193	12d	i	2
sll0994_24	18	12d	i	2
slr1413_21	161	12d	i	2
Entry1614_2	27	12d	i	2
dnaN_43	12	12d	i	2
slr1362_60	230	12d	i	2
slr0401_9	10	12d	i	2
sll0844_82	18	12d	i	2
Entry1094_35	213	12d	i	2
Entry1690_12	200	12d	i	2
ssr2201_27	171	12d	i	2
sll1930_211	86	12d	i	2
slr1470_35	5	12d	i	2
Entry926_29	72	12d	i	2
Entry1866_48	150	12d	i	2
sll1586_43	517	12d	i	2
slr0780_23	4	12d	i	2
Entry140_45	433	12d	i	2
Entry700_26	2	12d	i	2
repA_55	384	12d	i	2
Entry611_41	876	12d	i	2
slr0092_69	239	12d	i	2
Entry605_1	114	12d	i	2
Entry1095_21	254	12d	i	2
Entry1008_37	29	12d	i	2
ssr5020_66	450	12d	i	2
Entry498_27	35	12d	i	2
slr0770_36	272	12d	i	2
slr7097_45	232	12d	i	2
Entry1310_22	15	12d	i	2
slr6102_48	9	12d	i	2
sll5122_43	188	12d	i	2
ssr1765_88	315	12d	i	2
rfbC2_45	122	12d	i	2
Entry465_32	371	12d	i	2
Entry40_104	2	12d	i	2
slr0270_9	4	12d	i	2
Entry1598_33	118	12d	i	2
polA_19	43	12d	i	2
Entry1454_8	56	12d	i	2
Entry523_101	93	12d	i	2
ssl7051_68	407	12d	i	2
slr1084_99	13	12d	i	2
Entry1169_72	64	12d	i	2
sll0301_61	351	12d	i	2
ssl2971_181	173	12d	i	2
nrtB_23	4	12d	i	2
lepB_22	130	12d	i	2
rpoDI_5	5	12d	i	2
rpl9_136	2	12d	i	2
sll6093_43	296	12d	i	2
gdh_59	66	12d	i	2
Entry699_121	219	12d	i	2
slr0605_178	781	12d	i	2
ssr2439_19	4	12d	i	2
yfr2b_111	167	12d	i	2
slr1882_101	52	12d	i	2
ssr2803_58	206	12d	i	2
Entry254_40	55	12d	i	2
Entry975_90	123	12d	i	2
slr0488_6	2	12d	i	2
Entry975_96	327	12d	i	2
sll1660_15	12	12d	i	2
sll1714_31	35	12d	i	2
Entry56_56	44	12d	i	2
slr0915_81	2	12d	i	2
Entry885_63	21	12d	i	2
Entry166_53	127	12d	i	2
ssr6046_30	1	12d	i	2
slr1177_4	52	12d	i	2
sll1571_19	196	12d	i	2
ycf32_29	3	12d	i	2
Entry1969_6	181	12d	i	2
sll1353_159	320	12d	i	2
sll1158_55	73	12d	i	2
Entry653_0	5	12d	i	2
slr1467_64	250	12d	i	2
Entry1456_15	116	12d	i	2
TU728 (nsiR6)_37	8	12d	i	2
sll5061_18	250	12d	i	2
Entry995_15	3	12d	i	2
Entry1928_3	143	12d	i	2
sll0752_27	376	12d	i	2
ssr2060_76	170	12d	i	2
Entry790_81	224	12d	i	2
ssl1507_52	8	12d	i	2
hisH_13	15	12d	i	2
Entry1182_29	8	12d	i	2
slr1425_20	12	12d	i	2
ssr6083_60	18	12d	i	2
slr1712_399	7	12d	i	2
lytR_74	5	12d	i	2
sll1401_56	185	12d	i	2
Entry1317_76	306	12d	i	2
Entry1617_49	16	12d	i	2
Entry117_103	268	12d	i	2
miaA_4	1	12d	i	2
cpcF_58	31	12d	i	2
nCl0710 (CoiR1)_23	382	12d	i	2
Entry1314_29	130	12d	i	2
dnaJ3_46	15	12d	i	2
sll0005_31	4	12d	i	2
Entry1715_23	177	12d	i	2
sll6069_144	325	12d	i	2
slr0654_13	1	12d	i	2
slr0352_97	185	12d	i	2
slr0023_9	207	12d	i	2
sll1062_226	126	12d	i	2
Entry1271_33	166	12d	i	2
sll5014_21	6	12d	i	2
Entry1908_26	31	12d	i	2
sll1308_10	67	12d	i	2
Entry1983_24	2	12d	i	2
Entry2029_2	127	12d	i	2
Entry1960_1	619	12d	i	2
sll0898_4	392	12d	i	2
Entry2112_61	219	12d	i	2
Entry1514_2	305	12d	i	2
Entry830_99	36	12d	i	2
Entry1854_27	8	12d	i	2
rpl17_55	2	12d	i	2
Entry463_32	108	12d	i	2
Entry2068_42	364	12d	i	2
slr0476_58	1	12d	i	2
sll1389_12	27	12d	i	2
Entry1295_60	62	12d	i	2
Entry2063_31	471	12d	i	2
gumB_29	1246	12d	i	2
Entry845_30	4	12d	i	2
Entry1877_1	68	12d	i	2
slr1752_13	260	12d	i	2
rpoD3_47	8	12d	i	2
sll0671_63	5	12d	i	2
alr_40	9	12d	i	2
Entry1926_46	160	12d	i	2
sll5130_159	7	12d	i	2
psbA1_10	141	12d	i	2
hisC_62	395	12d	i	2
Entry1194_4	5	12d	i	2
sll0489_103	113	12d	i	2
vapB_22	20	12d	i	2
Entry1023_53	584	12d	i	2
atpC_8	4	12d	i	2
slr0106_88	6	12d	i	2
sll0691_63	6	12d	i	2
sll0066_40	53	12d	i	2
slr1101_37	306	12d	i	2
Entry1850_28	8	12d	i	2
rps3_32	17	12d	i	2
ssl1378_9	201	12d	i	2
hisD_16	468	12d	i	2
Entry150_21	95	12d	i	2
Entry2054_91	323	12d	i	2
ssr2422_161	444	12d	i	2
nblA_83	4	12d	i	2
sll1574_4	18	12d	i	2
Entry107_45	102	12d	i	2
Entry657_32	507	12d	i	2
sll1020_152	565	12d	i	2
fmu/fmv_50	762	12d	i	2
Entry2086_207	433	12d	i	2
slr0602_7	81	12d	i	2
slr2017_40	8	12d	i	2
sll7087_62	106	12d	i	2
psbU_13	97	12d	i	2
Entry256_5	158	12d	i	2
sll1624_46	1108	12d	i	2
sll8011_33	11	12d	i	2
ssr2130_32	115	12d	i	2
ssr0693_64	8	12d	i	2
Entry1554_33	149	12d	i	2
Entry2080_35	4	12d	i	2
slr1161_88	390	12d	i	2
slr1846_6	104	12d	i	2
Entry1989_30	373	12d	i	2
sll1559_79	206	12d	i	2
Entry1372_5	522	12d	i	2
Entry1378_30	2	12d	i	2
sll1531_9	849	12d	i	2
sll8027_49	379	12d	i	2
sll1138_102	9	12d	i	2
slr0482_12	75	12d	i	2
ssl5045_129	179	12d	i	2
SyR7_153	7	12d	i	2
sll1527_85	255	12d	i	2
ssl1326_64	224	12d	i	2
sll1825_50	294	12d	i	2
slr1068_48	84	12d	i	2
slr1230_54	272	12d	i	2
slr0142_31	252	12d	i	2
Entry266_29	9	12d	i	2
