Protein,Location,FRC 0.05,FRC 0.1,FRC 0.15,FRC 0.2,FRC 0.25
H16_B0139,Cell_membrane,1.3630641259213143e-5,5.42917858808413e-7,5.250107788495216e-6,1.4738419207668354e-6,2.5804563129945154e-6
H16_B0140,Cytoplasm,1.3693181453817087e-4,1.4178794285895575e-4,1.2172124156848956e-4,9.715080794804898e-5,1.667530219828553e-4
H16_B0141,Cell_membrane,2.0926241062909325e-5,3.1081011820974195e-5,2.219953549974082e-5,1.8188163981237314e-5,1.2263378590439576e-5
H16_B0142,Cytoplasm,8.276884664699202e-7,1.4704197425690162e-6,3.190426526789838e-6,8.550948226505667e-7,4.083918278768607e-6
H16_B0143,Cytoplasm,3.475907794337348e-6,4.172461263073287e-6,3.001139102343821e-6,3.499021234570979e-6,2.070413141200885e-6
H16_B0144,Cytoplasm,6.835053473392009e-5,5.710892424861667e-5,3.4803586921606915e-5,4.975815335684489e-5,3.486636702796372e-5
H16_B0145,Cytoplasm,1.4971049907085113e-4,7.6056340190042e-5,6.750592470282786e-5,1.3338416518944102e-4,1.7977234168577738e-4
H16_B0146,Cytoplasm,4.836533330839231e-4,3.6373830018013407e-4,4.2267271981263313e-4,3.6679254492469766e-4,4.4139241518200556e-4
H16_B0147,Cytoplasm,1.1109620745087963e-4,6.97098400516728e-5,6.181965736450277e-5,3.339182262200762e-5,0.001284638594698097
H16_B0148,Cytoplasm,1.616957573579546e-5,2.4765066542250565e-5,1.3780484857747076e-5,1.0910893115609933e-5,9.837385584638494e-6
H16_B0149,Cytoplasm,5.330177329010357e-6,9.546506807110555e-6,4.290566672840505e-6,8.129608292756101e-7,3.989481032484913e-6
H16_B0150,Cytoplasm,2.717909864619543e-4,2.2286872653786268e-4,1.8344235164375589e-4,2.130271949007993e-4,1.399817511099064e-4
H16_B0156,Cytoplasm,4.661560648591705e-7,8.991689997192577e-7,9.959290408619648e-7,1.7665132713448747e-6,3.7391047112406685e-6
H16_B0157,Cytoplasm,0.001703256803952492,0.0011987016117621496,0.001042604815236011,0.001656761047056503,0.0012255251263497402
H16_B0158,Cytoplasm,1.9168456888646803e-5,2.3167097029650038e-5,1.2955098165253652e-5,5.283500780809637e-6,5.168335967200228e-6
H16_B0159,Cell_membrane,4.410683924570925e-5,6.193672986180971e-5,6.443456626147488e-5,6.916428273666484e-5,5.675833875151085e-5
H16_B0160,Cytoplasm,NaN,3.620542173855546e-7,1.9512800416514645e-7,2.523824642588878e-7,5.417401238099582e-7
H16_B0161,Cell_membrane,3.31997199052818e-7,7.549714743392995e-7,2.8764126761694835e-7,5.980117006830776e-7,9.237236735766544e-7
H16_B0162,Cytoplasm,NaN,7.5244957585398986e-6,NaN,NaN,NaN
H16_B0163,Cell_membrane,3.001295470731719e-6,4.31979840182965e-6,3.7054326405363514e-6,3.5146939273120297e-6,2.3306187401996376e-6
H16_B0164,Cell_membrane,4.871879153354034e-8,NaN,1.2715106815256546e-7,NaN,NaN
H16_B0165,Cytoplasm,1.3809094586693212e-5,1.1292318202712097e-5,8.19548830384114e-6,1.188401620786166e-5,1.3093042852963635e-5
H16_B0166,Cytoplasm,1.5564010406407454e-4,2.1837323218991452e-4,1.7357797023312592e-4,2.2074095562989973e-4,1.7467447833476634e-4
H16_B0167,Cytoplasm,6.837673510144315e-5,3.6163378582892194e-5,3.909220529781335e-5,3.607991402577133e-5,2.8174286764220837e-5
H16_B0168,Cell_membrane,1.3133126951275388e-7,2.2184834462752485e-7,4.757324825562167e-7,5.713083563886995e-7,3.8052801125671045e-7
H16_B0169,Cytoplasm,1.8039760079977397e-5,1.2240212643936125e-5,2.2564037868324365e-5,1.980424849913575e-5,2.3972449232585373e-5
H16_B0171,Cell_membrane,1.5382285282512172e-5,3.2659628375219855e-7,NaN,5.787031006026815e-5,5.898740031237892e-5
H16_B0172,Cytoplasm,1.1983320232784113e-5,2.7756180349832904e-5,3.669920272576132e-5,1.2680482424491821e-5,1.862302099382032e-5
H16_B0174,Cytoplasm,5.1502592230461194e-5,5.5577753466246934e-5,5.776230355833943e-5,6.022337576519432e-5,4.70603437092259e-5
H16_B0175,Cytoplasm,4.312450067946597e-4,3.7850927999636915e-4,3.354730206965631e-4,2.3653391934416534e-4,2.7464451050464875e-4
H16_B0176,Cytoplasm,NaN,1.7395094659893584e-6,3.63707829445085e-6,2.7884242570238525e-6,5.839028237197843e-6
H16_B0177,Cytoplasm,1.905015171526072e-4,1.202933720202556e-4,7.318977947968165e-5,1.0122111847695256e-4,5.848384128144247e-5
H16_B0178,Cell_membrane,6.570393804000602e-7,4.0102145168560625e-7,5.551407575243931e-7,9.752284177043605e-7,5.853261305917449e-7
H16_B0179,Cell_membrane,4.314809362598561e-6,6.60911831000985e-6,7.501963479338398e-6,4.940899479567154e-6,4.937455920047865e-6
H16_B0180,Cell_membrane,1.7069839914338504e-5,2.450857948857491e-5,2.345237337554239e-5,3.4500045117818124e-5,3.0737776120183455e-5
H16_B0181,Cell_membrane,3.582659471288574e-5,3.308300364770997e-5,2.9969846463948648e-5,2.892209089115368e-5,3.96522596395994e-5
H16_B0184,Cytoplasm,1.7538098078678473e-5,1.3111313953273198e-5,1.902683733447031e-5,1.9730925313250835e-5,1.5100891101708432e-5
H16_B0185,Cell_membrane,2.682811343381257e-5,2.0521767149809175e-5,2.4843340808668304e-5,3.315972394767394e-5,2.1190488131535045e-5
H16_B0186,Cytoplasm,1.762369922493771e-4,1.835788259889646e-4,2.1173349262175873e-4,3.1929330640227915e-4,2.1276819124564753e-4
H16_B0187,Cytoplasm,2.3422958717267582e-4,3.1428427107508275e-4,3.3454172849081346e-4,3.2311311220746964e-4,3.034521057286287e-4
H16_B0188,Cell_membrane,2.667695302179267e-6,8.625488262451601e-6,2.209644970447298e-6,2.197088781421412e-6,4.469966331868566e-6
H16_B0189,Cell_membrane,2.337423160432042e-6,2.341737908670772e-6,2.056960835710574e-6,1.823864754136006e-5,3.364393733491896e-5
H16_B0190,Cytoplasm,1.6422423140805045e-5,1.4405306869165917e-5,1.73273339345706e-5,1.6815164827278932e-5,1.2588555462570293e-5
H16_B0191,Cytoplasm,1.4207476534376393e-4,1.5375899461737838e-4,1.651209663176257e-4,1.2783278170210426e-4,9.542995981574482e-5
H16_B0192,Cell_membrane,6.838204148878924e-6,1.1588171810599862e-5,1.1613323025841819e-5,4.8638987633273935e-6,8.740605626989631e-6
H16_B0193,Cytoplasm,4.740601125156826e-5,3.762920777936343e-5,5.697328340480588e-5,6.2757445675432e-5,7.370694948759471e-5
H16_B0194,Cytoplasm,8.567084368490012e-4,5.934931440023432e-4,6.65697023392943e-4,5.249255321181282e-4,2.5638821963956297e-4
H16_B0195,Cytoplasm,5.458310663202037e-5,6.303650104449852e-5,4.2343720268628267e-5,4.6407209221140295e-5,6.337421352348686e-5
H16_B0196,Cytoplasm,1.2965257241106534e-5,1.534574579733092e-5,3.08875174009049e-5,2.4121622862456573e-5,1.5362476126781308e-5
H16_B0197,Cytoplasm,1.0140575680759266e-4,1.0751275548205231e-4,9.098097061374267e-5,3.680391702431085e-5,9.385758147196577e-5
H16_B0198,Cytoplasm,2.7630101276486896e-5,2.2795518750717598e-5,3.385344080954469e-5,1.8223183884275673e-5,2.5940109224968563e-5
H16_B0199,Cytoplasm,1.9163226148156817e-5,2.530865553754229e-5,1.717290451938796e-5,3.7976209367918277e-5,2.9531554956013397e-5
H16_B0200,Cytoplasm,1.4949149495081432e-4,9.21382481037503e-5,9.34014399017864e-5,1.1716739415741872e-4,1.339270627029139e-4
H16_B0201,Cytoplasm,4.548937221305767e-6,NaN,1.460456660821462e-6,2.6836041208655094e-6,7.007520306024042e-6
H16_B0202,Cell_membrane,4.9695714242488413e-5,6.46215396582514e-5,1.1199959090733962e-4,2.2195273281962885e-4,9.782541177546655e-5
H16_B0204,Cell_membrane,5.308811764487743e-6,3.642108831441868e-6,3.953566404690423e-6,2.1014171263524205e-5,8.205589958770858e-6
H16_B0205,Cytoplasm,2.653680811165957e-5,2.6399558135553538e-5,2.4997985380470496e-5,1.5713164669966272e-5,2.6625158293454804e-5
H16_B0206,Cytoplasm,6.378832965108726e-6,1.2344849282844298e-5,7.988153030186039e-6,1.7425964229490963e-5,1.4943577848424227e-5
H16_B0208,Cell_membrane,9.180304274358673e-7,3.573600314888153e-6,2.465788104976807e-6,1.5108147743385344e-5,5.378178979565103e-6
H16_B0209,Cytoplasm,NaN,3.538154701383087e-6,NaN,NaN,NaN
H16_B0210,Cytoplasm,1.546088596782343e-4,4.577719164252416e-5,6.64828133335288e-5,1.3139340352771436e-4,9.014474476703734e-5
H16_B0211,Cytoplasm,1.4040490453558808e-5,1.223376105401815e-5,1.6091666760215083e-5,3.1177099490857186e-5,8.131326074959084e-5
H16_B0212,Cytoplasm,1.0247957290285428e-5,3.4164445261277413e-5,1.9526397457088152e-5,1.558438291081705e-5,1.2916480042356353e-5
H16_B0213,Cytoplasm,1.7993928625870792e-5,2.5436673800819097e-5,2.0285933779050153e-5,9.47428546518243e-5,1.0541907105899944e-4
H16_B0214,Cytoplasm,5.23655263189906e-6,2.9364541700502233e-6,5.10004870879633e-6,1.2963955202683776e-5,2.03950811699089e-5
H16_B0215,Cell_membrane,3.5045701907376826e-5,2.463832094403782e-5,2.5728656143680884e-5,2.3566522087962585e-5,2.6862131910704495e-5
H16_B0216,Cytoplasm,5.1218704208610306e-5,7.436460415873459e-5,7.052444429884354e-5,7.136448521961675e-5,5.793449933874605e-5
H16_B0218,Cytoplasm,2.189965710624042e-5,1.4552549077807527e-5,1.4412557158709457e-5,1.0867735540398003e-5,6.323915749003932e-6
H16_B0219,Cytoplasm,1.6555964199485676e-4,1.4861065510332776e-4,1.3582849844987635e-4,1.235401100697133e-4,1.0584088622378943e-4
H16_B0220,Cytoplasm,0.0013894429873925653,0.0012377034982580535,0.0014437035413997384,0.0012274244579922877,7.315146784322693e-4
H16_B0221,Cytoplasm,4.378279713819987e-4,3.101574986630586e-4,1.3016831880363053e-4,1.7159744724326798e-4,5.054650625775135e-5
H16_B0222,Cytoplasm,9.982598471194245e-5,1.0791792708025233e-4,8.992087555558834e-5,4.805079886377106e-5,4.771165315516053e-5
H16_B0223,Cytoplasm,1.0313198566117192e-5,1.58040119115454e-5,1.8512546178221135e-5,1.9325777102060752e-5,1.3101906823122114e-5
H16_B0224,Cytoplasm,9.93198669618084e-6,9.45451824879894e-6,1.4320882042969019e-5,8.592363619994412e-6,7.824442247713566e-6
H16_B0225,Cytoplasm,1.88304689838769e-5,2.3426899520957038e-5,3.150118445844431e-5,4.0873864035178705e-5,1.8034415077941846e-5
H16_B0226,Cytoplasm,1.6024611371737068e-4,1.293094603910153e-4,1.2899896988665072e-4,1.2716622787954543e-4,2.9021402914229373e-4
H16_B0227,Cytoplasm,0.0023479735897852837,0.001605061118702818,0.001959907727709095,0.0011444520388372399,0.0011038514352274568
H16_B0228,Cell_membrane,3.9128557653068514e-5,2.061019671652249e-5,2.502183084054364e-5,3.864016940785963e-5,3.365375304803746e-5
H16_B0230,Cytoplasm,1.1036116063311359e-4,1.2617971291858907e-4,1.333362496575122e-4,2.025642401863588e-4,1.3920088550422658e-4
H16_B0231,Cytoplasm,1.4899693800727248e-4,2.8101317824855474e-4,2.6901907812022145e-4,1.1427396385446362e-4,2.914590567824584e-4
H16_B0232,Cell_membrane,7.847197957988365e-6,1.3747077783025103e-5,6.902613156895686e-6,8.82778633492323e-6,1.97654988161046e-5
H16_B0233,Cell_membrane,1.4704850450479467e-5,2.0431439099716526e-5,1.4030787222977897e-5,1.2146491975050319e-5,9.567390336978621e-6
H16_B0234,Cytoplasm,6.493306510079097e-6,3.181804075640737e-5,3.04098589419872e-5,1.859844833945358e-5,3.081795936253046e-5
H16_B0235,Cytoplasm,8.269400485414212e-6,2.2217721743434533e-5,2.4481009270841346e-5,8.054462626545419e-5,5.5348311702587324e-5
H16_B0236,Cytoplasm,1.710818009414351e-5,1.6012082749405447e-5,1.36848700849961e-5,1.4291748535705793e-5,2.032627766701902e-5
H16_B0237,Cell_membrane,9.909517081438957e-7,8.205958956048355e-6,9.46054060240325e-6,4.137410619376068e-6,1.4049390128479097e-5
H16_B0238,Cell_membrane,3.683085472293115e-7,NaN,3.785598598465911e-7,8.558175071261481e-7,1.0246545660903507e-6
H16_B0239,Cytoplasm,2.2929161717663153e-5,5.374967336990055e-5,5.789923882087693e-5,5.7787639232511115e-5,1.1677393862101773e-4
H16_B0240,Cytoplasm,2.906778574224047e-4,3.0440965818644616e-4,3.850358133298392e-4,3.328150070346203e-4,4.2633566527036225e-4
H16_B0242,Cytoplasm,1.6510635926793073e-5,1.956184871619955e-5,2.6932729310851164e-5,2.517735202094219e-5,2.2108432927538412e-5
H16_B0243,Cytoplasm,5.0794790500097505e-5,5.3775300021941785e-5,6.064481719218807e-5,6.047223211990521e-5,6.817111626854115e-5
H16_B0244,Cytoplasm,2.5185529167173613e-4,3.3004694420037193e-4,3.5319063209980075e-4,2.5411074079523347e-4,2.9073837224248523e-4
H16_B0245,Cytoplasm,6.313631136639905e-5,1.5626125781573085e-4,1.529792731312232e-4,1.581539147929788e-4,2.979266419522491e-4
H16_B0247,Cell_membrane,8.216808353310152e-7,1.674268850276043e-6,1.6630419713787786e-6,2.3405851479293024e-6,3.2098662334913445e-6
H16_B0248,Cell_membrane,1.612047356282005e-5,1.0447639682039636e-5,1.2592011261104817e-5,4.155497835046768e-5,4.4365467059617164e-5
H16_B0249,Cytoplasm,2.1396141791190248e-6,1.5336488637996382e-6,8.125339787504998e-6,5.95056289469639e-6,1.7463764508283343e-6
H16_B0251,Cytoplasm,3.1218923972567174e-6,1.0448339141333757e-5,5.014522330530221e-6,5.2736687019246405e-6,5.962956331088476e-6
H16_B0253,Cell_membrane,9.715654109420085e-8,1.0386286092473903e-7,1.0328154829862518e-6,NaN,8.62794043108662e-8
H16_B0254,Cytoplasm,3.2276383504055765e-6,3.5416530475967503e-6,2.894580517723467e-6,3.2495308901617494e-6,1.088568812993607e-6
H16_B0255,Cytoplasm,5.3288880069606866e-5,1.689653381463262e-5,5.342536248613686e-4,4.913992945175603e-6,9.729543673877824e-5
H16_B0256,Cytoplasm,7.325911428614195e-5,1.7599087337170352e-4,8.095706284377258e-5,1.3959878424164528e-4,8.373898344872849e-5
H16_B0259,Cytoplasm,1.5394253788290878e-5,1.9035096893269937e-5,4.327442465502323e-5,2.6942491300297754e-5,2.9690834909625362e-5
H16_B0260,Cell_membrane,3.3356562873617674e-5,3.506653768292698e-5,4.1616836761494806e-5,3.7202229728755964e-5,6.451638668033614e-5
H16_B0263,Cell_membrane,2.7755591491988667e-4,1.7198101633230395e-4,1.9196386107719847e-4,3.216052325195983e-4,3.1405615416879476e-4
H16_B0264,Cell_membrane,7.144592122944909e-6,7.53448649362785e-6,1.1829694770609193e-5,6.353662371375371e-6,9.397754558350757e-6
H16_B0265,Cell_membrane,NaN,9.919809396094914e-7,4.133420705304497e-6,1.350425065819188e-5,9.256341084695214e-6
H16_B0266,Cell_membrane,7.382421332795166e-7,7.29442523554205e-8,3.7792730215319475e-7,7.626100747733152e-8,9.21095487720796e-7
H16_B0267,Cell_membrane,1.9484972678689758e-6,5.8965582659005884e-6,2.726881439897489e-6,3.3933595913333664e-6,7.293435089362944e-6
H16_B0268,Cell_membrane,8.917962877740918e-6,3.621605110573316e-5,2.9745449642012375e-5,1.63496486263534e-5,2.632157918095969e-5
H16_B0270,Cell_membrane,3.0566349959677826e-5,1.417361004419753e-5,1.7154476880656517e-5,3.723119688047687e-5,1.0179862954111354e-5
H16_B0271,Cell_membrane,3.813079299411944e-5,4.770500306073642e-5,3.235408022058389e-5,2.4298436988954953e-5,2.0034525023279397e-5
H16_B0272,Cytoplasm,1.586030809619687e-5,2.2542718900408586e-5,1.85389823431616e-5,2.0194784707875427e-5,2.0518480629636177e-5
H16_B0273,Cytoplasm,4.466748086851178e-5,5.13451828487541e-5,3.20246414293202e-5,2.5157931773564477e-5,2.122760941955004e-5
H16_B0274,Cytoplasm,3.848232142047731e-5,2.4545840571926452e-5,3.287372655701253e-5,4.743643431043684e-5,3.849232450407393e-5
H16_B0275,Cytoplasm,1.3307031542010248e-5,1.174716964877272e-5,9.413746619912841e-6,1.4025326821640431e-5,2.1207748389652505e-5
H16_B0276,Cytoplasm,NaN,5.568893827993563e-7,1.524480945193284e-7,1.227176741846586e-7,5.6895833275207e-7
H16_B0278,Cytoplasm,2.0886602091921681e-4,8.334311758704827e-5,6.640582178370232e-5,5.0864641447211996e-5,1.6910305578349868e-4
H16_B0280,Cytoplasm,8.805898890856363e-5,1.2178327128034119e-4,1.7971676067544287e-4,2.0273558939380837e-4,2.0990091247132846e-4
H16_B0283,Cytoplasm,6.213123771060043e-7,6.612418823786437e-7,3.338202092598128e-6,1.1834087933537089e-6,3.5115072591312324e-6
H16_B0284,Cytoplasm,7.881736661552706e-6,2.933252324755452e-5,3.063318489934638e-5,2.0647074732102038e-5,1.731418896935212e-5
H16_B0285,Cytoplasm,1.6785760205609823e-5,3.695143105630395e-5,3.66970219370687e-5,3.104328571688715e-5,4.352036612084417e-5
H16_B0287,Cytoplasm,1.2783438814302579e-5,9.829418129121345e-6,1.2937649078557099e-5,1.0721725833240833e-5,1.7378121841501856e-5
H16_B0288,Cell_membrane,3.8473899037783574e-8,NaN,NaN,NaN,NaN
H16_B0290,Cytoplasm,6.438778114323156e-6,5.160354429385215e-6,6.410175927778608e-6,1.5653584878795837e-4,0.00015113824182483169
H16_B0291,Cell_membrane,1.2985180448687112e-7,2.0920502068859138e-7,6.805407451941724e-8,1.8540691165356775e-7,NaN
H16_B0293,Cell_membrane,8.955811744564434e-6,1.708263882300328e-5,5.769597144664614e-6,5.692110316671144e-6,1.0095065535342282e-5
H16_B0294,Cell_membrane,3.1504247644174144e-4,2.0199456888306958e-4,1.724355732194441e-4,1.5681035919541317e-4,1.1229170747049838e-4
H16_B0295,Cytoplasm,1.8331042423947835e-4,2.2489975389514092e-4,2.6771469873588323e-4,1.9506782145163381e-4,1.790337498896481e-4
H16_B0296,Cytoplasm,1.8321923807161573e-5,2.7215045779696714e-5,1.810860898795085e-5,1.2968229420751704e-5,8.511787491932502e-6
H16_B0297,Cytoplasm,2.4492574237668082e-5,1.4354153247749863e-5,1.1474814472637763e-5,1.0398231410539905e-5,5.2064975716640855e-6
H16_B0298,Cytoplasm,1.0965909348262632e-5,NaN,4.062857407199764e-7,5.169687165193478e-7,7.955950409806803e-7
H16_B0299,Cytoplasm,1.170461383724729e-5,6.708058876076488e-6,3.837896102370496e-6,3.364598953020888e-6,3.5138924881634547e-6
H16_B0300,Cytoplasm,7.467758318500769e-7,1.4971212166869386e-6,1.40530166623907e-6,5.713897947202906e-7,1.759854139013598e-6
H16_B0301,Cytoplasm,1.6137675319121163e-7,1.8424654366028682e-6,7.036942682114968e-7,2.1810903156200864e-6,9.059206090591256e-7
H16_B0302,Cytoplasm,2.3718006938203904e-4,2.336510177643177e-4,1.5872742533818113e-4,9.165670056019345e-5,1.0299986554014523e-4
H16_B0305,Cytoplasm,7.032634305377394e-7,5.83415719473304e-7,1.7071170481688996e-6,6.707833307865825e-7,6.854103943078693e-7
H16_B0306,Cytoplasm,3.915008668615929e-6,8.888513674626072e-6,6.745139237714242e-7,1.723922060118959e-5,2.0163784327542913e-6
H16_B0311,Cell_membrane,3.0457462609150806e-6,1.9803490292340832e-7,4.191811968066422e-5,NaN,2.5865318489347874e-7
H16_B0312,Cell_membrane,1.1317267146130536e-5,1.3648586092099722e-5,1.5808769651480208e-5,1.1466223118099317e-5,6.5420714577047176e-6
H16_B0313,Cytoplasm,2.74982423743992e-5,6.325948451952983e-5,3.4298513366089035e-5,2.586797337621848e-5,3.38570522053068e-5
H16_B0314,Cytoplasm,1.1220924034080558e-4,1.3986684209002612e-4,2.048130741422167e-4,2.8817929484660986e-4,9.977079905376981e-4
H16_B0315,Cytoplasm,1.926554464997063e-5,1.4457853075862225e-5,1.368088194550896e-5,1.5639587389742325e-5,1.1705371837695782e-5
H16_B0316,Cytoplasm,4.2702289637148675e-5,4.8816036854470764e-5,5.582197897416646e-5,4.295035535381346e-5,5.9442399429752265e-5
H16_B0319,Cytoplasm,2.5623314747935003e-5,2.4330951104339952e-5,2.4629408991082833e-5,6.558793397432708e-5,1.5520572917209266e-4
H16_B0320,Cytoplasm,9.907665574505632e-5,8.74928004299571e-5,1.0398935962197191e-4,9.198324719825608e-5,1.7682744601173886e-4
H16_B0321,Cytoplasm,1.4208167345407973e-5,1.691331205942415e-5,1.7814991668714365e-5,2.4447665320299076e-5,1.491617891423643e-5
H16_B0322,Cytoplasm,3.9742600934549226e-5,3.2117008737886456e-5,3.090730950610006e-5,3.763513082014394e-5,3.275711634735605e-5
H16_B0323,Cell_membrane,NaN,3.98068844931756e-6,8.085189310079324e-6,NaN,1.0879107624904986e-6
H16_B0324,Cytoplasm,4.8155526275437375e-5,4.998424908918791e-5,4.896441993408148e-5,3.6350843210362024e-5,4.235285395465182e-5
H16_B0325,Cytoplasm,1.512644065092855e-6,7.36095460966137e-7,3.4635917901961265e-6,3.589535910534624e-6,3.19939145242593e-6
H16_B0326,Cytoplasm,5.254178296124713e-5,3.791799073064444e-5,6.116226882974049e-5,4.1844398762524934e-5,9.075129114128062e-6
H16_B0327,Cytoplasm,1.1732142792867468e-6,1.2500971547078984e-6,1.0499282369819888e-6,NaN,NaN
H16_B0328,Cytoplasm,5.30456815270523e-6,8.310393870285794e-6,4.996638565071603e-6,4.104325370005581e-6,3.5859866296736577e-6
H16_B0329,Cytoplasm,4.918853534218173e-5,1.0947598701140603e-4,1.0309137756451606e-4,9.583930223984624e-5,3.8351936466426e-5
H16_B0330,Cytoplasm,1.2745157130856621e-5,1.2467510933167707e-5,6.5708885908378794e-6,7.370660772587183e-6,2.9615444177943695e-6
H16_B0331,Cell_membrane,1.6526477482620088e-4,1.384827623458854e-4,1.2869899805245614e-4,1.1350705034442761e-4,9.938591179425431e-5
H16_B0332,Cytoplasm,2.844697579451321e-4,1.5573439060208072e-4,1.7013001422397768e-4,3.914636767440073e-4,2.555984234211435e-4
H16_B0333,Cytoplasm,3.727739123968141e-7,9.990219103732416e-7,3.503579289949947e-7,4.514027428718372e-7,6.976277503787565e-7
H16_B0334,Cytoplasm,3.4059226937885556e-8,1.9440389542734955e-7,NaN,2.6811183687453174e-7,6.983541573835941e-7
H16_B0335,Cell_membrane,1.2239717173097944e-5,1.1518532045289579e-5,1.5918875332118982e-5,1.9832199528458388e-5,1.537951477028371e-5
H16_B0336,Cytoplasm,5.211392649474182e-5,1.0317368703949653e-5,1.1918577752600322e-5,7.5989514300860295e-6,8.535817407694664e-6
H16_B0337,Cytoplasm,2.7805263384370003e-6,1.4225597139936002e-6,2.4723950413735724e-6,3.433831920288269e-6,1.022935728766103e-6
H16_B0338,Cytoplasm,2.181321198555086e-6,1.3040244405996027e-5,7.0909256376870495e-6,2.56276408442995e-6,4.6121607214145335e-6
H16_B0339,Cytoplasm,1.6697612494060043e-6,3.5151987102053385e-5,NaN,1.982801517117679e-6,4.3784940033016674e-6
H16_B0340,Cytoplasm,1.5565070712794697e-5,1.4888512686866702e-5,1.4521857530078598e-5,1.2589602451615163e-5,1.2952541541996002e-5
H16_B0342,Cytoplasm,9.346467563201327e-7,2.599726894755351e-6,1.5365378182015142e-6,5.02035474842513e-7,1.13572778440696e-6
H16_B0343,Cytoplasm,2.8809823451693725e-5,2.650502143558357e-5,2.0680891164633107e-5,9.724364658300669e-6,1.3211436286603552e-5
H16_B0344,Cytoplasm,NaN,8.0722990411395e-6,6.405956833035001e-6,7.977900465515097e-6,8.476918825935741e-6
H16_B0345,Cytoplasm,5.044511696166188e-5,2.0560762754102866e-5,2.346835741748448e-5,1.866577070795004e-5,1.2098993392009396e-5
H16_B0346,Cytoplasm,3.299850882310527e-4,2.939903877024048e-4,2.0415506332748266e-4,2.2495745545077315e-4,1.0912234753119745e-4
H16_B0348,Cytoplasm,9.737317251395608e-7,7.539220795960939e-7,2.9399636272716995e-6,9.088940250621465e-6,8.273488393165933e-6
H16_B0349,Cell_membrane,1.1279440795534454e-5,2.0578291742239313e-5,1.6914140778609345e-5,2.1986153947404638e-5,2.3314154525226884e-5
H16_B0350,Cytoplasm,3.218511034003883e-7,1.2603678378927017e-6,9.16770165998679e-7,6.882021319131028e-7,8.442514678667115e-7
H16_B0351,Cytoplasm,1.0372940435886893e-5,2.878484210714678e-5,9.326144927881867e-6,1.9242297497686618e-5,1.8512699701961893e-5
H16_B0352,Cytoplasm,5.8247991741170696e-6,7.901441974618644e-6,1.4381637922684535e-5,1.5541799294588492e-5,6.0724574016814285e-6
H16_B0353,Cytoplasm,4.0821828801115485e-6,1.8810250571605509e-6,8.982778095776909e-7,4.814514417799057e-7,3.1917087512684133e-6
H16_B0355,Cytoplasm,1.0462145223232979e-6,6.092620038323882e-7,2.548499023708534e-6,1.1406092933805622e-6,1.53264210516558e-6
H16_B0356,Cytoplasm,1.5892229268193578e-05,1.820607867988191e-5,1.1607853940102098e-5,6.757061846271968e-6,1.348984970933202e-5
H16_B0357,Cytoplasm,8.80362478549783e-5,6.297588657789115e-5,1.3198556049911933e-4,1.5665938109755704e-4,5.9933899999190425e-5
H16_B0358,Cytoplasm,4.367902749756006e-6,4.707068159145746e-5,4.630911191370599e-5,1.3657490427526348e-5,7.487810796807763e-6
H16_B0359,Cytoplasm,8.270502323931284e-8,3.101276058913845e-7,1.5435965124629067e-6,2.420102196586234e-7,2.334594560071758e-7
H16_B0360,Cytoplasm,4.949625121732896e-6,3.3094681492071197e-6,2.648925441014343e-6,9.248829150476312e-6,1.2918344479353082e-5
H16_B0361,Cytoplasm,2.2085691205494543e-5,1.3911341598180152e-5,2.1953342788411274e-5,2.898721147221743e-5,3.271838603725921e-5
H16_B0362,Cytoplasm,6.474934204590694e-5,3.442943187970326e-5,2.602161080883608e-5,1.9268426570360353e-5,2.580531776586908e-5
H16_B0363,Cytoplasm,1.1468399222215404e-6,2.3978268585326954e-7,9.320097817164198e-7,1.5695747242791414e-6,9.411515094453733e-7
H16_B0364,Cytoplasm,6.271494647522866e-5,4.106662062198537e-5,8.281616563034108e-5,1.084614010421842e-4,1.6347782059745325e-4
H16_B0365,Cytoplasm,2.3680291515985728e-6,5.622459334969338e-6,4.353851062348871e-6,6.379726805534245e-6,7.818163398848377e-6
H16_B0367,Cytoplasm,2.825820186543693e-6,1.1932860494644876e-6,NaN,7.040474756592789e-6,NaN
H16_B0369,Cell_membrane,5.32481565871309e-7,4.926749317886691e-7,2.2228860811258608e-6,1.8330268828463114e-5,1.938641948261698e-5
H16_B0370,Cytoplasm,1.7838700862513165e-6,1.3843627802633394e-5,3.288373292849706e-6,3.3854521649567374e-6,5.5797035707416495e-6
H16_B0371,Cytoplasm,2.1782988432750185e-8,4.732507563377476e-8,2.8758050251005602e-8,1.2589663603845774e-7,8.443086212137431e-8
H16_B0372,Cytoplasm,7.797491824148195e-6,1.370063725290326e-5,7.480510917309331e-6,8.668956060651366e-6,5.3544716383281016e-6
H16_B0374,Cytoplasm,5.034109821095128e-6,3.7856057453581266e-6,8.462694266777834e-6,1.1664926889861298e-5,1.4233455006362722e-5
H16_B0376,Cytoplasm,1.6055689274113716e-7,6.966059041089261e-7,9.779439890166588e-7,1.6382577625101145e-6,1.488806158776908e-7
H16_B0377,Cell_membrane,2.154139139760918e-6,9.501225307722359e-7,1.4521619181785545e-6,7.076421167905719e-6,3.1664763436360687e-6
H16_B0378,Cytoplasm,6.098293911641228e-7,3.051570546940235e-6,4.2050176831135205e-6,5.555403099595987e-6,1.399536459263557e-6
