Protein,Location,FRC 0.05,FRC 0.1,FRC 0.15,FRC 0.2,FRC 0.25
H16_B0382,Cytoplasm,4.3445314199403025e-6,5.190484222160313e-6,2.7279130755754376e-6,1.0194524738039468e-5,5.943744097231722e-6
H16_B0384,Cytoplasm,3.957506069978851e-6,3.627393150296588e-6,2.9558416624691778e-6,2.753090062741335e-6,6.821458944166271e-6
H16_B0385,Cytoplasm,1.5230870260477086e-5,1.8580233360926843e-5,2.459084296943455e-5,3.9858822815869296e-5,4.0030450294699424e-5
H16_B0386,Cytoplasm,2.1713244786370938e-7,2.461026899834179e-7,4.202133659209617e-7,6.716197072069941e-7,1.6466476482145543e-7
H16_B0388,Cytoplasm,NaN,1.6855923458090125e-7,6.22535698953138e-8,1.2259614551050986e-6,7.062219006960287e-7
H16_B0389,Cytoplasm,9.9532364884956e-5,1.635451962924558e-4,1.422206834697178e-4,1.2646875107265442e-4,1.105998090401722e-4
H16_B0390,Cytoplasm,3.867976858400629e-6,6.07472326594029e-6,5.4096789136942495e-6,7.191846480917138e-6,2.14971674893417e-6
H16_B0391,Cytoplasm,1.192213665076499e-5,2.4320714986768488e-5,3.2771335332113614e-5,2.946369340523249e-5,3.08674004965206e-5
H16_B0392,Cell_membrane,NaN,NaN,NaN,2.985860197891449e-8,NaN
H16_B0393,Cytoplasm,6.081276573253393e-6,9.731680349615438e-6,9.712917020101835e-6,2.4885039929250075e-6,4.810936472006868e-6
H16_B0394,Cytoplasm,7.918452585427494e-7,1.2648693484119883e-6,1.4630527070956286e-6,1.1176521895965977e-6,1.3405123096752244e-6
H16_B0397,Cytoplasm,4.458018244778343e-5,9.157424753825143e-5,1.1368575297424777e-4,3.687016915872666e-5,3.09743303510848e-5
H16_B0398,Cytoplasm,1.3023253000323833e-5,1.967748938835097e-5,2.754137737208835e-5,1.0211848023805442e-4,1.1016507681668359e-4
H16_B0401,Cytoplasm,8.57678146750755e-6,7.285889396300239e-6,7.0786736591487135e-6,1.1301457597852159e-5,8.653746228124688e-6
H16_B0402,Cytoplasm,1.756174830199376e-6,5.65133091723942e-6,2.4656148918098915e-6,2.6037560412191775e-6,2.9063829060099466e-6
H16_B0403,Cytoplasm,1.1371325806677305e-5,1.560666246914809e-5,9.923045029168938e-6,1.0246142931948927e-5,1.2144949752570583e-5
H16_B0404,Cytoplasm,2.4890768623586792e-6,1.4937100954404322e-6,9.69173668137855e-7,2.6310176144607893e-6,2.8443402809485274e-6
H16_B0405,Cytoplasm,7.63988295708527e-6,2.8267442808706456e-5,2.803003822409846e-5,2.7634789508287167e-5,4.800632789317796e-5
H16_B0406,Cytoplasm,4.380662337819092e-6,4.877894161441653e-6,6.2479902987312295e-6,9.183451848531237e-6,7.108877491092393e-6
H16_B0408,Cytoplasm,1.8418725844025694e-5,1.259438502127563e-5,1.8460710167663496e-5,1.8993319230544576e-5,2.5456631654430992e-5
H16_B0410,Cell_membrane,2.4647609991757656e-5,2.9171299624906536e-5,1.1104474358493665e-5,2.4687297252970315e-5,3.393524742387378e-5
H16_B0411,Cell_membrane,4.161744417861279e-6,4.81483581568951e-6,3.515696962120918e-6,3.015832897172679e-6,6.5135299742114475e-6
H16_B0412,Cytoplasm,1.226940812596826e-4,1.3789012718988156e-4,1.586694077247189e-4,1.2736631847605096e-4,1.2533382728624031e-4
H16_B0413,Cytoplasm,7.471533689486948e-8,1.1900138019274945e-5,7.951055711131144e-6,1.984572156308867e-7,3.418775452482656e-6
H16_B0414,Cell_membrane,1.1403787251785828e-6,5.381072935812346e-7,3.8535951004012297e-7,1.1075429136841137e-6,7.733817411769693e-7
H16_B0415,Cytoplasm,1.8519582711569952e-5,3.418169615680232e-5,2.084249208839867e-5,1.872685988460011e-5,2.1350008700698738e-5
H16_B0417,Cytoplasm,6.128285057703487e-6,9.515105493065951e-6,3.944561597309839e-6,7.348633380108494e-6,3.879051231067424e-6
H16_B0418,Cytoplasm,9.873599294241379e-7,NaN,2.56908775540165e-7,3.126799963698749e-7,6.991870354733753e-7
H16_B0419,Cytoplasm,1.812958829666359e-5,1.8171232592064833e-5,1.652849448610401e-5,2.6171481795246352e-5,2.2938558876308645e-5
H16_B0420,Cytoplasm,4.758571248002061e-6,3.8284615584037285e-6,3.4580849613284823e-6,8.817250737405096e-6,2.0223332170732817e-5
H16_B0421,Cytoplasm,2.459708320118376e-7,1.1678929957309258e-5,1.760961585209471e-5,2.0372722717808644e-5,4.208440306609669e-5
H16_B0422,Cytoplasm,2.4196473327608814e-5,5.8195127110730295e-5,4.739322909927384e-5,4.987455567994941e-5,7.62052584650703e-5
H16_B0424,Cytoplasm,2.7332481910961214e-4,7.01978854314781e-4,5.741046581321718e-4,8.73694798432303e-4,0.0010406425262879009
H16_B0428,Cytoplasm,3.4741417589862685e-7,1.2043850129000013e-7,2.0091154728462146e-7,3.011695932185881e-7,8.800251382563918e-8
H16_B0429,Cytoplasm,1.0987482062007877e-5,1.0665847843978923e-5,1.2189299129872178e-5,1.5242074034417037e-5,2.9839866915578915e-5
H16_B0432,Cytoplasm,2.1538633789207073e-5,2.923246633367794e-5,2.323662089101119e-5,7.863920119403884e-5,4.55514400999095e-5
H16_B0435,Cytoplasm,1.3675567829050208e-6,2.9037000934133564e-6,7.191054780862969e-7,NaN,3.2574452307739114e-6
H16_B0438,Cytoplasm,1.5425472003631336e-4,1.2361966193283292e-4,1.0935624437986033e-4,9.504032394992012e-5,1.3433057691605792e-4
H16_B0441,Cell_membrane,1.0252354770118052e-5,1.0282833509785886e-5,2.1919407499760848e-5,2.2599628068745156e-5,3.8768525614699564e-5
H16_B0442,Cytoplasm,2.5157471168967845e-5,4.224863866186328e-5,5.904769027757431e-5,8.444058317622985e-5,4.1136099595237894e-5
H16_B0448,Cell_membrane,8.782212893312708e-6,4.821685707953519e-6,1.2645146881799224e-5,1.8538457095886614e-5,1.3422274471352193e-5
H16_B0450,Cytoplasm,1.4871625496227592e-8,NaN,1.51796182145905e-7,4.457975843245983e-8,1.6382156556238091e-7
H16_B0451,Cytoplasm,7.927884211637056e-7,1.6017661822918357e-5,6.72056027877028e-6,6.163231785764108e-6,1.1586181521937103e-5
H16_B0452,Cytoplasm,7.671253814492925e-6,1.1078780608924403e-5,9.8797405482042e-6,1.5950873678682302e-5,7.3273620708662e-6
H16_B0455,Cell_membrane,7.669511250729701e-6,1.755484375785508e-5,1.2579643822515812e-5,1.0732202107145027e-5,1.2694245416585385e-5
H16_B0457,Cytoplasm,2.5666486613459947e-6,9.608521335854202e-6,2.039653948393974e-6,7.469036425356185e-7,3.2191822565608195e-7
H16_B0458,Cytoplasm,1.5109619025315947e-5,2.1162582260418606e-5,1.4117442303112029e-5,1.2089271381483392e-5,1.4404775030322514e-5
H16_B0459,Cytoplasm,4.374288567183947e-6,7.581075959278269e-6,4.478447686032447e-6,3.625997777280986e-6,6.548223737523029e-6
H16_B0460,Cytoplasm,1.72340494263563e-7,3.7542398709656125e-7,8.717793888476458e-7,4.737360851408737e-6,1.7737989569192531e-7
H16_B0461,Cytoplasm,3.976473326117971e-6,1.880558440057545e-6,5.580768955402837e-6,9.28960481919912e-7,3.15476758138058e-6
H16_B0462,Cell_membrane,1.0318476197442979e-6,7.638978719047039e-7,5.569382435335912e-7,1.46061305600853e-6,3.6759185028231514e-7
H16_B0463,Cell_membrane,3.335738948953212e-6,4.5669338805071215e-6,7.485785403730733e-6,2.861994968767016e-6,6.339718862085407e-6
H16_B0464,Cytoplasm,1.272481216205988e-5,1.660806483484189e-5,9.294738110824317e-6,2.2930030512514013e-5,1.880700569721261e-5
H16_B0465,Cytoplasm,1.7910917847340195e-5,1.2705388636298083e-5,8.013222903684894e-6,9.967903062022534e-6,2.445009074802358e-5
H16_B0466,Cytoplasm,1.8339857564573672e-6,3.7511055217050384e-6,3.046866959875509e-6,1.5836053559207297e-6,1.321892047979185e-6
H16_B0467,Cytoplasm,3.109070132190944e-6,2.1670053373376967e-6,3.201573784350866e-6,5.176747080716219e-6,2.3993778262650087e-6
H16_B0470,Cytoplasm,3.300783941257509e-5,1.9921249518301645e-5,2.3354784298100146e-5,3.129728501540531e-5,3.4184239226121975e-5
H16_B0471,Cytoplasm,2.195828941134689e-6,7.551857133559983e-6,1.7870321520063747e-5,1.7097431756194208e-5,1.884237426330452e-5
H16_B0472,Cytoplasm,NaN,1.029821540998855e-6,1.61719471014419e-7,NaN,3.515653017161849e-5
H16_B0476,Cytoplasm,NaN,NaN,NaN,NaN,8.65901806773501e-5
H16_B0477,Cell_membrane,1.5532891486106248e-6,6.030607617860588e-7,2.90671040431633e-6,5.245317994916151e-7,1.200884361460627e-6
H16_B0478,Cytoplasm,2.3135827881627453e-05,9.909841780946097e-6,1.1865857362882034e-5,2.2065278534422706e-5,1.4238529148564295e-5
H16_B0479,Cytoplasm,4.664976988386522e-6,2.7713168022042372e-6,5.060024325017928e-6,9.804089825122542e-6,3.293450360436109e-6
H16_B0480,Cell_membrane,2.1036459473782273e-6,1.4286178647244474e-5,2.3881972721970594e-6,1.631357269060627e-6,1.1363533874992917e-6
H16_B0481,Cytoplasm,1.584916328860096e-6,8.81899623873233e-6,1.6928353907636398e-6,1.942782961630854e-6,3.968372213281436e-6
H16_B0482,Cytoplasm,6.4638230839698915e-6,4.685379051757945e-6,3.1093054351114665e-6,1.129135117835799e-5,1.1601043406654442e-5
H16_B0483,Cell_membrane,2.3153813764496175e-6,6.344831153710021e-6,3.8889775711702515e-6,6.529517939308957e-6,2.673912598649176e-6
H16_B0485,Cytoplasm,3.291517869496701e-5,5.140663934623995e-5,3.514845534618801e-5,1.7311214335577448e-5,2.7347067704800256e-5
H16_B0486,Cell_membrane,6.741363330781377e-6,9.940960687427726e-6,7.483075657015123e-6,8.715207558167597e-6,6.986481835781125e-6
H16_B0487,Cytoplasm,4.5993698639426394e-8,2.5004479940416317e-7,2.3725855689073926e-7,1.071912509640696e-7,5.884503957703889e-7
H16_B0488,Cytoplasm,1.1302701480510829e-7,6.89334274234479e-7,1.3163068855532955e-7,6.788728821335034e-7,5.423131854760368e-7
H16_B0489,Cytoplasm,2.51836874013842e-7,7.442932841613632e-7,NaN,1.1196311168039171e-6,5.559601270828336e-7
H16_B0490,Cell_membrane,1.182554596483596e-6,9.061015597628739e-7,6.049019116313884e-7,6.271224666380843e-7,1.4448871509303182e-6
H16_B0491,Cytoplasm,1.2706607920825448e-5,2.3086217421128575e-5,2.356344079421347e-5,3.945916208353499e-5,3.5501415049487215e-5
H16_B0492,Cytoplasm,2.8114506499270757e-5,1.962276684256574e-5,2.450545279208434e-5,1.0292428314643727e-5,3.161278422962003e-5
H16_B0493,Cytoplasm,1.7704430937586476e-5,1.9266215317453034e-5,1.9232277229520517e-5,1.584616031644203e-5,2.4041124862169814e-5
H16_B0494,Cytoplasm,5.7982020637616834e-5,7.442890856682556e-5,1.218609279255177e-4,9.989018004085555e-5,1.1591913319798149e-4
H16_B0496,Cytoplasm,3.6122194720489477e-6,8.458418253929467e-6,9.386817711885445e-6,9.282283844648717e-6,8.337420717453482e-6
H16_B0497,Cytoplasm,1.2979002603772797e-5,2.2903160680179823e-6,1.4851291728994623e-5,4.135773786894298e-6,7.546215314398391e-6
H16_B0498,Cytoplasm,2.0946489623133808e-6,3.967601305766937e-6,1.955839757254225e-6,1.6788027687462162e-5,1.0799434725162233e-5
H16_B0499,Cytoplasm,5.08850909403705e-6,6.827301971105015e-6,1.3140139206647048e-5,1.2514006867317103e-5,2.1602599564626843e-5
H16_B0500,Cytoplasm,2.9659136873827615e-6,3.7928411057760447e-6,2.4032665805606984e-6,2.0155822811388543e-6,3.367160138016848e-6
H16_B0501,Cytoplasm,1.1588986093364524e-4,1.3744509291933014e-4,1.6023138041978697e-4,2.6115496058606164e-4,1.7033499723354833e-4
H16_B0502,Cytoplasm,1.485697608204494e-4,2.3294876784465583e-4,2.898023082526639e-4,3.4893893268934045e-4,3.699753419477532e-4
H16_B0507,Cytoplasm,2.7321855547102163e-7,3.839233471166051e-6,4.219627188178995e-5,2.3610629037436584e-6,3.638450079137839e-6
H16_B0508,Cell_membrane,NaN,NaN,NaN,3.082110149981438e-4,NaN
H16_B0509,Cell_membrane,1.1952965945452553e-8,1.731861045205246e-8,5.165099486858004e-9,1.6386900302420628e-8,NaN
H16_B0510,Cytoplasm,4.5425022355214325e-6,1.0298582253462615e-5,1.7687582145855157e-5,1.9041797856905973e-5,1.667432675898668e-5
H16_B0512,Cytoplasm,3.389635926565324e-4,2.2813588003419306e-4,2.849408945925064e-4,2.1192122657203962e-4,1.5017844268226828e-4
H16_B0513,Cell_membrane,4.059528724441994e-5,3.932271984978248e-5,4.013527941247988e-5,3.987175548633711e-5,2.5798108107658584e-5
H16_B0514,Cytoplasm,1.9133477231054155e-5,1.7275361381740708e-5,3.6482100909055066e-6,1.549859765200041e-6,1.4559320783380773e-6
H16_B0516,Cytoplasm,5.942776319834345e-7,1.5254469438397533e-6,1.5859859762817525e-6,1.3123037160025727e-6,6.127497300676213e-7
H16_B0517,Cytoplasm,3.693257031212606e-5,4.338631145237355e-5,2.504980869062753e-5,1.982129062812755e-5,1.0834934831951956e-5
H16_B0518,Cytoplasm,4.3995097011306806e-6,6.2604310884083465e-6,3.812824803814339e-6,1.013865451553383e-5,1.1444176598803515e-5
H16_B0520,Cell_membrane,9.993464784864461e-5,5.162879791737189e-5,1.1672138446261726e-4,9.991999707788109e-5,9.575503990618494e-5
H16_B0521,Cytoplasm,2.4883968973640937e-5,4.391372144910783e-5,5.0288200536539885e-5,2.5632003764825665e-5,2.6648753861649327e-5
H16_B0522,Cytoplasm,1.220590604137935e-4,8.74136276174576e-5,6.333555977910744e-5,4.181517849006529e-5,7.598973441454608e-5
H16_B0523,Cytoplasm,6.8019805481992505e-6,3.0778661745972854e-6,4.9581373161033425e-6,1.4220127519777796e-5,2.1008437616750098e-5
H16_B0524,Cell_membrane,4.374419629776455e-6,5.613410615249111e-6,6.665154049695927e-6,1.5386174038258917e-5,1.4827826421546807e-5
H16_B0525,Cytoplasm,3.41671837434203e-5,2.477980948454346e-5,1.541071246717071e-5,1.1677911750016787e-5,1.1494213438050187e-5
H16_B0526,Cytoplasm,5.368877477453874e-5,9.891190837619985e-5,5.62933328984263e-5,2.0045859121838403e-5,2.6601653802671617e-4
H16_B0529,Cytoplasm,5.825953093527886e-6,6.86240559358566e-6,5.572582347899751e-6,8.60348227756152e-6,7.362795413405735e-6
H16_B0530,Cytoplasm,3.0472913547577374e-5,4.805548758927413e-5,2.8738489182864536e-5,2.9221858186604554e-5,2.5174034347009913e-5
H16_B0531,Cytoplasm,2.8949747268113806e-5,1.8680138352127475e-5,1.6809516485763217e-5,2.5713183311383135e-5,2.7495309881055078e-5
H16_B0533,Cytoplasm,3.910241992747187e-8,5.402882943962999e-8,NaN,NaN,NaN
H16_B0535,Cytoplasm,4.422580843002043e-6,6.250639901793505e-6,6.093109669227169e-6,2.7624641638003038e-6,3.5612200991757475e-6
H16_B0536,Cytoplasm,2.4679930804693442e-5,2.9309936739026103e-5,2.560876806304142e-5,2.7280645443890432e-5,1.2346888841470801e-5
H16_B0537,Cytoplasm,6.32398494133602e-5,5.105620392301796e-5,4.9511266883195706e-5,2.953621905847599e-5,4.4746488314096435e-5
H16_B0538,Cytoplasm,6.14561212492494e-5,2.3327949678604495e-4,2.339345080219108e-4,4.7846705156811336e-5,7.802776429734537e-5
H16_B0540,Cytoplasm,1.4202455709291922e-5,1.2917250565206086e-6,1.7469507078024754e-6,1.0726869828133677e-6,1.1196991278726777e-6
H16_B0541,Cytoplasm,4.433504683173392e-6,1.613360077510181e-6,1.216594954674116e-6,1.2099610539828739e-6,8.487820433071525e-6
H16_B0542,Cytoplasm,3.155579647422381e-8,2.284021859811047e-7,3.672093768063576e-8,3.794970596479763e-8,7.519274521633628e-9
H16_B0543,Cytoplasm,4.4595176248578094e-7,1.445158201755638e-7,1.0839359453565744e-6,6.772750370548865e-7,5.880695275206205e-7
H16_B0544,Cytoplasm,1.0495509000970792e-7,2.2318872229135842e-7,NaN,1.6951619300651252e-7,NaN
H16_B0545,Cytoplasm,NaN,NaN,NaN,NaN,7.71975649746623e-6
H16_B0546,Cytoplasm,1.5405236742124177e-6,1.13561816445136e-6,1.5710403513232187e-6,1.1086393128583412e-6,2.9106462617857134e-7
H16_B0547,Cytoplasm,6.009332163435602e-6,1.713304153845522e-5,9.70919946977672e-6,1.3923861596664759e-5,1.0851910999885958e-5
H16_B0548,Cytoplasm,3.800771582360292e-6,2.40442703707016e-6,9.127606318023256e-7,9.380090770566025e-7,1.8340744215957009e-7
H16_B0549,Cytoplasm,1.1533690749364441e-6,7.683642369830116e-6,5.686490226714485e-6,7.109186595146181e-7,5.5399034546623655e-5
H16_B0551,Cytoplasm,3.806169117812485e-6,2.058675529933603e-6,1.6490685976073933e-6,4.184224984154029e-6,6.809099842350473e-6
H16_B0552,Cytoplasm,3.391927404061355e-6,3.107561499115995e-6,1.4889254552982443e-6,9.537384390424915e-7,3.7188107958741996e-6
H16_B0553,Cell_membrane,1.64061831657386e-5,1.906701796801733e-5,1.0062579738872624e-5,3.898576856122746e-6,9.032036298542813e-6
H16_B0554,Cytoplasm,1.6118537016870775e-4,1.6358610820911646e-4,1.4351008838908746e-4,1.0448892655964511e-4,7.577368845487307e-5
H16_B0555,Cytoplasm,1.873090168050465e-5,2.474339798236009e-5,2.8555260613675826e-5,3.0376886539901198e-5,7.155972434926135e-5
H16_B0557,Cell_membrane,8.190001947844809e-6,1.5503522577493113e-5,1.0315716594845634e-5,4.495913036011431e-6,8.020672424004759e-6
H16_B0558,Cytoplasm,7.237853110860869e-7,1.5728819813881643e-6,2.4435036384421354e-6,1.4128361561416656e-5,4.679277423607623e-6
H16_B0559,Cytoplasm,3.130021226382025e-5,1.775610506540198e-5,3.145032653462641e-5,3.5291917019974426e-5,3.058450646241379e-5
H16_B0560,Cytoplasm,7.137911071246948e-6,4.761182865380633e-6,7.586108397277781e-6,6.94948943333473e-6,2.3337694904522763e-5
H16_B0565,Cell_membrane,5.3953768960515336e-5,4.855633575041829e-5,4.714351210079006e-5,2.7085787732588772e-05,4.04249629278327e-5
H16_B0566,Cytoplasm,3.781315162951563e-5,3.3109599743462274e-5,2.954498251409198e-5,7.934441841435635e-5,4.0531398113970015e-5
H16_B0567,Cell_membrane,3.769174764641041e-5,6.318878169348501e-5,8.705113263371403e-5,9.585994526908161e-5,5.628309275440062e-5
H16_B0568,Cytoplasm,1.6598964572023172e-4,1.6206327874773865e-4,1.98231431329904e-4,7.735700847519645e-4,9.735314659695019e-4
H16_B0569,Cytoplasm,9.648682513570466e-6,6.628388747064285e-6,7.839702911408038e-6,6.891049099338682e-6,8.412678475361088e-6
H16_B0570,Cell_membrane,6.95549063346628e-7,3.5198664035520776e-6,1.0578162916103237e-5,8.197836882391809e-6,6.732175439340346e-6
H16_B0571,Cytoplasm,2.39300360756933e-4,3.5547538603839863e-4,2.4250736606355828e-4,1.9135342911385261e-4,1.623396802120502e-4
H16_B0572,Cell_membrane,5.599539828146653e-7,2.468810364352415e-6,8.732059799519513e-7,3.897485230898155e-7,8.423528028581434e-7
H16_B0574,Cytoplasm,2.0700133848676968e-4,1.7986285900891893e-4,1.4835477474703967e-4,7.598174446805772e-5,7.623253103590989e-5
H16_B0575,Cytoplasm,NaN,1.1959612703272232e-6,3.320110209272493e-6,2.471100393678e-6,8.590208965081694e-6
H16_B0576,Cytoplasm,2.0922825212418852e-5,1.7492415858909335e-5,1.236373546797764e-5,1.9074821061450282e-5,1.2382903467835651e-5
H16_B0577,Cytoplasm,6.085760897267057e-5,5.230300113348242e-5,4.9445445036807555e-5,4.932891902678559e-5,4.865013144612726e-5
H16_B0578,Cytoplasm,NaN,1.3011049065087517e-7,4.027935033618966e-8,NaN,9.116312238371731e-8
H16_B0580,Cytoplasm,5.5503350269249945e-5,5.072971803102095e-5,3.6329178287290154e-5,3.9656496727772746e-5,2.4907043781106308e-5
H16_B0581,Cell_membrane,1.497183362726725e-5,1.5523945654804114e-5,1.6273398302776352e-5,2.6505477468925313e-5,1.352870277440298e-4
H16_B0582,Cell_membrane,2.692653447868808e-5,3.9008058658680543e-5,4.5451068039027926e-5,8.047916429506202e-5,1.3995177041126498e-4
H16_B0583,Cell_membrane,1.016901927443236e-5,4.08258604516766e-5,3.454149306840757e-5,3.143261057076401e-5,3.808216032422077e-5
H16_B0584,Cell_membrane,6.665027773374685e-7,7.591480026683592e-8,2.9567524461816254e-7,4.0944369978504974e-7,1.97292938401299e-7
H16_B0585,Cytoplasm,2.020704043275646e-5,1.4270476342419677e-5,7.478604290531797e-6,1.7645732247217405e-5,6.385683237680388e-6
H16_B0586,Cell_membrane,4.5121903565592695e-6,5.412117443298952e-6,5.410819911617745e-6,5.638642271015749e-6,7.292701542350655e-6
H16_B0587,Cytoplasm,1.545919245070917e-4,1.2726945779292266e-4,1.0478038589611428e-4,7.116343773410745e-5,5.2301893334531565e-5
H16_B0589,Cytoplasm,4.405422989387521e-5,5.476734864785242e-5,5.2171878917777756e-05,4.790977433128824e-5,4.650384204681559e-5
H16_B0590,Cytoplasm,5.777397000012094e-5,6.522827492408245e-5,8.537406421210861e-5,9.645668402883592e-5,3.104069231873567e-5
H16_B0591,Cytoplasm,7.209168980302611e-5,6.698669225877008e-5,7.719339628272394e-5,9.659676750101876e-5,8.604420238883662e-5
H16_B0592,Cytoplasm,5.623665506655494e-4,5.023273721179381e-4,3.868141675894731e-4,2.723296858556872e-4,1.9570336350968295e-4
H16_B0595,Cytoplasm,6.612727199716534e-6,1.5074221114759538e-5,1.3487714279783895e-5,1.7080198330050143e-5,2.098854857943551e-5
H16_B0597,Cytoplasm,3.368316282442179e-6,1.4246985261529363e-6,2.8791210026579615e-6,3.2326005642476933e-6,1.9213483465198194e-6
H16_B0598,Cell_membrane,4.004854764799119e-7,6.14796245897128e-7,2.530490119523812e-6,2.8140092071609233e-6,2.961293966209472e-6
H16_B0599,Cytoplasm,4.217254619072976e-7,2.495533348197105e-6,6.925928048346721e-7,1.9585502984099305e-7,5.268013971307209e-7
H16_B0600,Cytoplasm,1.1422338220165363e-6,1.119539705814778e-5,1.8806736943279723e-6,2.304497321861063e-6,5.750102246934848e-6
H16_B0601,Cytoplasm,6.121786586870244e-5,7.922380958658551e-5,1.048154160682929e-4,7.646568013816228e-5,8.680543839457373e-5
H16_B0602,Cytoplasm,1.4989119114613455e-6,3.272011837956189e-6,4.77218582064102e-6,4.345259276640155e-6,1.6756729495497313e-6
H16_B0605,Cytoplasm,3.680973002608959e-6,4.593321112610153e-6,3.800054568471828e-6,3.483626297502796e-6,4.7376800592107835e-6
H16_B0606,Cytoplasm,2.266822795928367e-5,1.2895305670610008e-5,1.3960185828203997e-5,8.315840270004166e-6,1.2464906485762034e-5
H16_B0607,Cytoplasm,3.5946305793105885e-4,NaN,NaN,NaN,NaN
H16_B0609,Cytoplasm,2.3682621273141648e-4,1.5663280001750914e-4,1.4863764506097926e-4,2.1253306895383339e-4,1.0739557884147541e-4
H16_B0610,Cytoplasm,2.212373165404456e-5,8.718905658593769e-6,1.0551561126953826e-5,1.6437012250563254e-5,2.335381085224691e-5
H16_B0611,Cytoplasm,1.8242750468555665e-7,1.6997489619369555e-6,1.2036348699371576e-6,1.0775213834047316e-6,2.8741170994661015e-6
