,gene,reaction_id,reaction_name,reaction_reaction,LB_medium,EX_fru_e_EX_nh4_e,EX_succ_e_EX_nh4_e,EX_formate_e_EX_nh4_e
2710,H16_A1068,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2711,H16_A1068,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2712,H16_A1068,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2713,H16_B0849,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2714,H16_B0849,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2715,H16_B0849,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2716,H16_B0849,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2717,H16_B0849,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2718,H16_B0664,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2719,H16_B0664,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2720,H16_B0664,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2721,H16_B0664,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2722,H16_B0664,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2723,H16_A0863,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2724,H16_A0863,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2725,H16_A0863,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2726,H16_A0863,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2727,H16_A0863,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2728,H16_B0400,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2729,H16_B0400,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2730,H16_B0400,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2731,H16_B0400,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2732,H16_B0400,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2733,H16_B0676,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2734,H16_B0676,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2735,H16_B0676,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2736,H16_B0676,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2737,H16_B0676,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2738,H16_A0460,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2739,H16_A0460,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2740,H16_A0460,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2741,H16_A0460,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2742,H16_A0460,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2743,H16_B1481,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2744,H16_B1481,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2745,H16_B1481,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2746,H16_B1481,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2747,H16_B1481,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2748,H16_B0909,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2749,H16_B0909,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2750,H16_B0909,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2751,H16_B0909,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2752,H16_B0909,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2753,H16_B0384,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2754,H16_B0384,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2755,H16_B0384,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2756,H16_B0384,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2757,H16_B0384,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2758,H16_B0395,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2759,H16_B0395,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2760,H16_B0395,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2761,H16_B0395,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2762,H16_B0395,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2763,H16_B0751,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2764,H16_B0751,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2765,H16_B0751,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2766,H16_B0751,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2767,H16_B0751,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2768,H16_B0396,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2769,H16_B0396,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2770,H16_B0396,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2771,H16_B0396,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2772,H16_B0396,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2773,H16_A1067,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2774,H16_A1067,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2775,H16_A1067,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2776,H16_A1067,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2777,H16_A1067,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2778,H16_B0704,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2779,H16_B0704,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2780,H16_B0704,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2781,H16_B0704,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2782,H16_B0704,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2783,H16_B1694,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2784,H16_B1694,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2785,H16_B1694,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2786,H16_B1694,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2787,H16_B1694,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2788,H16_B0383,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2789,H16_B0383,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2790,H16_B0383,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2791,H16_B0383,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2792,H16_B0383,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2793,H16_B1826,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2794,H16_B1826,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2795,H16_B1826,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2796,H16_B1826,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2797,H16_B1826,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2798,H16_A0843,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2799,H16_A0843,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2800,H16_A0843,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2801,H16_A0843,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2802,H16_A0843,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2803,H16_B0379,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2804,H16_B0379,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2805,H16_B0379,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2806,H16_B0379,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2807,H16_B0379,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2808,H16_B1367,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2809,H16_B1367,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2810,H16_B1367,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2811,H16_B1367,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2812,H16_B1367,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2813,H16_B0580,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2814,H16_B0580,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2815,H16_B0580,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2816,H16_B0580,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2817,H16_B0580,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2818,H16_B0683,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2819,H16_B0683,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2820,H16_B0683,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2821,H16_B0683,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2822,H16_B0683,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2823,H16_A2596,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2824,H16_A2596,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2825,H16_A2596,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2826,H16_A2596,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2827,H16_A2596,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2828,H16_B0014,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2829,H16_B0014,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2830,H16_B0014,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2831,H16_B0014,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2832,H16_A1530,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2833,H16_A1530,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2834,H16_A1530,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2835,H16_A1530,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2836,H16_A1530,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2837,H16_B0938,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2838,H16_B0938,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2839,H16_B0938,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2840,H16_B0938,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2841,H16_B0938,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2842,H16_A2458,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2843,H16_A2458,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2844,H16_A2458,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2845,H16_A2458,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2846,H16_B0360,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2847,H16_B0360,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2848,H16_B0360,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2849,H16_B0360,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2850,H16_B0360,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2851,H16_B2157,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,0,0,0,0
2852,H16_B2157,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,0,0,0,0
2853,H16_B2157,ACOADH2,Acyl-CoA dehydrogenase,fad_c + h_c + ppcoa_c <=> fadh2_c + prpncoa_c,0,0,0,0
2854,H16_B2157,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,0,0,0,0
2855,H16_B2157,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,0,0,0,0
2856,H16_B2126,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2857,H16_B2014,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2858,H16_A1732,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2859,H16_B2013,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2860,H16_B0814,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2861,H16_B1666,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2862,H16_B1643,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2863,H16_A1734,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2864,H16_A3386,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2865,H16_A1546,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2866,H16_A1465,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2867,H16_A2086,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2868,H16_B2069,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2869,H16_B1172,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,0,0,0,0
2870,H16_A3244,PROAKGOX1,Prolyl 4-hydroxylase,akg_c + o2_c + pro__L_c --> 4hpro_c + co2_c + succ_c,0,0,0,0
2871,H16_A2638,ACONT2,Aconitase (isocitrate hydro-lyase),acon_c + h2o_c <=> icit_c,0,0,0,0
2872,H16_A2638,ACONT1,Aconitase (citrate hydro-lyase),cit_c <=> acon_c + h2o_c,0,0,0,0
2873,H16_B0568,ACONT2,Aconitase (isocitrate hydro-lyase),acon_c + h2o_c <=> icit_c,0,0,0,0
2874,H16_B0568,ACONT1,Aconitase (citrate hydro-lyase),cit_c <=> acon_c + h2o_c,0,0,0,0
2875,H16_B0875,MALPYRI,Maleylpyruvate isomerase,malpyr_c --> fumpyr_c,0,0,0,0
2876,H16_B1152,MAN6PI,Mannose-6-phosphate isomerase,man6p_c <=> f6p_c,0,0,0,0
2877,H16_A2211,ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,0,0,0,0
2878,H16_A2227,ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,0,0,0,0
2879,H16_A2883,DMOAT2,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + kdolipid4_c --> cmp_c + h_c + k2lipiv_c,1,1,1,1
2880,H16_A2883,MOAT,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,1,1,1,1
2881,H16_A0856,ASPO1,L-aspartate oxidase,asp__L_c + h2o_c + o2_c <=> h2o2_c + nh4_c + oaa_c,0,0,0,0
2882,H16_A0856,LAAO2,L-amino-acid oxidase,h2o_c + met__L_c + o2_c --> 4met2obut_c + h2o2_c + nh4_c,0,0,0,0
2883,H16_A0856,LAAO3,L-amino-acid oxidase,h2o_c + ile__L_c + o2_c <=> 3mop_c + h2o2_c + nh4_c,0,0,0,0
2884,H16_A0856,LAAO5,L-amino-acid oxidase,h2o_c + o2_c + phe__L_c --> h2o2_c + nh4_c + phpyr_c,0,0,0,0
2885,H16_A0856,LAAO6,L-amino-acid oxidase,h2o_c + o2_c + trp__L_c --> h2o2_c + idpyr_c + nh4_c,0,0,0,0
2886,H16_A0856,LAAO4,L-amino-acid oxidase,h2o_c + o2_c + tyr__L_c --> 34hpp_c + h2o2_c + nh4_c,0,0,0,0
2887,H16_A0845,ASPO1,L-aspartate oxidase,asp__L_c + h2o_c + o2_c <=> h2o2_c + nh4_c + oaa_c,0,0,0,0
2888,H16_A0845,LAAO2,L-amino-acid oxidase,h2o_c + met__L_c + o2_c --> 4met2obut_c + h2o2_c + nh4_c,0,0,0,0
2889,H16_A0845,LAAO3,L-amino-acid oxidase,h2o_c + ile__L_c + o2_c <=> 3mop_c + h2o2_c + nh4_c,0,0,0,0
2890,H16_A0845,LAAO5,L-amino-acid oxidase,h2o_c + o2_c + phe__L_c --> h2o2_c + nh4_c + phpyr_c,0,0,0,0
2891,H16_A0845,LAAO6,L-amino-acid oxidase,h2o_c + o2_c + trp__L_c --> h2o2_c + idpyr_c + nh4_c,0,0,0,0
2892,H16_A0845,LAAO4,L-amino-acid oxidase,h2o_c + o2_c + tyr__L_c --> 34hpp_c + h2o2_c + nh4_c,0,0,0,0
2893,H16_A1553,4HBTD,4-hydroxybutyrate dehydrogenase,4hbt_c + nad_c <=> h_c + nadh_c + sucsal_c,0,0,0,0
