raw,val,sensor,date,time,type,delta_c,gas_idx,exp_id,block,mu,channel,flow_rate [ml/min],flow [ml/min],strain,condition,c_Frc [g/l],c_NH4Cl [g/l]
230,249,1,2019-08-03,2019-08-03 10:26:01,CO2,249,32,2,1,0.2,1,80,0.0498,PHB+,fructose,0.5,1
171,173,3,2019-08-03,2019-08-03 10:26:01,CO2,173,32,2,1,0.2,3,80,0.0346,PHB-,fructose,0.5,1
193,192,2,2019-08-03,2019-08-03 10:26:01,CO2,192,32,2,1,0.2,2,80,0.0384,PHB+,fructose,0.5,1
237,241,4,2019-08-03,2019-08-03 10:26:01,CO2,241,32,2,1,0.2,4,80,0.0482,PHB-,fructose,0.5,1
20810,19490,1,2019-08-03,2019-08-03 10:26:01,O2,-203.5,35,2,1,0.2,4,80,-0.0407,PHB-,fructose,0.5,1
232,217,1,2019-08-03,2019-08-03 10:27:02,CO2,217,32,2,1,0.2,1,80,0.0434,PHB+,fructose,0.5,1
171,165,3,2019-08-03,2019-08-03 10:27:02,CO2,165,32,2,1,0.2,3,80,0.033,PHB-,fructose,0.5,1
191,188,2,2019-08-03,2019-08-03 10:27:02,CO2,188,32,2,1,0.2,2,80,0.0376,PHB+,fructose,0.5,1
238,234,4,2019-08-03,2019-08-03 10:27:02,CO2,234,32,2,1,0.2,4,80,0.0468,PHB-,fructose,0.5,1
20810,19490,1,2019-08-03,2019-08-03 10:27:02,O2,-203.5,35,2,1,0.2,4,80,-0.0407,PHB-,fructose,0.5,1
229,241,1,2019-08-03,2019-08-03 10:28:01,CO2,241,32,2,1,0.2,1,80,0.0482,PHB+,fructose,0.5,1
173,162,3,2019-08-03,2019-08-03 10:28:01,CO2,162,32,2,1,0.2,3,80,0.0324,PHB-,fructose,0.5,1
193,193,2,2019-08-03,2019-08-03 10:28:01,CO2,193,32,2,1,0.2,2,80,0.0386,PHB+,fructose,0.5,1
239,243,4,2019-08-03,2019-08-03 10:28:01,CO2,243,32,2,1,0.2,4,80,0.0486,PHB-,fructose,0.5,1
20820,19500,1,2019-08-03,2019-08-03 10:28:01,O2,-193.5,35,2,1,0.2,4,80,-0.0387,PHB-,fructose,0.5,1
228,235,1,2019-08-03,2019-08-03 10:29:01,CO2,235,32,2,1,0.2,1,80,0.047,PHB+,fructose,0.5,1
170,176,3,2019-08-03,2019-08-03 10:29:01,CO2,176,32,2,1,0.2,3,80,0.0352,PHB-,fructose,0.5,1
195,202,2,2019-08-03,2019-08-03 10:29:01,CO2,202,32,2,1,0.2,2,80,0.0404,PHB+,fructose,0.5,1
238,244,4,2019-08-03,2019-08-03 10:29:01,CO2,244,32,2,1,0.2,4,80,0.0488,PHB-,fructose,0.5,1
20830,19510,1,2019-08-03,2019-08-03 10:29:01,O2,-183.5,35,2,1,0.2,4,80,-0.0367,PHB-,fructose,0.5,1
227,230,1,2019-08-03,2019-08-03 10:30:02,CO2,230,32,2,1,0.2,1,80,0.046,PHB+,fructose,0.5,1
167,170,3,2019-08-03,2019-08-03 10:30:02,CO2,170,32,2,1,0.2,3,80,0.034,PHB-,fructose,0.5,1
194,194,2,2019-08-03,2019-08-03 10:30:02,CO2,194,32,2,1,0.2,2,80,0.0388,PHB+,fructose,0.5,1
239,232,4,2019-08-03,2019-08-03 10:30:02,CO2,232,32,2,1,0.2,4,80,0.0464,PHB-,fructose,0.5,1
20840,19520,1,2019-08-03,2019-08-03 10:30:02,O2,-173.5,35,2,1,0.2,4,80,-0.0347,PHB-,fructose,0.5,1
230,225,1,2019-08-03,2019-08-03 10:31:01,CO2,225,32,2,1,0.2,1,80,0.045,PHB+,fructose,0.5,1
173,170,3,2019-08-03,2019-08-03 10:31:01,CO2,170,32,2,1,0.2,3,80,0.034,PHB-,fructose,0.5,1
194,193,2,2019-08-03,2019-08-03 10:31:01,CO2,193,32,2,1,0.2,2,80,0.0386,PHB+,fructose,0.5,1
236,238,4,2019-08-03,2019-08-03 10:31:01,CO2,238,32,2,1,0.2,4,80,0.0476,PHB-,fructose,0.5,1
20840,19520,1,2019-08-03,2019-08-03 10:31:01,O2,-173.5,35,2,1,0.2,4,80,-0.0347,PHB-,fructose,0.5,1
225,214,1,2019-08-03,2019-08-03 10:32:01,CO2,214,32,2,1,0.2,1,80,0.0428,PHB+,fructose,0.5,1
173,175,3,2019-08-03,2019-08-03 10:32:02,CO2,175,32,2,1,0.2,3,80,0.035,PHB-,fructose,0.5,1
196,193,2,2019-08-03,2019-08-03 10:32:02,CO2,193,32,2,1,0.2,2,80,0.0386,PHB+,fructose,0.5,1
243,230,4,2019-08-03,2019-08-03 10:32:02,CO2,230,32,2,1,0.2,4,80,0.046,PHB-,fructose,0.5,1
20840,19520,1,2019-08-03,2019-08-03 10:32:02,O2,-173.5,35,2,1,0.2,4,80,-0.0347,PHB-,fructose,0.5,1
225,224,1,2019-08-03,2019-08-03 10:33:01,CO2,224,32,2,1,0.2,1,80,0.0448,PHB+,fructose,0.5,1
169,174,3,2019-08-03,2019-08-03 10:33:01,CO2,174,32,2,1,0.2,3,80,0.0348,PHB-,fructose,0.5,1
198,205,2,2019-08-03,2019-08-03 10:33:01,CO2,205,32,2,1,0.2,2,80,0.041,PHB+,fructose,0.5,1
244,241,4,2019-08-03,2019-08-03 10:33:01,CO2,241,32,2,1,0.2,4,80,0.0482,PHB-,fructose,0.5,1
20850,19530,1,2019-08-03,2019-08-03 10:33:01,O2,-163.5,35,2,1,0.2,4,80,-0.0327,PHB-,fructose,0.5,1
225,225,1,2019-08-03,2019-08-03 10:34:01,CO2,225,32,2,1,0.2,1,80,0.045,PHB+,fructose,0.5,1
170,167,3,2019-08-03,2019-08-03 10:34:01,CO2,167,32,2,1,0.2,3,80,0.0334,PHB-,fructose,0.5,1
197,195,2,2019-08-03,2019-08-03 10:34:01,CO2,195,32,2,1,0.2,2,80,0.039,PHB+,fructose,0.5,1
239,238,4,2019-08-03,2019-08-03 10:34:01,CO2,238,32,2,1,0.2,4,80,0.0476,PHB-,fructose,0.5,1
20850,19530,1,2019-08-03,2019-08-03 10:34:01,O2,-163.5,35,2,1,0.2,4,80,-0.0327,PHB-,fructose,0.5,1
94,93,1,2019-08-03,2019-08-03 10:40:01,CO2,93,36,2,2,0.2,5,80,0.0186,PHB+,ammonium,2,0.05
129,129,3,2019-08-03,2019-08-03 10:40:02,CO2,129,36,2,2,0.2,7,80,0.0258,PHB-,ammonium,2,0.05
180,180,2,2019-08-03,2019-08-03 10:40:02,CO2,180,36,2,2,0.2,6,80,0.036,PHB+,ammonium,2,0.05
107,103,4,2019-08-03,2019-08-03 10:40:02,CO2,103,36,2,2,0.2,8,80,0.0206,PHB-,ammonium,2,0.05
21020,19700,1,2019-08-03,2019-08-03 10:40:02,O2,6.5,36,2,2,0.2,5,80,0.0013,PHB+,ammonium,2,0.05
96,85,1,2019-08-03,2019-08-03 10:41:01,CO2,85,36,2,2,0.2,5,80,0.017,PHB+,ammonium,2,0.05
127,127,3,2019-08-03,2019-08-03 10:41:01,CO2,127,36,2,2,0.2,7,80,0.0254,PHB-,ammonium,2,0.05
181,186,2,2019-08-03,2019-08-03 10:41:01,CO2,186,36,2,2,0.2,6,80,0.0372,PHB+,ammonium,2,0.05
107,107,4,2019-08-03,2019-08-03 10:41:01,CO2,107,36,2,2,0.2,8,80,0.0214,PHB-,ammonium,2,0.05
21020,19700,1,2019-08-03,2019-08-03 10:41:01,O2,6.5,36,2,2,0.2,5,80,0.0013,PHB+,ammonium,2,0.05
96,93,1,2019-08-03,2019-08-03 10:42:01,CO2,93,36,2,2,0.2,5,80,0.0186,PHB+,ammonium,2,0.05
127,135,3,2019-08-03,2019-08-03 10:42:01,CO2,135,36,2,2,0.2,7,80,0.027,PHB-,ammonium,2,0.05
181,173,2,2019-08-03,2019-08-03 10:42:01,CO2,173,36,2,2,0.2,6,80,0.0346,PHB+,ammonium,2,0.05
107,107,4,2019-08-03,2019-08-03 10:42:01,CO2,107,36,2,2,0.2,8,80,0.0214,PHB-,ammonium,2,0.05
21010,19690,1,2019-08-03,2019-08-03 10:42:01,O2,-3.5,36,2,2,0.2,5,80,-0.0007,PHB+,ammonium,2,0.05
99,96,1,2019-08-03,2019-08-03 10:43:02,CO2,96,36,2,2,0.2,5,80,0.0192,PHB+,ammonium,2,0.05
125,118,3,2019-08-03,2019-08-03 10:43:02,CO2,118,36,2,2,0.2,7,80,0.0236,PHB-,ammonium,2,0.05
182,189,2,2019-08-03,2019-08-03 10:43:02,CO2,189,36,2,2,0.2,6,80,0.0378,PHB+,ammonium,2,0.05
108,112,4,2019-08-03,2019-08-03 10:43:02,CO2,112,36,2,2,0.2,8,80,0.0224,PHB-,ammonium,2,0.05
21000,19680,1,2019-08-03,2019-08-03 10:43:02,O2,-13.5,36,2,2,0.2,5,80,-0.0027,PHB+,ammonium,2,0.05
98,95,1,2019-08-03,2019-08-03 10:44:01,CO2,95,36,2,2,0.2,5,80,0.019,PHB+,ammonium,2,0.05
127,123,3,2019-08-03,2019-08-03 10:44:01,CO2,123,36,2,2,0.2,7,80,0.0246,PHB-,ammonium,2,0.05
181,179,2,2019-08-03,2019-08-03 10:44:01,CO2,179,36,2,2,0.2,6,80,0.0358,PHB+,ammonium,2,0.05
110,104,4,2019-08-03,2019-08-03 10:44:01,CO2,104,36,2,2,0.2,8,80,0.0208,PHB-,ammonium,2,0.05
21000,19680,1,2019-08-03,2019-08-03 10:44:01,O2,-13.5,36,2,2,0.2,5,80,-0.0027,PHB+,ammonium,2,0.05
102,99,1,2019-08-03,2019-08-03 10:45:01,CO2,99,36,2,2,0.2,5,80,0.0198,PHB+,ammonium,2,0.05
127,129,3,2019-08-03,2019-08-03 10:45:01,CO2,129,36,2,2,0.2,7,80,0.0258,PHB-,ammonium,2,0.05
182,179,2,2019-08-03,2019-08-03 10:45:01,CO2,179,36,2,2,0.2,6,80,0.0358,PHB+,ammonium,2,0.05
109,109,4,2019-08-03,2019-08-03 10:45:02,CO2,109,36,2,2,0.2,8,80,0.0218,PHB-,ammonium,2,0.05
21000,19680,1,2019-08-03,2019-08-03 10:45:02,O2,-13.5,36,2,2,0.2,5,80,-0.0027,PHB+,ammonium,2,0.05
98,104,1,2019-08-03,2019-08-03 10:46:01,CO2,104,36,2,2,0.2,5,80,0.0208,PHB+,ammonium,2,0.05
123,119,3,2019-08-03,2019-08-03 10:46:01,CO2,119,36,2,2,0.2,7,80,0.0238,PHB-,ammonium,2,0.05
170,166,2,2019-08-03,2019-08-03 10:46:01,CO2,166,36,2,2,0.2,6,80,0.0332,PHB+,ammonium,2,0.05
107,104,4,2019-08-03,2019-08-03 10:46:01,CO2,104,36,2,2,0.2,8,80,0.0208,PHB-,ammonium,2,0.05
20990,19670,1,2019-08-03,2019-08-03 10:46:01,O2,-23.5,36,2,2,0.2,5,80,-0.0047,PHB+,ammonium,2,0.05
101,101,1,2019-08-03,2019-08-03 10:47:02,CO2,101,36,2,2,0.2,5,80,0.0202,PHB+,ammonium,2,0.05
127,125,3,2019-08-03,2019-08-03 10:47:02,CO2,125,36,2,2,0.2,7,80,0.025,PHB-,ammonium,2,0.05
171,173,2,2019-08-03,2019-08-03 10:47:02,CO2,173,36,2,2,0.2,6,80,0.0346,PHB+,ammonium,2,0.05
112,118,4,2019-08-03,2019-08-03 10:47:02,CO2,118,36,2,2,0.2,8,80,0.0236,PHB-,ammonium,2,0.05
20980,19660,1,2019-08-03,2019-08-03 10:47:02,O2,-33.5,36,2,2,0.2,5,80,-0.0067,PHB+,ammonium,2,0.05
102,105,1,2019-08-03,2019-08-03 10:48:01,CO2,105,36,2,2,0.2,5,80,0.021,PHB+,ammonium,2,0.05
130,131,3,2019-08-03,2019-08-03 10:48:01,CO2,131,36,2,2,0.2,7,80,0.0262,PHB-,ammonium,2,0.05
175,178,2,2019-08-03,2019-08-03 10:48:01,CO2,178,36,2,2,0.2,6,80,0.0356,PHB+,ammonium,2,0.05
116,117,4,2019-08-03,2019-08-03 10:48:01,CO2,117,36,2,2,0.2,8,80,0.0234,PHB-,ammonium,2,0.05
20980,19660,1,2019-08-03,2019-08-03 10:48:01,O2,-33.5,36,2,2,0.2,5,80,-0.0067,PHB+,ammonium,2,0.05
101,110,1,2019-08-03,2019-08-03 10:49:01,CO2,110,36,2,2,0.2,5,80,0.022,PHB+,ammonium,2,0.05
128,127,3,2019-08-03,2019-08-03 10:49:01,CO2,127,36,2,2,0.2,7,80,0.0254,PHB-,ammonium,2,0.05
179,178,2,2019-08-03,2019-08-03 10:49:01,CO2,178,36,2,2,0.2,6,80,0.0356,PHB+,ammonium,2,0.05
115,115,4,2019-08-03,2019-08-03 10:49:01,CO2,115,36,2,2,0.2,8,80,0.023,PHB-,ammonium,2,0.05
20980,19660,1,2019-08-03,2019-08-03 10:49:02,O2,-33.5,36,2,2,0.2,5,80,-0.0067,PHB+,ammonium,2,0.05
103,104,1,2019-08-03,2019-08-03 10:50:01,CO2,104,36,2,2,0.2,5,80,0.0208,PHB+,ammonium,2,0.05
127,120,3,2019-08-03,2019-08-03 10:50:01,CO2,120,36,2,2,0.2,7,80,0.024,PHB-,ammonium,2,0.05
182,186,2,2019-08-03,2019-08-03 10:50:01,CO2,186,36,2,2,0.2,6,80,0.0372,PHB+,ammonium,2,0.05
117,118,4,2019-08-03,2019-08-03 10:50:01,CO2,118,36,2,2,0.2,8,80,0.0236,PHB-,ammonium,2,0.05
20980,19660,1,2019-08-03,2019-08-03 10:50:01,O2,-33.5,36,2,2,0.2,5,80,-0.0067,PHB+,ammonium,2,0.05
103,105,1,2019-08-03,2019-08-03 10:51:01,CO2,105,36,2,2,0.2,5,80,0.021,PHB+,ammonium,2,0.05
125,125,3,2019-08-03,2019-08-03 10:51:01,CO2,125,36,2,2,0.2,7,80,0.025,PHB-,ammonium,2,0.05
183,177,2,2019-08-03,2019-08-03 10:51:01,CO2,177,36,2,2,0.2,6,80,0.0354,PHB+,ammonium,2,0.05
118,118,4,2019-08-03,2019-08-03 10:51:01,CO2,118,36,2,2,0.2,8,80,0.0236,PHB-,ammonium,2,0.05
20970,19650,1,2019-08-03,2019-08-03 10:51:01,O2,-43.5,36,2,2,0.2,5,80,-0.0087,PHB+,ammonium,2,0.05
101,99,1,2019-08-03,2019-08-03 10:52:01,CO2,99,36,2,2,0.2,5,80,0.0198,PHB+,ammonium,2,0.05
128,135,3,2019-08-03,2019-08-03 10:52:01,CO2,135,36,2,2,0.2,7,80,0.027,PHB-,ammonium,2,0.05
188,190,2,2019-08-03,2019-08-03 10:52:02,CO2,190,36,2,2,0.2,6,80,0.038,PHB+,ammonium,2,0.05
119,117,4,2019-08-03,2019-08-03 10:52:02,CO2,117,36,2,2,0.2,8,80,0.0234,PHB-,ammonium,2,0.05
20970,19650,1,2019-08-03,2019-08-03 10:52:02,O2,-43.5,36,2,2,0.2,5,80,-0.0087,PHB+,ammonium,2,0.05
103,106,1,2019-08-03,2019-08-03 10:53:01,CO2,106,36,2,2,0.2,5,80,0.0212,PHB+,ammonium,2,0.05
128,125,3,2019-08-03,2019-08-03 10:53:01,CO2,125,36,2,2,0.2,7,80,0.025,PHB-,ammonium,2,0.05
194,196,2,2019-08-03,2019-08-03 10:53:01,CO2,196,36,2,2,0.2,6,80,0.0392,PHB+,ammonium,2,0.05
120,120,4,2019-08-03,2019-08-03 10:53:01,CO2,120,36,2,2,0.2,8,80,0.024,PHB-,ammonium,2,0.05
20960,19640,1,2019-08-03,2019-08-03 10:53:01,O2,-53.5,36,2,2,0.2,5,80,-0.0107,PHB+,ammonium,2,0.05
101,105,1,2019-08-03,2019-08-03 10:54:01,CO2,105,36,2,2,0.2,5,80,0.021,PHB+,ammonium,2,0.05
127,130,3,2019-08-03,2019-08-03 10:54:01,CO2,130,36,2,2,0.2,7,80,0.026,PHB-,ammonium,2,0.05
197,192,2,2019-08-03,2019-08-03 10:54:01,CO2,192,36,2,2,0.2,6,80,0.0384,PHB+,ammonium,2,0.05
122,121,4,2019-08-03,2019-08-03 10:54:01,CO2,121,36,2,2,0.2,8,80,0.0242,PHB-,ammonium,2,0.05
20970,19650,1,2019-08-03,2019-08-03 10:54:01,O2,-43.5,36,2,2,0.2,5,80,-0.0087,PHB+,ammonium,2,0.05
103,114,1,2019-08-03,2019-08-03 10:55:02,CO2,114,36,2,2,0.2,5,80,0.0228,PHB+,ammonium,2,0.05
127,127,3,2019-08-03,2019-08-03 10:55:02,CO2,127,36,2,2,0.2,7,80,0.0254,PHB-,ammonium,2,0.05
201,202,2,2019-08-03,2019-08-03 10:55:02,CO2,202,36,2,2,0.2,6,80,0.0404,PHB+,ammonium,2,0.05
120,122,4,2019-08-03,2019-08-03 10:55:02,CO2,122,36,2,2,0.2,8,80,0.0244,PHB-,ammonium,2,0.05
105,116,1,2019-08-03,2019-08-03 10:56:01,CO2,116,36,2,2,0.2,5,80,0.0232,PHB+,ammonium,2,0.05
127,122,3,2019-08-03,2019-08-03 10:56:01,CO2,122,36,2,2,0.2,7,80,0.0244,PHB-,ammonium,2,0.05
205,206,2,2019-08-03,2019-08-03 10:56:01,CO2,206,36,2,2,0.2,6,80,0.0412,PHB+,ammonium,2,0.05
122,124,4,2019-08-03,2019-08-03 10:56:01,CO2,124,36,2,2,0.2,8,80,0.0248,PHB-,ammonium,2,0.05
103,97,1,2019-08-03,2019-08-03 10:57:01,CO2,97,36,2,2,0.2,5,80,0.0194,PHB+,ammonium,2,0.05
127,120,3,2019-08-03,2019-08-03 10:57:01,CO2,120,36,2,2,0.2,7,80,0.024,PHB-,ammonium,2,0.05
209,201,2,2019-08-03,2019-08-03 10:57:01,CO2,201,36,2,2,0.2,6,80,0.0402,PHB+,ammonium,2,0.05
122,128,4,2019-08-03,2019-08-03 10:57:01,CO2,128,36,2,2,0.2,8,80,0.0256,PHB-,ammonium,2,0.05
103,94,1,2019-08-03,2019-08-03 10:58:02,CO2,94,36,2,2,0.2,5,80,0.0188,PHB+,ammonium,2,0.05
129,129,3,2019-08-03,2019-08-03 10:58:02,CO2,129,36,2,2,0.2,7,80,0.0258,PHB-,ammonium,2,0.05
209,208,2,2019-08-03,2019-08-03 10:58:02,CO2,208,36,2,2,0.2,6,80,0.0416,PHB+,ammonium,2,0.05
122,118,4,2019-08-03,2019-08-03 10:58:02,CO2,118,36,2,2,0.2,8,80,0.0236,PHB-,ammonium,2,0.05
102,108,1,2019-08-03,2019-08-03 10:59:01,CO2,108,36,2,2,0.2,5,80,0.0216,PHB+,ammonium,2,0.05
127,125,3,2019-08-03,2019-08-03 10:59:01,CO2,125,36,2,2,0.2,7,80,0.025,PHB-,ammonium,2,0.05
213,219,2,2019-08-03,2019-08-03 10:59:01,CO2,219,36,2,2,0.2,6,80,0.0438,PHB+,ammonium,2,0.05
123,122,4,2019-08-03,2019-08-03 10:59:01,CO2,122,36,2,2,0.2,8,80,0.0244,PHB-,ammonium,2,0.05
99,98,1,2019-08-03,2019-08-03 11:00:01,CO2,98,36,2,2,0.2,5,80,0.0196,PHB+,ammonium,2,0.05
127,128,3,2019-08-03,2019-08-03 11:00:01,CO2,128,36,2,2,0.2,7,80,0.0256,PHB-,ammonium,2,0.05
215,215,2,2019-08-03,2019-08-03 11:00:01,CO2,215,36,2,2,0.2,6,80,0.043,PHB+,ammonium,2,0.05
122,123,4,2019-08-03,2019-08-03 11:00:02,CO2,123,36,2,2,0.2,8,80,0.0246,PHB-,ammonium,2,0.05
20790,19470,1,2019-08-03,2019-08-03 11:00:02,O2,-223.5,37,2,2,0.2,6,80,-0.0447,PHB+,ammonium,2,0.05
99,105,1,2019-08-03,2019-08-03 11:01:01,CO2,105,36,2,2,0.2,5,80,0.021,PHB+,ammonium,2,0.05
123,127,3,2019-08-03,2019-08-03 11:01:01,CO2,127,36,2,2,0.2,7,80,0.0254,PHB-,ammonium,2,0.05
213,212,2,2019-08-03,2019-08-03 11:01:01,CO2,212,36,2,2,0.2,6,80,0.0424,PHB+,ammonium,2,0.05
117,124,4,2019-08-03,2019-08-03 11:01:01,CO2,124,36,2,2,0.2,8,80,0.0248,PHB-,ammonium,2,0.05
20820,19500,1,2019-08-03,2019-08-03 11:01:01,O2,-193.5,37,2,2,0.2,6,80,-0.0387,PHB+,ammonium,2,0.05
105,104,1,2019-08-03,2019-08-03 11:02:01,CO2,104,36,2,2,0.2,5,80,0.0208,PHB+,ammonium,2,0.05
127,117,3,2019-08-03,2019-08-03 11:02:01,CO2,117,36,2,2,0.2,7,80,0.0234,PHB-,ammonium,2,0.05
213,212,2,2019-08-03,2019-08-03 11:02:01,CO2,212,36,2,2,0.2,6,80,0.0424,PHB+,ammonium,2,0.05
120,115,4,2019-08-03,2019-08-03 11:02:01,CO2,115,36,2,2,0.2,8,80,0.023,PHB-,ammonium,2,0.05
20810,19490,1,2019-08-03,2019-08-03 11:02:01,O2,-203.5,37,2,2,0.2,6,80,-0.0407,PHB+,ammonium,2,0.05
106,101,1,2019-08-03,2019-08-03 11:03:01,CO2,101,36,2,2,0.2,5,80,0.0202,PHB+,ammonium,2,0.05
129,123,3,2019-08-03,2019-08-03 11:03:01,CO2,123,36,2,2,0.2,7,80,0.0246,PHB-,ammonium,2,0.05
211,213,2,2019-08-03,2019-08-03 11:03:02,CO2,213,36,2,2,0.2,6,80,0.0426,PHB+,ammonium,2,0.05
122,123,4,2019-08-03,2019-08-03 11:03:02,CO2,123,36,2,2,0.2,8,80,0.0246,PHB-,ammonium,2,0.05
20780,19460,1,2019-08-03,2019-08-03 11:03:02,O2,-233.5,37,2,2,0.2,6,80,-0.0467,PHB+,ammonium,2,0.05
103,104,1,2019-08-03,2019-08-03 11:04:01,CO2,104,36,2,2,0.2,5,80,0.0208,PHB+,ammonium,2,0.05
130,131,3,2019-08-03,2019-08-03 11:04:01,CO2,131,36,2,2,0.2,7,80,0.0262,PHB-,ammonium,2,0.05
216,226,2,2019-08-03,2019-08-03 11:04:01,CO2,226,36,2,2,0.2,6,80,0.0452,PHB+,ammonium,2,0.05
125,128,4,2019-08-03,2019-08-03 11:04:01,CO2,128,36,2,2,0.2,8,80,0.0256,PHB-,ammonium,2,0.05
20760,19440,1,2019-08-03,2019-08-03 11:04:01,O2,-253.5,37,2,2,0.2,6,80,-0.0507,PHB+,ammonium,2,0.05
104,102,1,2019-08-03,2019-08-03 11:05:01,CO2,102,36,2,2,0.2,5,80,0.0204,PHB+,ammonium,2,0.05
128,129,3,2019-08-03,2019-08-03 11:05:01,CO2,129,36,2,2,0.2,7,80,0.0258,PHB-,ammonium,2,0.05
215,214,2,2019-08-03,2019-08-03 11:05:01,CO2,214,36,2,2,0.2,6,80,0.0428,PHB+,ammonium,2,0.05
122,117,4,2019-08-03,2019-08-03 11:05:01,CO2,117,36,2,2,0.2,8,80,0.0234,PHB-,ammonium,2,0.05
20750,19430,1,2019-08-03,2019-08-03 11:05:01,O2,-263.5,37,2,2,0.2,6,80,-0.0527,PHB+,ammonium,2,0.05
103,105,1,2019-08-03,2019-08-03 11:06:01,CO2,105,36,2,2,0.2,5,80,0.021,PHB+,ammonium,2,0.05
129,130,3,2019-08-03,2019-08-03 11:06:02,CO2,130,36,2,2,0.2,7,80,0.026,PHB-,ammonium,2,0.05
219,223,2,2019-08-03,2019-08-03 11:06:02,CO2,223,36,2,2,0.2,6,80,0.0446,PHB+,ammonium,2,0.05
124,128,4,2019-08-03,2019-08-03 11:06:02,CO2,128,36,2,2,0.2,8,80,0.0256,PHB-,ammonium,2,0.05
20740,19420,1,2019-08-03,2019-08-03 11:06:02,O2,-273.5,37,2,2,0.2,6,80,-0.0547,PHB+,ammonium,2,0.05
104,112,1,2019-08-03,2019-08-03 11:07:01,CO2,112,36,2,2,0.2,5,80,0.0224,PHB+,ammonium,2,0.05
127,134,3,2019-08-03,2019-08-03 11:07:01,CO2,134,36,2,2,0.2,7,80,0.0268,PHB-,ammonium,2,0.05
217,222,2,2019-08-03,2019-08-03 11:07:01,CO2,222,36,2,2,0.2,6,80,0.0444,PHB+,ammonium,2,0.05
122,119,4,2019-08-03,2019-08-03 11:07:01,CO2,119,36,2,2,0.2,8,80,0.0238,PHB-,ammonium,2,0.05
20730,19410,1,2019-08-03,2019-08-03 11:07:01,O2,-283.5,37,2,2,0.2,6,80,-0.0567,PHB+,ammonium,2,0.05
101,99,1,2019-08-03,2019-08-03 11:08:01,CO2,99,36,2,2,0.2,5,80,0.0198,PHB+,ammonium,2,0.05
128,123,3,2019-08-03,2019-08-03 11:08:01,CO2,123,36,2,2,0.2,7,80,0.0246,PHB-,ammonium,2,0.05
224,226,2,2019-08-03,2019-08-03 11:08:01,CO2,226,36,2,2,0.2,6,80,0.0452,PHB+,ammonium,2,0.05
124,130,4,2019-08-03,2019-08-03 11:08:01,CO2,130,36,2,2,0.2,8,80,0.026,PHB-,ammonium,2,0.05
20730,19410,1,2019-08-03,2019-08-03 11:08:01,O2,-283.5,37,2,2,0.2,6,80,-0.0567,PHB+,ammonium,2,0.05
100,103,1,2019-08-03,2019-08-03 11:09:02,CO2,103,36,2,2,0.2,5,80,0.0206,PHB+,ammonium,2,0.05
128,129,3,2019-08-03,2019-08-03 11:09:02,CO2,129,36,2,2,0.2,7,80,0.0258,PHB-,ammonium,2,0.05
222,226,2,2019-08-03,2019-08-03 11:09:02,CO2,226,36,2,2,0.2,6,80,0.0452,PHB+,ammonium,2,0.05
124,117,4,2019-08-03,2019-08-03 11:09:02,CO2,117,36,2,2,0.2,8,80,0.0234,PHB-,ammonium,2,0.05
20730,19410,1,2019-08-03,2019-08-03 11:09:02,O2,-283.5,37,2,2,0.2,6,80,-0.0567,PHB+,ammonium,2,0.05
101,110,1,2019-08-03,2019-08-03 11:10:01,CO2,110,36,2,2,0.2,5,80,0.022,PHB+,ammonium,2,0.05
128,134,3,2019-08-03,2019-08-03 11:10:01,CO2,134,36,2,2,0.2,7,80,0.0268,PHB-,ammonium,2,0.05
224,218,2,2019-08-03,2019-08-03 11:10:01,CO2,218,36,2,2,0.2,6,80,0.0436,PHB+,ammonium,2,0.05
123,126,4,2019-08-03,2019-08-03 11:10:01,CO2,126,36,2,2,0.2,8,80,0.0252,PHB-,ammonium,2,0.05
20730,19410,1,2019-08-03,2019-08-03 11:10:01,O2,-283.5,37,2,2,0.2,6,80,-0.0567,PHB+,ammonium,2,0.05
102,100,1,2019-08-03,2019-08-03 11:11:01,CO2,100,36,2,2,0.2,5,80,0.02,PHB+,ammonium,2,0.05
127,135,3,2019-08-03,2019-08-03 11:11:01,CO2,135,36,2,2,0.2,7,80,0.027,PHB-,ammonium,2,0.05
223,212,2,2019-08-03,2019-08-03 11:11:01,CO2,212,36,2,2,0.2,6,80,0.0424,PHB+,ammonium,2,0.05
126,126,4,2019-08-03,2019-08-03 11:11:02,CO2,126,36,2,2,0.2,8,80,0.0252,PHB-,ammonium,2,0.05
20720,19400,1,2019-08-03,2019-08-03 11:11:02,O2,-293.5,37,2,2,0.2,6,80,-0.0587,PHB+,ammonium,2,0.05
100,105,1,2019-08-03,2019-08-03 11:12:01,CO2,105,36,2,2,0.2,5,80,0.021,PHB+,ammonium,2,0.05
127,122,3,2019-08-03,2019-08-03 11:12:01,CO2,122,36,2,2,0.2,7,80,0.0244,PHB-,ammonium,2,0.05
220,216,2,2019-08-03,2019-08-03 11:12:01,CO2,216,36,2,2,0.2,6,80,0.0432,PHB+,ammonium,2,0.05
123,122,4,2019-08-03,2019-08-03 11:12:01,CO2,122,36,2,2,0.2,8,80,0.0244,PHB-,ammonium,2,0.05
20730,19410,1,2019-08-03,2019-08-03 11:12:01,O2,-283.5,37,2,2,0.2,6,80,-0.0567,PHB+,ammonium,2,0.05
98,88,1,2019-08-03,2019-08-03 11:13:01,CO2,88,36,2,2,0.2,5,80,0.0176,PHB+,ammonium,2,0.05
